observed_at,source,season,date,home_name,away_name,home,away,home_goals,away_goals,home_xg,away_xg,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners
2026-08-20T1514Z,football-data,2425,2025-01-25,Sevilla,Espanol,sevilla,espanyol,1,1,,,25,6,4,1,5,1
2026-08-20T1514Z,football-data,2425,2025-01-25,Valladolid,Real Madrid,,real-madrid,0,3,,,6,20,2,4,1,7
2026-08-20T1514Z,football-data,2425,2025-01-26,Vallecano,Girona,rayo-vallecano,,2,1,,,17,12,7,5,4,1
2026-08-20T1514Z,football-data,2425,2025-01-26,Sociedad,Getafe,real-sociedad,getafe,0,3,,,13,13,4,4,5,2
2026-08-20T1514Z,football-data,2425,2025-01-26,Ath Bilbao,Leganes,athletic,,0,0,,,29,5,3,2,16,1
2026-08-20T1514Z,football-data,2425,2025-01-26,Barcelona,Valencia,barcelona,valencia,7,1,,,22,7,11,2,14,4
2026-08-20T1514Z,football-data,2425,2025-01-27,Alaves,Celta,alaves,celta,1,1,,,3,5,1,2,3,4
2026-08-20T1514Z,football-data,2425,2025-01-31,Leganes,Vallecano,,rayo-vallecano,0,1,,,5,19,1,3,2,9
2026-08-20T1514Z,football-data,2425,2025-02-01,Getafe,Sevilla,getafe,sevilla,0,0,,,7,13,1,1,6,5
2026-08-20T1514Z,football-data,2425,2025-02-01,Villarreal,Valladolid,villarreal,,5,1,,,22,8,8,2,3,6
2026-08-20T1514Z,football-data,2425,2025-02-01,Ath Madrid,Mallorca,atletico,,2,0,,,17,10,5,1,10,4
2026-08-20T1514Z,football-data,2425,2025-02-01,Espanol,Real Madrid,espanyol,real-madrid,1,0,,,5,21,2,7,1,8
2026-08-20T1514Z,football-data,2425,2025-02-02,Barcelona,Alaves,barcelona,alaves,1,0,,,11,3,4,0,5,2
2026-08-20T1514Z,football-data,2425,2025-02-02,Valencia,Celta,valencia,celta,2,1,,,8,3,5,2,5,2
2026-08-20T1514Z,football-data,2425,2025-02-02,Osasuna,Sociedad,osasuna,real-sociedad,2,1,,,11,13,4,3,3,5
2026-08-20T1514Z,football-data,2425,2025-02-02,Betis,Ath Bilbao,betis,athletic,2,2,,,10,12,6,4,3,7
2026-08-20T1514Z,football-data,2425,2025-02-03,Girona,Las Palmas,,,2,1,,,12,10,4,2,11,3
2026-08-20T1514Z,football-data,2425,2025-02-07,Vallecano,Valladolid,rayo-vallecano,,1,0,,,20,8,6,3,4,2
2026-08-20T1514Z,football-data,2425,2025-02-08,Celta,Betis,celta,betis,3,2,,,14,12,6,5,4,7
2026-08-20T1514Z,football-data,2425,2025-02-08,Ath Bilbao,Girona,athletic,,3,0,,,23,3,8,1,11,2
2026-08-20T1514Z,football-data,2425,2025-02-08,Las Palmas,Villarreal,,villarreal,1,2,,,20,9,4,4,6,5
2026-08-20T1514Z,football-data,2425,2025-02-08,Real Madrid,Ath Madrid,real-madrid,atletico,1,1,,,23,10,9,1,6,1
2026-08-20T1514Z,football-data,2425,2025-02-09,Alaves,Getafe,alaves,getafe,0,1,,,12,4,4,3,8,3
2026-08-20T1514Z,football-data,2425,2025-02-09,Valencia,Leganes,valencia,,2,0,,,18,12,4,4,9,3
2026-08-20T1514Z,football-data,2425,2025-02-09,Sociedad,Espanol,real-sociedad,espanyol,2,1,,,13,4,3,1,6,0
2026-08-20T1514Z,football-data,2425,2025-02-09,Sevilla,Barcelona,sevilla,barcelona,1,4,,,8,10,4,6,5,6
2026-08-20T1514Z,football-data,2425,2025-02-10,Mallorca,Osasuna,,osasuna,1,1,,,10,19,2,4,7,11
2026-08-20T1514Z,football-data,2425,2025-02-14,Girona,Getafe,,getafe,1,2,,,14,10,4,6,3,3
2026-08-20T1514Z,football-data,2425,2025-02-15,Leganes,Alaves,,alaves,3,3,,,8,16,3,7,3,2
2026-08-20T1514Z,football-data,2425,2025-02-15,Osasuna,Real Madrid,osasuna,real-madrid,1,1,,,11,17,4,6,6,2
2026-08-20T1514Z,football-data,2425,2025-02-15,Ath Madrid,Celta,atletico,celta,1,1,,,9,11,3,4,2,7
2026-08-20T1514Z,football-data,2425,2025-02-15,Villarreal,Valencia,villarreal,valencia,1,1,,,13,12,4,3,4,5
2026-08-20T1514Z,football-data,2425,2025-02-16,Espanol,Ath Bilbao,espanyol,athletic,1,1,,,12,14,4,4,2,7
2026-08-20T1514Z,football-data,2425,2025-02-16,Valladolid,Sevilla,,sevilla,0,4,,,7,11,2,6,3,2
2026-08-20T1514Z,football-data,2425,2025-02-16,Mallorca,Las Palmas,,,3,1,,,14,9,5,4,3,5
2026-08-20T1514Z,football-data,2425,2025-02-16,Betis,Sociedad,betis,real-sociedad,3,0,,,24,5,8,1,5,5
2026-08-20T1514Z,football-data,2425,2025-02-17,Barcelona,Vallecano,barcelona,rayo-vallecano,1,0,,,14,9,5,4,4,5
2026-08-20T1514Z,football-data,2425,2025-02-21,Celta,Osasuna,celta,osasuna,1,0,,,12,18,5,1,5,4
2026-08-20T1514Z,football-data,2425,2025-02-22,Alaves,Espanol,alaves,espanyol,0,1,,,15,9,5,2,7,0
2026-08-20T1514Z,football-data,2425,2025-02-22,Vallecano,Villarreal,rayo-vallecano,villarreal,0,1,,,10,10,5,5,3,5
2026-08-20T1514Z,football-data,2425,2025-02-22,Valencia,Ath Madrid,valencia,atletico,0,3,,,18,11,2,3,7,0
2026-08-20T1514Z,football-data,2425,2025-02-22,Las Palmas,Barcelona,,barcelona,0,2,,,10,15,2,5,5,3
2026-08-20T1514Z,football-data,2425,2025-02-23,Ath Bilbao,Valladolid,athletic,,7,1,,,29,5,16,3,4,4
2026-08-20T1514Z,football-data,2425,2025-02-23,Real Madrid,Girona,real-madrid,,2,0,,,22,6,5,2,11,5
2026-08-20T1514Z,football-data,2425,2025-02-23,Getafe,Betis,getafe,betis,1,2,,,10,13,4,6,2,5
2026-08-20T1514Z,football-data,2425,2025-02-23,Sociedad,Leganes,real-sociedad,,3,0,,,12,8,5,2,3,3
2026-08-20T1514Z,football-data,2425,2025-02-24,Sevilla,Mallorca,sevilla,,1,1,,,19,13,4,2,4,4
2026-08-20T1514Z,football-data,2425,2025-02-28,Valladolid,Las Palmas,,,1,1,,,23,4,7,3,13,4
2026-08-20T1514Z,football-data,2425,2025-03-01,Girona,Celta,,celta,2,2,,,9,10,6,6,4,2
2026-08-20T1514Z,football-data,2425,2025-03-01,Vallecano,Sevilla,rayo-vallecano,sevilla,1,1,,,20,10,8,5,6,6
2026-08-20T1514Z,football-data,2425,2025-03-01,Betis,Real Madrid,betis,real-madrid,2,1,,,18,9,3,2,9,2
2026-08-20T1514Z,football-data,2425,2025-03-01,Ath Madrid,Ath Bilbao,atletico,athletic,1,0,,,12,15,4,3,6,2
2026-08-20T1514Z,football-data,2425,2025-03-02,Leganes,Getafe,,getafe,1,0,,,5,9,1,0,2,6
2026-08-20T1514Z,football-data,2425,2025-03-02,Barcelona,Sociedad,barcelona,real-sociedad,4,0,,,33,0,10,0,12,0
2026-08-20T1514Z,football-data,2425,2025-03-02,Mallorca,Alaves,,alaves,1,1,,,15,19,4,7,3,9
2026-08-20T1514Z,football-data,2425,2025-03-02,Osasuna,Valencia,osasuna,valencia,3,3,,,12,12,5,5,3,3
2026-08-20T1514Z,football-data,2425,2025-03-08,Celta,Leganes,celta,,2,1,,,7,12,4,6,2,5
2026-08-20T1514Z,football-data,2425,2025-03-08,Alaves,Villarreal,alaves,villarreal,1,0,,,5,24,3,2,1,6
2026-08-20T1514Z,football-data,2425,2025-03-08,Valencia,Valladolid,valencia,,2,1,,,17,11,4,4,5,4
2026-08-20T1514Z,football-data,2425,2025-03-09,Getafe,Ath Madrid,getafe,atletico,2,1,,,11,4,3,2,4,4
2026-08-20T1514Z,football-data,2425,2025-03-09,Real Madrid,Vallecano,real-madrid,rayo-vallecano,2,1,,,10,20,5,6,4,6
2026-08-20T1514Z,football-data,2425,2025-03-09,Ath Bilbao,Mallorca,athletic,,1,1,,,8,9,2,2,3,3
2026-08-20T1514Z,football-data,2425,2025-03-09,Betis,Las Palmas,betis,,1,0,,,14,8,6,1,11,1
2026-08-20T1514Z,football-data,2425,2025-03-09,Sociedad,Sevilla,real-sociedad,sevilla,0,1,,,7,9,2,4,6,3
2026-08-20T1514Z,football-data,2425,2025-03-10,Espanol,Girona,espanyol,,1,1,,,7,18,4,4,4,9
2026-08-20T1514Z,football-data,2425,2025-03-14,Las Palmas,Alaves,,alaves,2,2,,,14,9,7,3,4,5
2026-08-20T1514Z,football-data,2425,2025-03-15,Valladolid,Celta,,celta,0,1,,,5,10,2,1,3,4
2026-08-20T1514Z,football-data,2425,2025-03-15,Mallorca,Espanol,,espanyol,2,1,,,20,2,7,0,6,2
2026-08-20T1514Z,football-data,2425,2025-03-15,Villarreal,Real Madrid,villarreal,real-madrid,1,2,,,23,9,10,5,11,4
2026-08-20T1514Z,football-data,2425,2025-03-15,Girona,Valencia,,valencia,1,1,,,14,12,4,2,9,4
2026-08-20T1514Z,football-data,2425,2025-03-16,Leganes,Betis,,betis,2,3,,,10,21,4,6,3,7
2026-08-20T1514Z,football-data,2425,2025-03-16,Sevilla,Ath Bilbao,sevilla,athletic,0,1,,,11,9,4,4,4,6
2026-08-20T1514Z,football-data,2425,2025-03-16,Osasuna,Getafe,osasuna,getafe,1,2,,,12,7,4,4,3,2
2026-08-20T1514Z,football-data,2425,2025-03-16,Vallecano,Sociedad,rayo-vallecano,real-sociedad,2,2,,,10,8,5,4,4,4
2026-08-20T1514Z,football-data,2425,2025-03-16,Ath Madrid,Barcelona,atletico,barcelona,2,4,,,7,13,2,6,6,6
2026-08-20T1514Z,football-data,2425,2025-03-27,Barcelona,Osasuna,barcelona,osasuna,3,0,,,19,4,5,0,8,4
2026-08-20T1514Z,football-data,2425,2025-03-29,Sociedad,Valladolid,real-sociedad,,2,1,,,12,12,2,5,3,6
2026-08-20T1514Z,football-data,2425,2025-03-29,Espanol,Ath Madrid,espanyol,atletico,1,1,,,8,13,1,2,4,3
2026-08-20T1514Z,football-data,2425,2025-03-29,Alaves,Vallecano,alaves,rayo-vallecano,0,2,,,12,11,4,5,8,5
2026-08-20T1514Z,football-data,2425,2025-03-29,Real Madrid,Leganes,real-madrid,,3,2,,,24,10,10,4,8,3
2026-08-20T1514Z,football-data,2425,2025-03-30,Getafe,Villarreal,getafe,villarreal,1,2,,,11,9,4,3,3,1
2026-08-20T1514Z,football-data,2425,2025-03-30,Barcelona,Girona,barcelona,,4,1,,,21,4,9,2,10,2
2026-08-20T1514Z,football-data,2425,2025-03-30,Ath Bilbao,Osasuna,athletic,osasuna,0,0,,,11,5,5,2,3,4
2026-08-20T1514Z,football-data,2425,2025-03-30,Valencia,Mallorca,valencia,,1,0,,,8,8,2,2,4,5
2026-08-20T1514Z,football-data,2425,2025-03-30,Betis,Sevilla,betis,sevilla,2,1,,,11,6,3,2,2,2
2026-08-20T1514Z,football-data,2425,2025-03-31,Celta,Las Palmas,celta,,1,1,,,19,4,7,2,4,2
2026-08-20T1514Z,football-data,2425,2025-04-04,Vallecano,Espanol,rayo-vallecano,espanyol,0,4,,,16,15,5,7,8,4
2026-08-20T1514Z,football-data,2425,2025-04-05,Girona,Alaves,,alaves,0,1,,,11,14,6,3,1,5
2026-08-20T1514Z,football-data,2425,2025-04-05,Real Madrid,Valencia,real-madrid,valencia,1,2,,,21,10,9,2,9,4
2026-08-20T1514Z,football-data,2425,2025-04-05,Mallorca,Celta,,celta,1,2,,,7,10,2,4,4,2
2026-08-20T1514Z,football-data,2425,2025-04-05,Barcelona,Betis,barcelona,betis,1,1,,,13,6,5,2,9,3
2026-08-20T1514Z,football-data,2425,2025-04-06,Las Palmas,Sociedad,,real-sociedad,1,3,,,13,13,5,8,5,4
2026-08-20T1514Z,football-data,2425,2025-04-06,Sevilla,Ath Madrid,sevilla,atletico,1,2,,,11,13,6,5,7,7
2026-08-20T1514Z,football-data,2425,2025-04-06,Valladolid,Getafe,,getafe,0,4,,,5,16,0,9,3,4
2026-08-20T1514Z,football-data,2425,2025-04-06,Villarreal,Ath Bilbao,villarreal,athletic,0,0,,,12,11,4,2,6,5
2026-08-20T1514Z,football-data,2425,2025-04-07,Leganes,Osasuna,,osasuna,1,1,,,13,14,7,6,4,8
2026-08-20T1514Z,football-data,2425,2025-04-11,Valencia,Sevilla,valencia,sevilla,1,0,,,8,12,6,5,3,3
2026-08-20T1514Z,football-data,2425,2025-04-12,Sociedad,Mallorca,real-sociedad,,0,2,,,15,7,4,3,8,2
2026-08-20T1514Z,football-data,2425,2025-04-12,Getafe,Las Palmas,getafe,,1,3,,,11,10,6,5,3,2
2026-08-20T1514Z,football-data,2425,2025-04-12,Celta,Espanol,celta,espanyol,0,2,,,16,5,6,3,13,5
2026-08-20T1514Z,football-data,2425,2025-04-12,Leganes,Barcelona,,barcelona,0,1,,,6,12,1,3,4,8
2026-08-20T1514Z,football-data,2425,2025-04-13,Osasuna,Girona,osasuna,,2,1,,,13,18,6,8,4,4
2026-08-20T1514Z,football-data,2425,2025-04-13,Alaves,Real Madrid,alaves,real-madrid,0,1,,,13,11,6,4,4,4
2026-08-20T1514Z,football-data,2425,2025-04-13,Betis,Villarreal,betis,villarreal,1,2,,,24,8,5,2,5,5
2026-08-20T1514Z,football-data,2425,2025-04-13,Ath Bilbao,Vallecano,athletic,rayo-vallecano,3,1,,,13,11,4,3,7,1
2026-08-20T1514Z,football-data,2425,2025-04-14,Ath Madrid,Valladolid,atletico,,4,2,,,24,6,9,3,5,1
2026-08-20T1514Z,football-data,2425,2025-04-18,Espanol,Getafe,espanyol,getafe,1,0,,,9,9,3,4,6,8
2026-08-20T1514Z,football-data,2425,2025-04-19,Vallecano,Valencia,rayo-vallecano,valencia,1,1,,,11,10,4,3,5,2
2026-08-20T1514Z,football-data,2425,2025-04-19,Barcelona,Celta,barcelona,celta,4,3,,,18,11,6,8,4,1
2026-08-20T1514Z,football-data,2425,2025-04-19,Mallorca,Leganes,,,0,0,,,11,15,1,1,4,4
2026-08-20T1514Z,football-data,2425,2025-04-19,Las Palmas,Ath Madrid,,atletico,1,0,,,8,7,2,2,4,4
2026-08-20T1514Z,football-data,2425,2025-04-20,Valladolid,Osasuna,,osasuna,2,3,,,12,11,5,6,5,2
2026-08-20T1514Z,football-data,2425,2025-04-20,Villarreal,Sociedad,villarreal,real-sociedad,2,2,,,20,4,5,4,10,4
2026-08-20T1514Z,football-data,2425,2025-04-20,Sevilla,Alaves,sevilla,alaves,1,1,,,10,11,2,3,3,6
2026-08-20T1514Z,football-data,2425,2025-04-20,Real Madrid,Ath Bilbao,real-madrid,athletic,1,0,,,22,3,7,1,14,1
2026-08-20T1514Z,football-data,2425,2025-04-21,Girona,Betis,,betis,1,3,,,11,17,5,9,8,9
2026-08-20T1514Z,football-data,2425,2025-04-22,Valencia,Espanol,valencia,espanyol,1,1,,,16,8,7,3,6,4
2026-08-20T1514Z,football-data,2425,2025-04-22,Barcelona,Mallorca,barcelona,,1,0,,,40,4,13,0,13,2
2026-08-20T1514Z,football-data,2425,2025-04-23,Ath Bilbao,Las Palmas,athletic,,1,0,,,13,10,4,2,3,3
2026-08-20T1514Z,football-data,2425,2025-04-23,Celta,Villarreal,celta,villarreal,3,0,,,21,4,9,1,6,3
2026-08-20T1514Z,football-data,2425,2025-04-23,Alaves,Sociedad,alaves,real-sociedad,1,0,,,10,6,1,0,6,6
2026-08-20T1514Z,football-data,2425,2025-04-23,Getafe,Real Madrid,getafe,real-madrid,0,1,,,20,14,6,7,4,4
2026-08-20T1514Z,football-data,2425,2025-04-24,Leganes,Girona,,,1,1,,,7,8,1,3,4,5
2026-08-20T1514Z,football-data,2425,2025-04-24,Osasuna,Sevilla,osasuna,sevilla,1,0,,,9,12,2,3,4,4
2026-08-20T1514Z,football-data,2425,2025-04-24,Ath Madrid,Vallecano,atletico,rayo-vallecano,3,0,,,10,12,5,5,6,3
2026-08-20T1514Z,football-data,2425,2025-04-24,Betis,Valladolid,betis,,5,1,,,16,10,6,5,4,4
2026-08-20T1514Z,football-data,2425,2025-04-27,Villarreal,Espanol,villarreal,espanyol,1,0,,,14,12,5,1,8,6
2026-08-20T1514Z,football-data,2425,2025-05-02,Vallecano,Getafe,rayo-vallecano,getafe,1,0,,,13,12,8,1,7,3
2026-08-20T1514Z,football-data,2425,2025-05-03,Alaves,Ath Madrid,alaves,atletico,0,0,,,8,9,2,2,3,5
2026-08-20T1514Z,football-data,2425,2025-05-03,Villarreal,Osasuna,villarreal,osasuna,4,2,,,15,11,5,4,2,8
2026-08-20T1514Z,football-data,2425,2025-05-03,Las Palmas,Valencia,,valencia,2,3,,,15,10,3,5,9,5
2026-08-20T1514Z,football-data,2425,2025-05-03,Valladolid,Barcelona,,barcelona,1,2,,,5,24,4,7,4,8
2026-08-20T1514Z,football-data,2425,2025-05-04,Real Madrid,Celta,real-madrid,celta,3,2,,,17,14,6,7,4,6
2026-08-20T1514Z,football-data,2425,2025-05-04,Sevilla,Leganes,sevilla,,2,2,,,25,9,7,3,8,2
2026-08-20T1514Z,football-data,2425,2025-05-04,Espanol,Betis,espanyol,betis,1,2,,,11,20,5,10,3,7
2026-08-20T1514Z,football-data,2425,2025-05-04,Sociedad,Ath Bilbao,real-sociedad,athletic,0,0,,,12,3,3,1,7,3
2026-08-20T1514Z,football-data,2425,2025-05-05,Girona,Mallorca,,,1,0,,,13,9,6,1,5,2
2026-08-20T1514Z,football-data,2425,2025-05-09,Las Palmas,Vallecano,,rayo-vallecano,0,1,,,11,16,2,5,8,8
2026-08-20T1514Z,football-data,2425,2025-05-10,Valencia,Getafe,valencia,getafe,3,0,,,10,10,6,3,2,6
2026-08-20T1514Z,football-data,2425,2025-05-10,Celta,Sevilla,celta,sevilla,3,2,,,8,19,4,10,3,6
2026-08-20T1514Z,football-data,2425,2025-05-10,Girona,Villarreal,,villarreal,0,1,,,7,14,0,5,5,3
2026-08-20T1514Z,football-data,2425,2025-05-10,Mallorca,Valladolid,,,2,1,,,12,16,4,7,5,10
2026-08-20T1514Z,football-data,2425,2025-05-10,Ath Madrid,Sociedad,atletico,real-sociedad,4,0,,,13,6,7,1,3,3
2026-08-20T1514Z,football-data,2425,2025-05-11,Leganes,Espanol,,espanyol,3,2,,,13,12,5,6,3,8
2026-08-20T1514Z,football-data,2425,2025-05-11,Barcelona,Real Madrid,barcelona,real-madrid,4,3,,,23,9,9,5,10,2
2026-08-20T1514Z,football-data,2425,2025-05-11,Ath Bilbao,Alaves,athletic,alaves,1,0,,,11,4,3,1,9,2
2026-08-20T1514Z,football-data,2425,2025-05-11,Betis,Osasuna,betis,osasuna,1,1,,,10,16,5,5,6,7
2026-08-20T1514Z,football-data,2425,2025-05-13,Valladolid,Girona,,,0,1,,,11,13,4,5,6,4
2026-08-20T1514Z,football-data,2425,2025-05-13,Sociedad,Celta,real-sociedad,celta,0,1,,,15,6,5,2,14,1
2026-08-20T1514Z,football-data,2425,2025-05-13,Sevilla,Las Palmas,sevilla,,1,0,,,10,14,3,3,4,2
2026-08-20T1514Z,football-data,2425,2025-05-14,Alaves,Valencia,alaves,valencia,1,0,,,11,10,5,3,9,4
2026-08-20T1514Z,football-data,2425,2025-05-14,Villarreal,Leganes,villarreal,,3,0,,,17,23,7,6,3,6
2026-08-20T1514Z,football-data,2425,2025-05-14,Real Madrid,Mallorca,real-madrid,,2,1,,,39,4,13,2,26,0
2026-08-20T1514Z,football-data,2425,2025-05-15,Vallecano,Betis,rayo-vallecano,betis,2,2,,,20,10,6,3,10,7
2026-08-20T1514Z,football-data,2425,2025-05-15,Osasuna,Ath Madrid,osasuna,atletico,2,0,,,9,9,3,5,3,5
2026-08-20T1514Z,football-data,2425,2025-05-15,Espanol,Barcelona,espanyol,barcelona,0,2,,,9,12,1,4,3,3
2026-08-20T1514Z,football-data,2425,2025-05-15,Getafe,Ath Bilbao,getafe,athletic,0,2,,,11,9,1,2,2,5
2026-08-20T1514Z,football-data,2425,2025-05-18,Ath Madrid,Betis,atletico,betis,4,1,,,20,12,11,7,7,4
2026-08-20T1514Z,football-data,2425,2025-05-18,Barcelona,Villarreal,barcelona,villarreal,2,3,,,24,7,9,3,11,3
2026-08-20T1514Z,football-data,2425,2025-05-18,Celta,Vallecano,celta,rayo-vallecano,1,2,,,24,7,7,2,9,2
2026-08-20T1514Z,football-data,2425,2025-05-18,Las Palmas,Leganes,,,0,1,,,12,11,3,4,9,2
2026-08-20T1514Z,football-data,2425,2025-05-18,Mallorca,Getafe,,getafe,1,2,,,7,10,1,4,3,4
2026-08-20T1514Z,football-data,2425,2025-05-18,Osasuna,Espanol,osasuna,espanyol,2,0,,,16,16,3,6,8,6
2026-08-20T1514Z,football-data,2425,2025-05-18,Sevilla,Real Madrid,sevilla,real-madrid,0,2,,,6,16,1,6,1,7
2026-08-20T1514Z,football-data,2425,2025-05-18,Sociedad,Girona,real-sociedad,,3,2,,,15,9,9,5,9,2
2026-08-20T1514Z,football-data,2425,2025-05-18,Valencia,Ath Bilbao,valencia,athletic,0,1,,,6,10,2,4,5,3
2026-08-20T1514Z,football-data,2425,2025-05-18,Valladolid,Alaves,,alaves,0,1,,,7,14,1,4,5,9
2026-08-20T1514Z,football-data,2425,2025-05-23,Betis,Valencia,betis,valencia,1,1,,,14,9,4,2,3,2
2026-08-20T1514Z,football-data,2425,2025-05-24,Real Madrid,Sociedad,real-madrid,real-sociedad,2,0,,,16,9,8,1,11,4
2026-08-20T1514Z,football-data,2425,2025-05-24,Espanol,Las Palmas,espanyol,,2,0,,,8,10,3,4,3,6
2026-08-20T1514Z,football-data,2425,2025-05-24,Leganes,Valladolid,,,3,0,,,16,6,6,2,3,4
2026-08-20T1514Z,football-data,2425,2025-05-24,Alaves,Osasuna,alaves,osasuna,1,1,,,14,19,5,5,5,9
2026-08-20T1514Z,football-data,2425,2025-05-24,Getafe,Celta,getafe,celta,1,2,,,6,15,1,8,2,6
2026-08-20T1514Z,football-data,2425,2025-05-24,Vallecano,Mallorca,rayo-vallecano,,0,0,,,27,9,8,2,11,2
2026-08-20T1514Z,football-data,2425,2025-05-25,Girona,Ath Madrid,,atletico,0,4,,,2,19,1,11,1,8
2026-08-20T1514Z,football-data,2425,2025-05-25,Villarreal,Sevilla,villarreal,sevilla,4,2,,,12,17,7,6,3,5
2026-08-20T1514Z,football-data,2425,2025-05-25,Ath Bilbao,Barcelona,athletic,barcelona,0,3,,,10,13,1,4,2,6
2026-08-20T1514Z,football-data,2526,2025-08-15,Girona,Vallecano,,rayo-vallecano,1,3,,,7,16,2,5,2,4
2026-08-20T1514Z,football-data,2526,2025-08-15,Villarreal,Oviedo,villarreal,,2,0,,,25,5,10,4,10,1
2026-08-20T1514Z,football-data,2526,2025-08-16,Mallorca,Barcelona,,barcelona,0,3,,,4,24,1,8,3,6
2026-08-20T1514Z,football-data,2526,2025-08-16,Alaves,Levante,alaves,levante,2,1,,,15,7,4,3,10,1
2026-08-20T1514Z,football-data,2526,2025-08-16,Valencia,Sociedad,valencia,real-sociedad,1,1,,,18,13,2,3,8,7
2026-08-20T1514Z,football-data,2526,2025-08-17,Celta,Getafe,celta,getafe,0,2,,,11,10,3,3,9,3
2026-08-20T1514Z,football-data,2526,2025-08-17,Ath Bilbao,Sevilla,athletic,sevilla,3,2,,,14,12,3,6,10,1
2026-08-20T1514Z,football-data,2526,2025-08-17,Espanol,Ath Madrid,espanyol,atletico,2,1,,,10,15,5,4,1,3
2026-08-20T1514Z,football-data,2526,2025-08-18,Elche,Betis,elche,betis,1,1,,,6,12,2,4,1,3
2026-08-20T1514Z,football-data,2526,2025-08-19,Real Madrid,Osasuna,real-madrid,osasuna,1,0,,,18,2,5,0,7,0
2026-08-20T1514Z,football-data,2526,2025-08-22,Betis,Alaves,betis,alaves,1,0,,,16,11,5,5,5,2
2026-08-20T1514Z,football-data,2526,2025-08-23,Mallorca,Celta,,celta,1,1,,,12,8,4,2,3,4
2026-08-20T1514Z,football-data,2526,2025-08-23,Ath Madrid,Elche,atletico,elche,1,1,,,13,6,6,2,10,2
2026-08-20T1514Z,football-data,2526,2025-08-23,Levante,Barcelona,levante,barcelona,2,3,,,8,26,5,10,0,11
2026-08-20T1514Z,football-data,2526,2025-08-24,Osasuna,Valencia,osasuna,valencia,1,0,,,16,4,4,1,3,4
2026-08-20T1514Z,football-data,2526,2025-08-24,Sociedad,Espanol,real-sociedad,espanyol,2,2,,,15,14,7,3,5,2
2026-08-20T1514Z,football-data,2526,2025-08-24,Villarreal,Girona,villarreal,,5,0,,,19,5,7,2,8,1
2026-08-20T1514Z,football-data,2526,2025-08-24,Oviedo,Real Madrid,,real-madrid,0,3,,,6,26,3,10,1,9
2026-08-20T1514Z,football-data,2526,2025-08-25,Ath Bilbao,Vallecano,athletic,rayo-vallecano,1,0,,,11,6,4,1,3,6
2026-08-20T1514Z,football-data,2526,2025-08-25,Sevilla,Getafe,sevilla,getafe,1,2,,,12,9,3,6,5,3
2026-08-20T1514Z,football-data,2526,2025-08-27,Celta,Betis,celta,betis,1,1,,,14,7,5,2,10,4
2026-08-20T1514Z,football-data,2526,2025-08-29,Elche,Levante,elche,levante,2,0,,,16,11,5,1,4,2
2026-08-20T1514Z,football-data,2526,2025-08-29,Valencia,Getafe,valencia,getafe,3,0,,,7,11,4,1,8,6
2026-08-20T1514Z,football-data,2526,2025-08-30,Alaves,Ath Madrid,alaves,atletico,1,1,,,5,15,2,6,1,6
2026-08-20T1514Z,football-data,2526,2025-08-30,Oviedo,Sociedad,,real-sociedad,1,0,,,8,18,1,6,1,10
2026-08-20T1514Z,football-data,2526,2025-08-30,Girona,Sevilla,,sevilla,0,2,,,20,13,5,4,11,3
2026-08-20T1514Z,football-data,2526,2025-08-30,Real Madrid,Mallorca,real-madrid,,2,1,,,17,9,7,5,4,5
2026-08-20T1514Z,football-data,2526,2025-08-31,Celta,Villarreal,celta,villarreal,1,1,,,10,8,2,3,1,5
2026-08-20T1514Z,football-data,2526,2025-08-31,Betis,Ath Bilbao,betis,athletic,1,2,,,9,15,2,6,4,10
2026-08-20T1514Z,football-data,2526,2025-08-31,Espanol,Osasuna,espanyol,osasuna,1,0,,,10,10,4,3,2,3
2026-08-20T1514Z,football-data,2526,2025-08-31,Vallecano,Barcelona,rayo-vallecano,barcelona,1,1,,,12,12,6,3,9,4
2026-08-20T1514Z,football-data,2526,2025-09-12,Sevilla,Elche,sevilla,elche,2,2,,,7,5,3,2,2,2
2026-08-20T1514Z,football-data,2526,2025-09-13,Getafe,Oviedo,getafe,,2,0,,,10,5,3,1,4,3
2026-08-20T1514Z,football-data,2526,2025-09-13,Sociedad,Real Madrid,real-sociedad,real-madrid,1,2,,,23,16,4,6,12,4
2026-08-20T1514Z,football-data,2526,2025-09-13,Ath Bilbao,Alaves,athletic,alaves,0,1,,,12,4,3,2,6,6
2026-08-20T1514Z,football-data,2526,2025-09-13,Ath Madrid,Villarreal,atletico,villarreal,2,0,,,8,8,3,1,8,3
2026-08-20T1514Z,football-data,2526,2025-09-14,Celta,Girona,celta,,1,1,,,21,13,7,8,10,3
2026-08-20T1514Z,football-data,2526,2025-09-14,Levante,Betis,levante,betis,2,2,,,5,28,2,9,4,12
2026-08-20T1514Z,football-data,2526,2025-09-14,Osasuna,Vallecano,osasuna,rayo-vallecano,2,0,,,9,19,7,6,3,6
2026-08-20T1514Z,football-data,2526,2025-09-14,Barcelona,Valencia,barcelona,valencia,6,0,,,24,2,10,1,5,4
2026-08-20T1514Z,football-data,2526,2025-09-15,Espanol,Mallorca,espanyol,,3,2,,,9,24,3,10,3,9
2026-08-20T1514Z,football-data,2526,2025-09-19,Betis,Sociedad,betis,real-sociedad,3,1,,,21,11,6,5,3,5
