observed_at,source,season,date,home_name,away_name,home,away,home_goals,away_goals,home_xg,away_xg,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners
2026-08-20T1514Z,football-data,2324,2024-05-19,Betis,Sociedad,betis,real-sociedad,0,2,,,18,5,9,2,6,2
2026-08-20T1514Z,football-data,2324,2024-05-19,Cadiz,Las Palmas,,,0,0,,,10,9,3,1,5,3
2026-08-20T1514Z,football-data,2324,2024-05-19,Granada,Celta,,celta,1,2,,,11,8,3,5,10,2
2026-08-20T1514Z,football-data,2324,2024-05-19,Mallorca,Almeria,,,2,2,,,29,7,8,3,12,2
2026-08-20T1514Z,football-data,2324,2024-05-19,Valencia,Girona,valencia,,1,3,,,20,18,6,5,5,4
2026-08-20T1514Z,football-data,2324,2024-05-19,Villarreal,Real Madrid,villarreal,real-madrid,4,4,,,21,12,7,6,3,3
2026-08-20T1514Z,football-data,2324,2024-05-24,Girona,Granada,,,7,0,,,16,10,9,2,4,2
2026-08-20T1514Z,football-data,2324,2024-05-25,Osasuna,Villarreal,osasuna,villarreal,1,1,,,12,11,6,3,6,4
2026-08-20T1514Z,football-data,2324,2024-05-25,Sociedad,Ath Madrid,real-sociedad,atletico,0,2,,,14,10,4,4,8,4
2026-08-20T1514Z,football-data,2324,2024-05-25,Almeria,Cadiz,,,6,1,,,27,12,12,4,1,4
2026-08-20T1514Z,football-data,2324,2024-05-25,Vallecano,Ath Bilbao,rayo-vallecano,athletic,0,1,,,17,7,4,1,8,2
2026-08-20T1514Z,football-data,2324,2024-05-25,Real Madrid,Betis,real-madrid,betis,0,0,,,13,11,5,3,4,5
2026-08-20T1514Z,football-data,2324,2024-05-26,Getafe,Mallorca,getafe,,1,2,,,16,9,6,4,3,4
2026-08-20T1514Z,football-data,2324,2024-05-26,Celta,Valencia,celta,valencia,2,2,,,9,12,4,1,2,2
2026-08-20T1514Z,football-data,2324,2024-05-26,Las Palmas,Alaves,,alaves,1,1,,,10,14,4,4,2,6
2026-08-20T1514Z,football-data,2324,2024-05-26,Sevilla,Barcelona,sevilla,barcelona,1,2,,,15,11,6,6,6,5
2026-08-20T1514Z,football-data,2425,2024-08-15,Ath Bilbao,Getafe,athletic,getafe,1,1,,,7,9,4,2,5,6
2026-08-20T1514Z,football-data,2425,2024-08-15,Betis,Girona,betis,,1,1,,,19,13,4,2,4,4
2026-08-20T1514Z,football-data,2425,2024-08-16,Celta,Alaves,celta,alaves,2,1,,,6,10,4,2,3,3
2026-08-20T1514Z,football-data,2425,2024-08-16,Las Palmas,Sevilla,,sevilla,2,2,,,13,16,5,5,6,3
2026-08-20T1514Z,football-data,2425,2024-08-17,Osasuna,Leganes,osasuna,,1,1,,,16,10,5,4,6,4
2026-08-20T1514Z,football-data,2425,2024-08-17,Valencia,Barcelona,valencia,barcelona,1,2,,,6,18,1,8,3,8
2026-08-20T1514Z,football-data,2425,2024-08-18,Sociedad,Vallecano,real-sociedad,rayo-vallecano,1,2,,,11,12,5,5,10,5
2026-08-20T1514Z,football-data,2425,2024-08-18,Mallorca,Real Madrid,,real-madrid,1,1,,,12,13,5,4,8,7
2026-08-20T1514Z,football-data,2425,2024-08-19,Valladolid,Espanol,,espanyol,1,0,,,12,10,3,2,3,2
2026-08-20T1514Z,football-data,2425,2024-08-19,Villarreal,Ath Madrid,villarreal,atletico,2,2,,,8,10,3,5,2,3
2026-08-20T1514Z,football-data,2425,2024-08-23,Celta,Valencia,celta,valencia,3,1,,,7,13,5,5,4,7
2026-08-20T1514Z,football-data,2425,2024-08-23,Sevilla,Villarreal,sevilla,villarreal,1,2,,,15,6,9,5,7,2
2026-08-20T1514Z,football-data,2425,2024-08-24,Osasuna,Mallorca,osasuna,,1,0,,,15,11,5,2,5,4
2026-08-20T1514Z,football-data,2425,2024-08-24,Barcelona,Ath Bilbao,barcelona,athletic,2,1,,,13,9,5,2,5,6
2026-08-20T1514Z,football-data,2425,2024-08-24,Espanol,Sociedad,espanyol,real-sociedad,0,1,,,13,8,3,4,7,4
2026-08-20T1514Z,football-data,2425,2024-08-24,Getafe,Vallecano,getafe,rayo-vallecano,0,0,,,12,3,0,1,3,2
2026-08-20T1514Z,football-data,2425,2024-08-25,Real Madrid,Valladolid,real-madrid,,3,0,,,17,8,9,2,5,5
2026-08-20T1514Z,football-data,2425,2024-08-25,Leganes,Las Palmas,,,2,1,,,10,10,5,5,3,7
2026-08-20T1514Z,football-data,2425,2024-08-25,Alaves,Betis,alaves,betis,0,0,,,3,13,1,3,3,8
2026-08-20T1514Z,football-data,2425,2024-08-25,Ath Madrid,Girona,atletico,,3,0,,,11,13,6,5,1,9
2026-08-20T1514Z,football-data,2425,2024-08-26,Villarreal,Celta,villarreal,celta,4,3,,,22,18,9,8,7,4
2026-08-20T1514Z,football-data,2425,2024-08-27,Mallorca,Sevilla,,sevilla,0,0,,,12,16,4,7,5,9
2026-08-20T1514Z,football-data,2425,2024-08-27,Vallecano,Barcelona,rayo-vallecano,barcelona,1,2,,,8,22,4,5,6,6
2026-08-20T1514Z,football-data,2425,2024-08-28,Ath Bilbao,Valencia,athletic,valencia,1,0,,,13,2,4,0,5,3
2026-08-20T1514Z,football-data,2425,2024-08-28,Valladolid,Leganes,,,0,0,,,12,8,2,1,4,4
2026-08-20T1514Z,football-data,2425,2024-08-28,Ath Madrid,Espanol,atletico,espanyol,0,0,,,24,8,7,1,9,3
2026-08-20T1514Z,football-data,2425,2024-08-28,Sociedad,Alaves,real-sociedad,alaves,1,2,,,8,12,1,5,8,6
2026-08-20T1514Z,football-data,2425,2024-08-29,Girona,Osasuna,,osasuna,4,0,,,10,1,5,0,5,0
2026-08-20T1514Z,football-data,2425,2024-08-29,Las Palmas,Real Madrid,,real-madrid,1,1,,,7,25,3,8,2,6
2026-08-20T1514Z,football-data,2425,2024-08-31,Barcelona,Valladolid,barcelona,,7,0,,,23,5,10,2,10,1
2026-08-20T1514Z,football-data,2425,2024-08-31,Ath Bilbao,Ath Madrid,athletic,atletico,0,1,,,8,9,1,2,2,2
2026-08-20T1514Z,football-data,2425,2024-08-31,Espanol,Vallecano,espanyol,rayo-vallecano,2,1,,,10,17,5,5,3,7
2026-08-20T1514Z,football-data,2425,2024-08-31,Leganes,Mallorca,,,0,1,,,4,12,2,3,1,3
2026-08-20T1514Z,football-data,2425,2024-08-31,Valencia,Villarreal,valencia,villarreal,1,1,,,22,9,6,3,14,3
2026-08-20T1514Z,football-data,2425,2024-09-01,Alaves,Las Palmas,alaves,,2,0,,,15,12,5,7,6,5
2026-08-20T1514Z,football-data,2425,2024-09-01,Osasuna,Celta,osasuna,celta,3,2,,,10,12,4,3,6,3
2026-08-20T1514Z,football-data,2425,2024-09-01,Sevilla,Girona,sevilla,,0,2,,,16,11,5,4,7,5
2026-08-20T1514Z,football-data,2425,2024-09-01,Getafe,Sociedad,getafe,real-sociedad,0,0,,,16,1,1,0,4,1
2026-08-20T1514Z,football-data,2425,2024-09-01,Real Madrid,Betis,real-madrid,betis,2,0,,,20,12,8,2,7,3
2026-08-20T1514Z,football-data,2425,2024-09-13,Betis,Leganes,betis,,2,0,,,14,3,5,0,11,1
2026-08-20T1514Z,football-data,2425,2024-09-14,Mallorca,Villarreal,,villarreal,1,2,,,10,21,5,4,7,6
2026-08-20T1514Z,football-data,2425,2024-09-14,Espanol,Alaves,espanyol,alaves,3,2,,,9,19,4,6,0,5
2026-08-20T1514Z,football-data,2425,2024-09-14,Sevilla,Getafe,sevilla,getafe,1,0,,,10,15,4,4,3,4
2026-08-20T1514Z,football-data,2425,2024-09-14,Sociedad,Real Madrid,real-sociedad,real-madrid,0,2,,,11,16,2,7,6,6
2026-08-20T1514Z,football-data,2425,2024-09-15,Celta,Valladolid,celta,,3,1,,,14,6,7,1,5,3
2026-08-20T1514Z,football-data,2425,2024-09-15,Girona,Barcelona,,barcelona,1,4,,,9,20,4,9,1,6
2026-08-20T1514Z,football-data,2425,2024-09-15,Las Palmas,Ath Bilbao,,athletic,2,3,,,15,9,6,4,9,3
2026-08-20T1514Z,football-data,2425,2024-09-15,Ath Madrid,Valencia,atletico,valencia,3,0,,,14,5,5,1,7,3
2026-08-20T1514Z,football-data,2425,2024-09-16,Vallecano,Osasuna,rayo-vallecano,osasuna,3,1,,,17,5,6,2,7,4
2026-08-20T1514Z,football-data,2425,2024-09-17,Mallorca,Sociedad,,real-sociedad,1,0,,,10,13,4,4,5,5
2026-08-20T1514Z,football-data,2425,2024-09-18,Betis,Getafe,betis,getafe,2,1,,,18,15,8,5,8,4
2026-08-20T1514Z,football-data,2425,2024-09-19,Leganes,Ath Bilbao,,athletic,0,2,,,14,10,3,4,4,7
2026-08-20T1514Z,football-data,2425,2024-09-20,Alaves,Sevilla,alaves,sevilla,2,1,,,10,8,4,2,3,5
2026-08-20T1514Z,football-data,2425,2024-09-21,Valladolid,Sociedad,,real-sociedad,0,0,,,15,14,2,4,5,7
2026-08-20T1514Z,football-data,2425,2024-09-21,Osasuna,Las Palmas,osasuna,,2,1,,,13,11,2,4,2,4
2026-08-20T1514Z,football-data,2425,2024-09-21,Valencia,Girona,valencia,,2,0,,,7,8,2,3,5,4
2026-08-20T1514Z,football-data,2425,2024-09-21,Real Madrid,Espanol,real-madrid,espanyol,4,1,,,31,10,14,2,9,4
2026-08-20T1514Z,football-data,2425,2024-09-22,Getafe,Leganes,getafe,,1,1,,,12,6,3,3,6,2
2026-08-20T1514Z,football-data,2425,2024-09-22,Ath Bilbao,Celta,athletic,celta,3,1,,,10,11,7,4,3,6
2026-08-20T1514Z,football-data,2425,2024-09-22,Villarreal,Barcelona,villarreal,barcelona,1,5,,,13,17,4,10,7,3
2026-08-20T1514Z,football-data,2425,2024-09-22,Vallecano,Ath Madrid,rayo-vallecano,atletico,1,1,,,15,10,3,5,3,4
2026-08-20T1514Z,football-data,2425,2024-09-23,Betis,Mallorca,betis,,1,2,,,14,6,6,6,6,3
2026-08-20T1514Z,football-data,2425,2024-09-24,Sevilla,Valladolid,sevilla,,2,1,,,22,8,5,2,6,4
2026-08-20T1514Z,football-data,2425,2024-09-24,Valencia,Osasuna,valencia,osasuna,0,0,,,10,9,2,2,10,5
2026-08-20T1514Z,football-data,2425,2024-09-24,Real Madrid,Alaves,real-madrid,alaves,3,2,,,10,12,4,3,4,4
2026-08-20T1514Z,football-data,2425,2024-09-25,Girona,Vallecano,,rayo-vallecano,0,0,,,11,2,0,0,4,3
2026-08-20T1514Z,football-data,2425,2024-09-25,Barcelona,Getafe,barcelona,getafe,1,0,,,16,7,4,1,7,5
2026-08-20T1514Z,football-data,2425,2024-09-26,Espanol,Villarreal,espanyol,villarreal,1,2,,,11,15,2,4,4,1
2026-08-20T1514Z,football-data,2425,2024-09-26,Las Palmas,Betis,,betis,1,1,,,8,14,2,5,1,4
2026-08-20T1514Z,football-data,2425,2024-09-26,Celta,Ath Madrid,celta,atletico,0,1,,,9,7,4,2,2,3
2026-08-20T1514Z,football-data,2425,2024-09-27,Valladolid,Mallorca,,,1,2,,,11,14,1,6,7,4
2026-08-20T1514Z,football-data,2425,2024-09-28,Getafe,Alaves,getafe,alaves,2,0,,,14,9,8,1,2,2
2026-08-20T1514Z,football-data,2425,2024-09-28,Vallecano,Leganes,rayo-vallecano,,1,1,,,15,13,6,3,5,5
2026-08-20T1514Z,football-data,2425,2024-09-28,Sociedad,Valencia,real-sociedad,valencia,3,0,,,11,9,6,4,6,4
2026-08-20T1514Z,football-data,2425,2024-09-28,Osasuna,Barcelona,osasuna,barcelona,4,2,,,11,12,6,5,5,8
2026-08-20T1514Z,football-data,2425,2024-09-29,Celta,Girona,celta,,1,1,,,12,9,2,4,4,4
2026-08-20T1514Z,football-data,2425,2024-09-29,Ath Bilbao,Sevilla,athletic,sevilla,1,1,,,13,13,3,4,4,7
2026-08-20T1514Z,football-data,2425,2024-09-29,Betis,Espanol,betis,espanyol,1,0,,,20,8,12,1,8,4
2026-08-20T1514Z,football-data,2425,2024-09-29,Ath Madrid,Real Madrid,atletico,real-madrid,1,1,,,12,12,4,4,5,5
2026-08-20T1514Z,football-data,2425,2024-09-30,Villarreal,Las Palmas,villarreal,,3,1,,,17,7,7,3,3,2
2026-08-20T1514Z,football-data,2425,2024-10-04,Leganes,Valencia,,valencia,0,0,,,8,6,0,1,1,2
2026-08-20T1514Z,football-data,2425,2024-10-05,Espanol,Mallorca,espanyol,,2,1,,,8,11,3,4,4,6
2026-08-20T1514Z,football-data,2425,2024-10-05,Getafe,Osasuna,getafe,osasuna,1,1,,,11,6,3,2,4,2
2026-08-20T1514Z,football-data,2425,2024-10-05,Las Palmas,Celta,,celta,0,1,,,24,8,5,1,11,2
2026-08-20T1514Z,football-data,2425,2024-10-05,Valladolid,Vallecano,,rayo-vallecano,1,2,,,13,17,5,3,5,13
2026-08-20T1514Z,football-data,2425,2024-10-05,Real Madrid,Villarreal,real-madrid,villarreal,2,0,,,11,10,2,1,2,5
2026-08-20T1514Z,football-data,2425,2024-10-06,Girona,Ath Bilbao,,athletic,2,1,,,14,13,6,4,6,1
2026-08-20T1514Z,football-data,2425,2024-10-06,Alaves,Barcelona,alaves,barcelona,0,3,,,11,14,2,8,11,3
2026-08-20T1514Z,football-data,2425,2024-10-06,Sevilla,Betis,sevilla,betis,1,0,,,14,11,5,3,4,1
2026-08-20T1514Z,football-data,2425,2024-10-06,Sociedad,Ath Madrid,real-sociedad,atletico,1,1,,,16,4,8,1,5,1
2026-08-20T1514Z,football-data,2425,2024-10-18,Alaves,Valladolid,alaves,,2,3,,,10,12,4,4,5,6
2026-08-20T1514Z,football-data,2425,2024-10-19,Ath Bilbao,Espanol,athletic,espanyol,4,1,,,10,5,6,2,5,5
2026-08-20T1514Z,football-data,2425,2024-10-19,Osasuna,Betis,osasuna,betis,1,2,,,19,11,6,7,10,2
2026-08-20T1514Z,football-data,2425,2024-10-19,Girona,Sociedad,,real-sociedad,0,1,,,8,14,3,4,6,6
2026-08-20T1514Z,football-data,2425,2024-10-19,Celta,Real Madrid,celta,real-madrid,1,2,,,13,10,5,3,6,2
2026-08-20T1514Z,football-data,2425,2024-10-20,Mallorca,Vallecano,,rayo-vallecano,1,0,,,19,10,5,2,9,2
2026-08-20T1514Z,football-data,2425,2024-10-20,Ath Madrid,Leganes,atletico,,3,1,,,24,5,9,2,8,2
2026-08-20T1514Z,football-data,2425,2024-10-20,Villarreal,Getafe,villarreal,getafe,1,1,,,10,21,4,4,5,5
2026-08-20T1514Z,football-data,2425,2024-10-20,Barcelona,Sevilla,barcelona,sevilla,5,1,,,21,7,9,1,5,5
2026-08-20T1514Z,football-data,2425,2024-10-21,Valencia,Las Palmas,valencia,,2,3,,,14,11,7,6,11,2
2026-08-20T1514Z,football-data,2425,2024-10-25,Espanol,Sevilla,espanyol,sevilla,0,2,,,16,6,1,3,13,2
2026-08-20T1514Z,football-data,2425,2024-10-26,Valladolid,Villarreal,,villarreal,1,2,,,7,21,3,9,4,6
2026-08-20T1514Z,football-data,2425,2024-10-26,Vallecano,Alaves,rayo-vallecano,alaves,1,0,,,16,15,4,7,6,2
2026-08-20T1514Z,football-data,2425,2024-10-26,Las Palmas,Girona,,,1,0,,,12,8,3,3,3,5
2026-08-20T1514Z,football-data,2425,2024-10-26,Real Madrid,Barcelona,real-madrid,barcelona,0,4,,,9,15,4,7,10,3
2026-08-20T1514Z,football-data,2425,2024-10-27,Leganes,Celta,,celta,3,0,,,7,18,4,5,4,2
2026-08-20T1514Z,football-data,2425,2024-10-27,Getafe,Valencia,getafe,valencia,1,1,,,15,2,4,1,8,2
2026-08-20T1514Z,football-data,2425,2024-10-27,Betis,Ath Madrid,betis,atletico,1,0,,,24,10,3,3,3,10
2026-08-20T1514Z,football-data,2425,2024-10-27,Sociedad,Osasuna,real-sociedad,osasuna,0,2,,,19,10,9,4,14,4
2026-08-20T1514Z,football-data,2425,2024-10-28,Mallorca,Ath Bilbao,,athletic,0,0,,,4,20,1,1,1,14
2026-08-20T1514Z,football-data,2425,2024-11-01,Alaves,Mallorca,alaves,,1,0,,,13,7,3,2,7,2
2026-08-20T1514Z,football-data,2425,2024-11-02,Osasuna,Valladolid,osasuna,,1,0,,,20,7,4,4,7,2
2026-08-20T1514Z,football-data,2425,2024-11-02,Girona,Leganes,,,4,3,,,15,8,6,5,6,1
2026-08-20T1514Z,football-data,2425,2024-11-03,Ath Madrid,Las Palmas,atletico,,2,0,,,15,1,3,1,9,1
2026-08-20T1514Z,football-data,2425,2024-11-03,Barcelona,Espanol,barcelona,espanyol,3,1,,,14,10,9,3,9,5
2026-08-20T1514Z,football-data,2425,2024-11-03,Sevilla,Sociedad,sevilla,real-sociedad,0,2,,,8,9,0,3,5,9
2026-08-20T1514Z,football-data,2425,2024-11-03,Ath Bilbao,Betis,athletic,betis,1,1,,,17,7,8,4,6,2
2026-08-20T1514Z,football-data,2425,2024-11-04,Celta,Getafe,celta,getafe,1,0,,,10,10,3,2,0,2
2026-08-20T1514Z,football-data,2425,2024-11-08,Vallecano,Las Palmas,rayo-vallecano,,1,3,,,35,11,7,3,12,4
2026-08-20T1514Z,football-data,2425,2024-11-09,Real Madrid,Osasuna,real-madrid,osasuna,4,0,,,18,2,8,0,11,3
2026-08-20T1514Z,football-data,2425,2024-11-09,Villarreal,Alaves,villarreal,alaves,3,0,,,13,9,3,3,7,2
2026-08-20T1514Z,football-data,2425,2024-11-09,Leganes,Sevilla,,sevilla,1,0,,,8,13,4,2,0,6
2026-08-20T1514Z,football-data,2425,2024-11-10,Betis,Celta,betis,celta,2,2,,,19,3,6,2,2,0
2026-08-20T1514Z,football-data,2425,2024-11-10,Mallorca,Ath Madrid,,atletico,0,1,,,12,9,6,2,7,2
2026-08-20T1514Z,football-data,2425,2024-11-10,Getafe,Girona,getafe,,0,1,,,8,3,0,2,5,2
2026-08-20T1514Z,football-data,2425,2024-11-10,Valladolid,Ath Bilbao,,athletic,1,1,,,6,17,3,1,5,5
2026-08-20T1514Z,football-data,2425,2024-11-10,Sociedad,Barcelona,real-sociedad,barcelona,1,0,,,14,11,6,0,7,6
2026-08-20T1514Z,football-data,2425,2024-11-22,Getafe,Valladolid,getafe,,2,0,,,12,6,5,3,3,2
2026-08-20T1514Z,football-data,2425,2024-11-23,Valencia,Betis,valencia,betis,4,2,,,11,7,5,3,2,4
2026-08-20T1514Z,football-data,2425,2024-11-23,Ath Madrid,Alaves,atletico,alaves,2,1,,,11,4,8,1,5,0
2026-08-20T1514Z,football-data,2425,2024-11-23,Girona,Espanol,,espanyol,4,1,,,12,9,5,1,6,3
2026-08-20T1514Z,football-data,2425,2024-11-23,Las Palmas,Mallorca,,,2,3,,,14,10,3,3,4,3
2026-08-20T1514Z,football-data,2425,2024-11-23,Celta,Barcelona,celta,barcelona,2,2,,,15,9,8,4,5,1
2026-08-20T1514Z,football-data,2425,2024-11-24,Osasuna,Villarreal,osasuna,villarreal,2,2,,,4,17,3,7,0,8
2026-08-20T1514Z,football-data,2425,2024-11-24,Sevilla,Vallecano,sevilla,rayo-vallecano,1,0,,,11,9,3,1,8,3
2026-08-20T1514Z,football-data,2425,2024-11-24,Leganes,Real Madrid,,real-madrid,0,3,,,4,16,0,9,2,4
2026-08-20T1514Z,football-data,2425,2024-11-24,Ath Bilbao,Sociedad,athletic,real-sociedad,1,0,,,12,6,4,1,4,4
2026-08-20T1514Z,football-data,2425,2024-11-29,Mallorca,Valencia,,valencia,2,1,,,9,7,3,1,3,6
2026-08-20T1514Z,football-data,2425,2024-11-30,Barcelona,Las Palmas,barcelona,,1,2,,,27,5,8,3,7,0
2026-08-20T1514Z,football-data,2425,2024-11-30,Alaves,Leganes,alaves,,1,1,,,18,6,7,3,13,8
2026-08-20T1514Z,football-data,2425,2024-11-30,Espanol,Celta,espanyol,celta,3,1,,,9,16,5,2,2,5
2026-08-20T1514Z,football-data,2425,2024-11-30,Valladolid,Ath Madrid,,atletico,0,5,,,9,13,1,9,3,5
2026-08-20T1514Z,football-data,2425,2024-12-01,Villarreal,Girona,villarreal,,2,2,,,13,13,4,6,1,5
2026-08-20T1514Z,football-data,2425,2024-12-01,Real Madrid,Getafe,real-madrid,getafe,2,0,,,13,8,4,3,5,3
2026-08-20T1514Z,football-data,2425,2024-12-01,Vallecano,Ath Bilbao,rayo-vallecano,athletic,1,2,,,7,12,4,7,1,7
2026-08-20T1514Z,football-data,2425,2024-12-01,Sociedad,Betis,real-sociedad,betis,2,0,,,2,7,1,2,0,4
2026-08-20T1514Z,football-data,2425,2024-12-02,Sevilla,Osasuna,sevilla,osasuna,1,1,,,12,7,5,3,5,1
2026-08-20T1514Z,football-data,2425,2024-12-03,Mallorca,Barcelona,,barcelona,1,5,,,6,20,1,9,2,5
2026-08-20T1514Z,football-data,2425,2024-12-04,Ath Bilbao,Real Madrid,athletic,real-madrid,2,1,,,9,10,3,5,5,2
2026-08-20T1514Z,football-data,2425,2024-12-06,Celta,Mallorca,celta,,2,0,,,12,9,5,4,3,3
2026-08-20T1514Z,football-data,2425,2024-12-07,Las Palmas,Valladolid,,,2,1,,,11,9,5,2,3,3
2026-08-20T1514Z,football-data,2425,2024-12-07,Betis,Barcelona,betis,barcelona,2,2,,,12,9,6,3,6,4
2026-08-20T1514Z,football-data,2425,2024-12-07,Valencia,Vallecano,valencia,rayo-vallecano,0,1,,,14,6,6,1,9,4
2026-08-20T1514Z,football-data,2425,2024-12-07,Girona,Real Madrid,,real-madrid,0,3,,,10,10,4,7,6,3
2026-08-20T1514Z,football-data,2425,2024-12-08,Leganes,Sociedad,,real-sociedad,0,3,,,11,15,2,5,5,3
2026-08-20T1514Z,football-data,2425,2024-12-08,Ath Bilbao,Villarreal,athletic,villarreal,2,0,,,12,11,4,1,3,3
2026-08-20T1514Z,football-data,2425,2024-12-08,Osasuna,Alaves,osasuna,alaves,2,2,,,16,6,8,3,8,3
2026-08-20T1514Z,football-data,2425,2024-12-08,Ath Madrid,Sevilla,atletico,sevilla,4,3,,,14,4,9,3,5,3
2026-08-20T1514Z,football-data,2425,2024-12-09,Getafe,Espanol,getafe,espanyol,1,0,,,15,9,6,1,3,3
2026-08-20T1514Z,football-data,2425,2024-12-13,Valladolid,Valencia,,valencia,1,0,,,2,14,1,2,1,7
2026-08-20T1514Z,football-data,2425,2024-12-14,Espanol,Osasuna,espanyol,osasuna,0,0,,,9,6,3,0,5,4
2026-08-20T1514Z,football-data,2425,2024-12-14,Mallorca,Girona,,,2,1,,,8,13,2,1,2,4
2026-08-20T1514Z,football-data,2425,2024-12-14,Sevilla,Celta,sevilla,celta,1,0,,,8,10,3,2,3,4
2026-08-20T1514Z,football-data,2425,2024-12-14,Vallecano,Real Madrid,rayo-vallecano,real-madrid,3,3,,,14,13,5,6,4,3
2026-08-20T1514Z,football-data,2425,2024-12-15,Ath Madrid,Getafe,atletico,getafe,1,0,,,11,7,3,1,8,3
2026-08-20T1514Z,football-data,2425,2024-12-15,Alaves,Ath Bilbao,alaves,athletic,1,1,,,6,9,3,2,2,4
2026-08-20T1514Z,football-data,2425,2024-12-15,Sociedad,Las Palmas,real-sociedad,,0,0,,,15,9,4,3,8,6
2026-08-20T1514Z,football-data,2425,2024-12-15,Villarreal,Betis,villarreal,betis,1,2,,,17,10,4,4,5,5
2026-08-20T1514Z,football-data,2425,2024-12-15,Barcelona,Leganes,barcelona,,0,1,,,20,6,4,4,8,2
2026-08-20T1514Z,football-data,2425,2024-12-18,Espanol,Valencia,espanyol,valencia,1,1,,,10,14,3,4,4,7
2026-08-20T1514Z,football-data,2425,2024-12-18,Villarreal,Vallecano,villarreal,rayo-vallecano,1,1,,,14,18,5,3,7,7
2026-08-20T1514Z,football-data,2425,2024-12-20,Girona,Valladolid,,,3,0,,,23,1,7,1,9,1
2026-08-20T1514Z,football-data,2425,2024-12-21,Getafe,Mallorca,getafe,,0,1,,,18,9,5,2,3,0
2026-08-20T1514Z,football-data,2425,2024-12-21,Celta,Sociedad,celta,real-sociedad,2,0,,,11,7,7,1,5,7
2026-08-20T1514Z,football-data,2425,2024-12-21,Osasuna,Ath Bilbao,osasuna,athletic,1,2,,,6,13,3,8,4,4
2026-08-20T1514Z,football-data,2425,2024-12-21,Barcelona,Ath Madrid,barcelona,atletico,1,2,,,19,5,7,4,11,3
2026-08-20T1514Z,football-data,2425,2024-12-22,Valencia,Alaves,valencia,alaves,2,2,,,8,11,3,3,5,4
2026-08-20T1514Z,football-data,2425,2024-12-22,Real Madrid,Sevilla,real-madrid,sevilla,4,2,,,16,10,8,5,6,6
2026-08-20T1514Z,football-data,2425,2024-12-22,Las Palmas,Espanol,,espanyol,1,0,,,10,9,4,2,2,2
2026-08-20T1514Z,football-data,2425,2024-12-22,Leganes,Villarreal,,villarreal,2,5,,,5,18,3,9,1,5
2026-08-20T1514Z,football-data,2425,2024-12-22,Betis,Vallecano,betis,rayo-vallecano,1,1,,,14,10,5,4,5,5
2026-08-20T1514Z,football-data,2425,2025-01-03,Valencia,Real Madrid,valencia,real-madrid,1,2,,,8,17,5,5,2,5
2026-08-20T1514Z,football-data,2425,2025-01-10,Vallecano,Celta,rayo-vallecano,celta,2,1,,,8,23,5,7,3,3
2026-08-20T1514Z,football-data,2425,2025-01-11,Alaves,Girona,alaves,,0,1,,,11,3,2,1,6,3
2026-08-20T1514Z,football-data,2425,2025-01-11,Valladolid,Betis,,betis,1,0,,,12,14,1,3,1,8
2026-08-20T1514Z,football-data,2425,2025-01-11,Espanol,Leganes,espanyol,,1,1,,,15,14,5,6,8,4
2026-08-20T1514Z,football-data,2425,2025-01-11,Sevilla,Valencia,sevilla,valencia,1,1,,,15,5,5,1,10,1
2026-08-20T1514Z,football-data,2425,2025-01-12,Las Palmas,Getafe,,getafe,1,2,,,15,12,7,3,4,5
2026-08-20T1514Z,football-data,2425,2025-01-12,Ath Madrid,Osasuna,atletico,osasuna,1,0,,,9,6,5,1,4,0
2026-08-20T1514Z,football-data,2425,2025-01-13,Sociedad,Villarreal,real-sociedad,villarreal,1,0,,,6,15,3,5,3,7
2026-08-20T1514Z,football-data,2425,2025-01-17,Espanol,Valladolid,espanyol,,2,1,,,12,11,4,4,1,7
2026-08-20T1514Z,football-data,2425,2025-01-18,Girona,Sevilla,,sevilla,1,2,,,7,14,4,6,7,4
2026-08-20T1514Z,football-data,2425,2025-01-18,Leganes,Ath Madrid,,atletico,1,0,,,9,19,3,4,2,9
2026-08-20T1514Z,football-data,2425,2025-01-18,Betis,Alaves,betis,alaves,1,3,,,7,9,2,5,2,3
2026-08-20T1514Z,football-data,2425,2025-01-18,Getafe,Barcelona,getafe,barcelona,1,1,,,10,21,4,5,2,10
2026-08-20T1514Z,football-data,2425,2025-01-19,Celta,Ath Bilbao,celta,athletic,1,2,,,3,14,1,6,3,4
2026-08-20T1514Z,football-data,2425,2025-01-19,Real Madrid,Las Palmas,real-madrid,,4,1,,,26,6,13,2,8,2
2026-08-20T1514Z,football-data,2425,2025-01-19,Osasuna,Vallecano,osasuna,rayo-vallecano,1,1,,,12,8,3,3,6,3
2026-08-20T1514Z,football-data,2425,2025-01-19,Valencia,Sociedad,valencia,real-sociedad,1,0,,,7,9,2,3,4,7
2026-08-20T1514Z,football-data,2425,2025-01-20,Villarreal,Mallorca,villarreal,,4,0,,,14,9,7,2,6,5
2026-08-20T1514Z,football-data,2425,2025-01-24,Las Palmas,Osasuna,,osasuna,1,1,,,16,16,7,4,4,2
2026-08-20T1514Z,football-data,2425,2025-01-25,Mallorca,Betis,,betis,0,1,,,16,8,3,3,4,4
2026-08-20T1514Z,football-data,2425,2025-01-25,Ath Madrid,Villarreal,atletico,villarreal,1,1,,,20,11,8,1,5,6
