observed_at,name,position,team_id,team,value,delta_1d,delta_pct_1d,slug
2026-08-11T1439Z,pathe ciss,mediocampista,14,Rayo,11475255,96667.0,0.84955180730685,ficha
2026-08-11T1439Z,oscar valentin,mediocampista,14,Rayo,3474322,31775.0,0.9230084585628,ficha
2026-08-11T1439Z,florian lejeune,defensa,14,Rayo,38396764,-229876.0,-0.59512295141384,ficha
2026-08-11T1439Z,sergio camello,delantero,14,Rayo,3116111,-8004.0,-0.25620055599746,ficha
2026-08-11T1439Z,thibaut courtois,portero,15,Real Madrid,57023063,543798.0,0.96282768552317,ficha
2026-08-11T1439Z,ruben gomez,portero,22,Villarreal,602292,0.0,0.0,ficha
2026-08-11T1439Z,fran garcia,defensa,4,Betis,9591157,0.0,0.0,ficha
2026-08-11T1439Z,vinicius junior,delantero,15,Real Madrid,103723742,1974562.0,1.9406171135728,ficha
2026-08-11T1439Z,rodrygo goes,delantero,15,Real Madrid,3324008,-80275.0,-2.3580589510332,ficha
2026-08-11T1439Z,eduardo camavinga,mediocampista,15,Real Madrid,11138332,-229959.0,-2.0228106405791,ficha
2026-08-11T1439Z,andriy lunin,portero,15,Real Madrid,2268156,-35527.0,-1.5421826700983,ficha
2026-08-11T1439Z,federico valverde,mediocampista,15,Real Madrid,70455845,-792031.0,-1.1116555951787,ficha
2026-08-11T1439Z,aurelien tchouameni,mediocampista,15,Real Madrid,44386765,-593484.0,-1.3194324468946,ficha
2026-08-11T1439Z,david soria,portero,8,Getafe,19296354,0.0,0.0,ficha
2026-08-11T1439Z,carles aleña,mediocampista,28,Alavés,3956464,-32958.0,-0.82613471324919,ficha
2026-08-11T1439Z,robin le normand,defensa,2,Atlético,10034658,-104242.0,-1.0281391472448,ficha
2026-08-11T1439Z,oihan sancet,mediocampista,1,Athletic,51462751,-622423.0,-1.1950099273932,ficha
2026-08-11T1439Z,nahuel molina,defensa,2,Atlético,4072475,-83179.0,-2.0015862725819,ficha
2026-08-11T1439Z,marcos llorente,defensa,2,Atlético,53356167,-802342.0,-1.4814698831535,ficha
2026-08-11T1439Z,jan oblak,portero,2,Atlético,54359683,-622888.0,-1.1328826365722,ficha
2026-08-11T1439Z,koke resurreccion,mediocampista,2,Atlético,17767671,0.0,0.0,ficha
2026-08-11T1439Z,jose maria gimenez,defensa,2,Atlético,5073372,-112436.0,-2.1681481458627,ficha
2026-08-11T1439Z,unai egiluz,defensa,1,Athletic,432999,-3344.0,-0.76636957622788,ficha
2026-08-11T1439Z,beñat prados,mediocampista,1,Athletic,1557898,-26691.0,-1.6844115414155,ficha
2026-08-11T1439Z,asier villalibre,delantero,42,Racing,7527946,0.0,0.0,ficha
2026-08-11T1439Z,yuri berchiche,defensa,1,Athletic,12724601,-155128.0,-1.2044352796553,ficha
2026-08-11T1439Z,iñigo ruiz de galarreta,mediocampista,1,Athletic,11721432,204508.0,1.7757171967098,ficha
2026-08-11T1439Z,julen agirrezabala,portero,42,Racing,2911085,0.0,0.0,ficha
2026-08-11T1439Z,gorka guruzeta,delantero,1,Athletic,13003086,221390.0,1.7320862583494,ficha
2026-08-11T1439Z,nico williams,delantero,1,Athletic,68903197,-1313640.0,-1.8708333444299,ficha
2026-08-11T1439Z,iñaki williams,delantero,1,Athletic,28536003,-402561.0,-1.3910883760507,ficha
2026-08-11T1439Z,alex berenguer,delantero,1,Athletic,9306117,-126066.0,-1.3365516763193,ficha
2026-08-11T1439Z,pablo barrios,mediocampista,2,Atlético,42955570,-1028474.0,-2.3382888576594,ficha
2026-08-11T1439Z,kike garcia,delantero,7,Espanyol,4132655,-135533.0,-3.1754224509323,ficha
2026-08-11T1439Z,andoni gorosabel,defensa,1,Athletic,2518333,-73072.0,-2.81978309064,ficha
2026-08-11T1439Z,abdel abqar,defensa,8,Getafe,6448539,149098.0,2.3668449311614,ficha
2026-08-11T1439Z,ander guevara,mediocampista,28,Alavés,1216458,-22945.0,-1.8512945345461,ficha
2026-08-11T1439Z,antonio blanco,mediocampista,28,Alavés,15079931,-90143.0,-0.59421595438493,ficha
2026-08-11T1439Z,luis rioja,mediocampista,18,Valencia,14347853,-468530.0,-3.1622427686973,ficha
2026-08-11T1439Z,nahuel tenaglia,defensa,28,Alavés,14393262,-8805.0,-0.061137057618188,ficha
2026-08-11T1439Z,jon guridi,mediocampista,17,Sevilla,5019315,0.0,0.0,ficha
2026-08-11T1439Z,yeray alvarez,defensa,1,Athletic,4355191,76631.0,1.7910465203246,ficha
2026-08-11T1439Z,abde rebbach,delantero,28,Alavés,4072179,-83561.0,-2.010736956595,ficha
2026-08-11T1439Z,carlos benavidez,mediocampista,28,Alavés,3011588,0.0,0.0,ficha
2026-08-11T1439Z,marc pubill,defensa,2,Atlético,64410091,-1405211.0,-2.1350825071045,ficha
2026-08-11T1439Z,unai simon,portero,1,Athletic,57620932,-954378.0,-1.6293178815443,ficha
2026-08-11T1439Z,dani vivian,defensa,1,Athletic,12210287,-364870.0,-2.9015144701573,ficha
2026-08-11T1439Z,aitor paredes,defensa,1,Athletic,4617730,118370.0,2.6308186053128,ficha
2026-08-11T1439Z,javi galan,defensa,5,Celta,14475829,0.0,0.0,ficha
2026-08-11T1439Z,rodrigo riquelme,mediocampista,4,Betis,3518596,61605.0,1.7820410871767,ficha
2026-08-11T1439Z,dakonam djene,defensa,8,Getafe,8432492,0.0,0.0,ficha
2026-08-11T1439Z,ayoze perez,delantero,22,Villarreal,15969916,122888.0,0.77546401760633,ficha
2026-08-11T1439Z,hugo sotelo,mediocampista,10,Levante,1382803,0.0,0.0,ficha
2026-08-11T1439Z,williot swedberg,mediocampista,5,Celta,8262265,-64584.0,-0.77561151883504,ficha
2026-08-11T1439Z,ivan villar,portero,5,Celta,1051205,-20717.0,-1.9326965954612,ficha
2026-08-11T1439Z,iago aspas,delantero,5,Celta,7571679,-127072.0,-1.6505534469163,ficha
2026-08-11T1439Z,carles perez,delantero,5,Celta,1345199,-38979.0,-2.8160395556063,ficha
2026-08-11T1439Z,carlos dotor,mediocampista,11,Málaga,4014904,0.0,0.0,ficha
2026-08-11T1439Z,unai nuñez,defensa,7,Espanyol,3614861,-23564.0,-0.64764286744951,ficha
2026-08-11T1439Z,carl starfelt,defensa,5,Celta,13234091,294493.0,2.2759053256523,ficha
2026-08-11T1439Z,victor chust,defensa,21,Elche,5019376,0.0,0.0,ficha
2026-08-11T1439Z,robert navarro,mediocampista,1,Athletic,2067249,1768.0,0.085597495208138,ficha
2026-08-11T1439Z,aitor ruibal,delantero,4,Betis,2650768,-82511.0,-3.0187551289129,ficha
2026-08-11T1439Z,isco alarcon,mediocampista,4,Betis,57074594,-463912.0,-0.80626354810116,ficha
2026-08-11T1439Z,marc roca,mediocampista,4,Betis,5164169,77887.0,1.5313150155654,ficha
2026-08-11T1439Z,marc bartra,defensa,4,Betis,27508264,301583.0,1.1084887568609,ficha
2026-08-11T1439Z,borja iglesias,delantero,5,Celta,28293426,-409374.0,-1.4262510974539,ficha
2026-08-11T1439Z,alejandro balde,defensa,3,Barcelona,23108727,-194911.0,-0.83639730414625,ficha
2026-08-11T1439Z,frenkie de jong,mediocampista,3,Barcelona,30548771,-1001755.0,-3.1750817720123,ficha
2026-08-11T1439Z,pablo gavi,mediocampista,3,Barcelona,35835414,-822480.0,-2.2436640795568,ficha
2026-08-11T1439Z,ferran torres,delantero,3,Barcelona,64415526,-1986127.0,-2.9910806587902,ficha
2026-08-11T1439Z,pedri gonzalez,mediocampista,3,Barcelona,89486843,-699714.0,-0.77585177134548,ficha
2026-08-11T1439Z,raphinha,delantero,3,Barcelona,74323692,2457103.0,3.4189781847028,ficha
2026-08-11T1439Z,andreas christensen,defensa,3,Barcelona,5019340,0.0,0.0,ficha
2026-08-11T1439Z,marcos alonso,defensa,5,Celta,30079975,-290601.0,-0.95685047264168,ficha
2026-08-11T1439Z,jules kounde,defensa,3,Barcelona,44000723,-742582.0,-1.6596494157059,ficha
2026-08-11T1439Z,abde ezzalzouli,delantero,4,Betis,49995496,-1295452.0,-2.5256932275847,ficha
2026-08-11T1439Z,lamine yamal,delantero,3,Barcelona,128962018,159033.0,0.12346996461301,ficha
2026-08-11T1439Z,marc casado,mediocampista,3,Barcelona,1827438,-34021.0,-1.8276523952448,ficha
2026-08-11T1439Z,pau cubarsi,defensa,3,Barcelona,82382974,-1433573.0,-1.7103699106097,ficha
2026-08-11T1439Z,fermin lopez,mediocampista,3,Barcelona,59124292,153564.0,0.26040716336417,ficha
2026-08-11T1439Z,hector bellerin,defensa,4,Betis,12953683,190130.0,1.4896322364157,ficha
2026-08-11T1439Z,guido rodriguez,mediocampista,18,Valencia,26539461,-266449.0,-0.99399348874931,ficha
2026-08-11T1439Z,beñat turrientes,mediocampista,16,Real Sociedad,6794227,19656.0,0.29014383346193,ficha
2026-08-11T1439Z,jude bellingham,mediocampista,15,Real Madrid,90611929,-571419.0,-0.62667034336138,ficha
2026-08-11T1439Z,unai marrero,portero,16,Real Sociedad,1237032,-29627.0,-2.3389878412422,ficha
2026-08-11T1439Z,alex padilla,portero,1,Athletic,1505588,0.0,0.0,ficha
2026-08-11T1439Z,javi rodriguez,defensa,5,Celta,10037652,0.0,0.0,ficha
2026-08-11T1439Z,pablo duran,delantero,5,Celta,1166548,-33909.0,-2.8246742698822,ficha
2026-08-11T1439Z,natan,defensa,4,Betis,43098198,-451704.0,-1.0372101411388,ficha
2026-08-11T1439Z,marc bernal,mediocampista,3,Barcelona,5843799,258512.0,4.628446129984,ficha
2026-08-11T1439Z,gerard martin,defensa,3,Barcelona,32247012,872046.0,2.7794324940464,ficha
2026-08-11T1439Z,toni martinez,delantero,28,Alavés,25368539,-107125.0,-0.4204993440014,ficha
2026-08-11T1439Z,juan musso,portero,2,Atlético,4884606,-104053.0,-2.0857909911261,ficha
2026-08-11T1439Z,aitor fraga,portero,16,Real Sociedad,602234,0.0,0.0,ficha
2026-08-11T1439Z,mario martin,mediocampista,8,Getafe,4015472,0.0,0.0,ficha
2026-08-11T1439Z,iker benito,delantero,13,Osasuna,584282,-9647.0,-1.6242682206122,ficha
2026-08-11T1439Z,leo roman,portero,6,Deportivo,34096906,695109.0,2.0810527050386,ficha
2026-08-11T1439Z,diego ferrer,portero,8,Getafe,702705,0.0,0.0,ficha
2026-08-11T1439Z,adama boiro,defensa,1,Athletic,522997,-7094.0,-1.3382607891853,ficha
2026-08-11T1439Z,mikel jauregizar,mediocampista,1,Athletic,27492528,381250.0,1.4062413435471,ficha
2026-08-11T1439Z,julian alvarez,delantero,2,Atlético,69459957,9299.0,0.013389361984159,ficha
2026-08-11T1439Z,jon martin,defensa,16,Real Sociedad,30111790,0.0,0.0,ficha
2026-08-11T1439Z,pape gueye,mediocampista,22,Villarreal,46999599,746557.0,1.6140711350402,ficha
2026-08-11T1439Z,peque,delantero,17,Sevilla,1918129,-33657.0,-1.7244206075871,ficha
2026-08-11T1439Z,chidera ejuke,delantero,17,Sevilla,2849917,-29941.0,-1.0396693170288,ficha
2026-08-11T1439Z,willy kambwala,defensa,22,Villarreal,1246372,-23619.0,-1.8597769590493,ficha
2026-08-11T1439Z,andres martin,delantero,42,Racing,19671726,-183252.0,-0.9229524202948,ficha
2026-08-11T1439Z,arnaut danjuma,delantero,18,Valencia,4959056,80999.0,1.6604767020968,ficha
2026-08-11T1439Z,nicolas pepe,delantero,22,Villarreal,49188786,-266090.0,-0.53804603614818,ficha
2026-08-11T1439Z,iker losada,delantero,4,Betis,2509378,0.0,0.0,ficha
2026-08-11T1439Z,christantus uche,delantero,8,Getafe,24123484,-799127.0,-3.2064337079289,ficha
2026-08-11T1439Z,diego javier llorente,defensa,4,Betis,12694789,222877.0,1.7870315313322,ficha
2026-08-11T1439Z,abel bretones,defensa,13,Osasuna,3283956,131608.0,4.1749197740859,ficha
2026-08-11T1439Z,pedro diaz,mediocampista,14,Rayo,1894806,-31394.0,-1.6298411379919,ficha
2026-08-11T1439Z,luka sucic,mediocampista,16,Real Sociedad,3665473,-34195.0,-0.92427212387706,ficha
2026-08-11T1439Z,alvaro fernandez,portero,6,Deportivo,5048019,-83119.0,-1.6198940663845,ficha
2026-08-11T1439Z,jiri letacek,portero,8,Getafe,768423,-16998.0,-2.1641896511552,ficha
2026-08-11T1439Z,hugo alvarez ,mediocampista,5,Celta,3162618,-36789.0,-1.1498693351612,ficha
2026-08-11T1439Z,jon aramburu,defensa,16,Real Sociedad,16560659,298838.0,1.8376662736603,ficha
2026-08-11T1439Z,sergio carreira,defensa,5,Celta,6718895,-36697.0,-0.54320924058173,ficha
2026-08-11T1439Z,facundo garces,defensa,28,Alavés,671231,-13270.0,-1.9386385118502,ficha
2026-08-11T1439Z,miguel roman,mediocampista,5,Celta,5207753,64645.0,1.2569248011125,ficha
2026-08-11T1439Z,cucho hernandez,delantero,4,Betis,46682834,-691186.0,-1.4589979908819,ficha
2026-08-11T1439Z,tajon buchanan,mediocampista,22,Villarreal,19137114,-219107.0,-1.1319719897804,ficha
2026-08-11T1439Z,german valera,mediocampista,21,Elche,23562075,-46438.0,-0.19670023266607,ficha
2026-08-11T1439Z,david jimenez,defensa,15,Real Madrid,602248,0.0,0.0,ficha
2026-08-11T1439Z,sergio mestre,portero,15,Real Madrid,677860,0.0,0.0,ficha
2026-08-11T1439Z,yoel lago,defensa,5,Celta,702633,0.0,0.0,ficha
2026-08-11T1439Z,jones el-abdellaoui,delantero,5,Celta,1304893,0.0,0.0,ficha
2026-08-11T1439Z,antony,delantero,4,Betis,59826933,-738553.0,-1.2194288344355,ficha
2026-08-11T1439Z,maroan sannadi,delantero,1,Athletic,441686,-3706.0,-0.83207601393828,ficha
2026-08-11T1439Z,pablo ramon,defensa,42,Racing,540217,0.0,0.0,ficha
2026-08-11T1439Z,guille fernandez,mediocampista,3,Barcelona,702705,0.0,0.0,ficha
2026-08-11T1439Z,toni fernandez,delantero,3,Barcelona,602319,0.0,0.0,ficha
2026-08-11T1439Z,ruben vargas,delantero,17,Sevilla,27453160,-259997.0,-0.93817171389027,ficha
2026-08-11T1439Z,roberto fernandez,delantero,7,Espanyol,6312856,212266.0,3.4794339563878,ficha
2026-08-11T1439Z,luiz junior,portero,22,Villarreal,40396418,-473814.0,-1.1593132135878,ficha
2026-08-11T1439Z,alberto risco,mediocampista,8,Getafe,702705,0.0,0.0,ficha
2026-08-11T1439Z,logan costa,defensa,22,Villarreal,1356876,-22288.0,-1.6160514630602,ficha
2026-08-11T1439Z,alejandro iturbe,portero,21,Elche,802099,0.0,0.0,ficha
2026-08-11T1439Z,giovani lo celso,mediocampista,4,Betis,41408093,-299744.0,-0.718675485377,ficha
2026-08-11T1439Z,david otorbi,delantero,18,Valencia,602292,0.0,0.0,ficha
2026-08-11T1439Z,manu gonzalez,portero,4,Betis,581691,0.0,0.0,ficha
2026-08-11T1439Z,alfonso gonzalez,delantero,17,Sevilla,7026761,0.0,0.0,ficha
2026-08-11T1439Z,marco de la sias,defensa,14,Rayo,602234,0.0,0.0,ficha
2026-08-11T1439Z,raul asencio,defensa,15,Real Madrid,5168252,-160408.0,-3.0102877646538,ficha
2026-08-11T1439Z,orri steinn oskarsson,delantero,16,Real Sociedad,8267003,-131012.0,-1.5600353178698,ficha
2026-08-11T1439Z,pau navarro,defensa,22,Villarreal,9431888,-86634.0,-0.91016231301456,ficha
2026-08-11T1439Z,karl etta eyong,delantero,10,Levante,24512276,576518.0,2.4086055682882,ficha
2026-08-11T1439Z,wojciech szczesny,portero,3,Barcelona,2560851,-57959.0,-2.2131807958577,ficha
2026-08-11T1439Z,geronimo spina,defensa,2,Atlético,702702,0.0,0.0,ficha
2026-08-11T1439Z,javi serrano,mediocampista,2,Atlético,432928,-3341.0,-0.76581191879322,ficha
2026-08-11T1439Z,sergio gomez,defensa,16,Real Sociedad,18124945,-40695.0,-0.22402183462845,ficha
2026-08-11T1439Z,dani olmo,mediocampista,3,Barcelona,66116513,-719616.0,-1.0766871312969,ficha
2026-08-11T1439Z,endrick,delantero,15,Real Madrid,7010338,-122692.0,-1.7200544509136,ficha
2026-08-11T1439Z,gerard moreno,delantero,22,Villarreal,28651342,-263299.0,-0.9106078820069,ficha
2026-08-11T1439Z,fran perez,mediocampista,14,Rayo,848567,-18139.0,-2.0928665545179,ficha
2026-08-11T1439Z,carlos martin,mediocampista,2,Atlético,2218490,0.0,0.0,ficha
2026-08-11T1439Z,hugo gonzalez,mediocampista,5,Celta,1505646,0.0,0.0,ficha
2026-08-11T1439Z,cesar tarrega,defensa,18,Valencia,8890896,-20393.0,-0.22884455885114,ficha
2026-08-11T1439Z,ruben iranzo,defensa,18,Valencia,602292,0.0,0.0,ficha
2026-08-11T1439Z,santi comesaña,mediocampista,22,Villarreal,31574955,884583.0,2.8822817787937,ficha
2026-08-11T1439Z,juan foyth,defensa,22,Villarreal,10986034,200770.0,1.8615214240467,ficha
2026-08-11T1439Z,dimitri foulquier,defensa,18,Valencia,2599456,-75761.0,-2.8319571832864,ficha
2026-08-11T1439Z,alexander sorloth,delantero,2,Atlético,25556171,-270458.0,-1.0472059671434,ficha
2026-08-11T1439Z,alex baena,mediocampista,2,Atlético,57390700,-1011204.0,-1.7314572483801,ficha
2026-08-11T1439Z,kiko femenia,defensa,8,Getafe,3623328,42736.0,1.1935456483174,ficha
2026-08-11T1439Z,ramon terrats,mediocampista,8,Getafe,2810495,0.0,0.0,ficha
2026-08-11T1439Z,denis suarez,mediocampista,28,Alavés,2651262,-39427.0,-1.4653124162622,ficha
2026-08-11T1439Z,ilias akhomach,delantero,22,Villarreal,5648281,-128576.0,-2.2257085470525,ficha
2026-08-11T1439Z,jesus vazquez,defensa,18,Valencia,1733034,-19383.0,-1.1060723560659,ficha
2026-08-11T1439Z,pepelu,mediocampista,18,Valencia,7477637,-55259.0,-0.73356913463295,ficha
2026-08-11T1439Z,manu sanchez,defensa,10,Levante,5538185,0.0,0.0,ficha
2026-08-11T1439Z,manu bueno,mediocampista,17,Sevilla,802099,0.0,0.0,ficha
2026-08-11T1439Z,urko gonzalez de zarate,mediocampista,7,Espanyol,4762118,-15085.0,-0.31577054607058,ficha
2026-08-11T1439Z,marko dmitrovic,portero,7,Espanyol,36350767,625771.0,1.7516335061311,ficha
2026-08-11T1439Z,federico gattoni,defensa,17,Sevilla,439107,-3598.0,-0.81273082526739,ficha
2026-08-11T1439Z,adria pedrosa,defensa,17,Sevilla,3312788,0.0,0.0,ficha
2026-08-11T1439Z,mariano diaz,delantero,28,Alavés,1024898,-23325.0,-2.2251944481279,ficha
2026-08-11T1439Z,marcao,defensa,17,Sevilla,688942,-14008.0,-1.9927448609432,ficha
2026-08-11T1439Z,mouctar diakhaby,defensa,18,Valencia,6266383,-134592.0,-2.102679669894,ficha
2026-08-11T1439Z,diego lopez,delantero,18,Valencia,2425883,-76413.0,-3.0537154677145,ficha
2026-08-11T1439Z,sergi canos,delantero,18,Valencia,533082,-7514.0,-1.3899473913976,ficha
2026-08-11T1439Z,javi guerra,mediocampista,18,Valencia,23937695,-76533.0,-0.31869856486746,ficha
2026-08-11T1439Z,hugo duro,delantero,18,Valencia,8587610,-80266.0,-0.92601693886715,ficha
2026-08-11T1439Z,andre almeida,mediocampista,18,Valencia,2686937,-62030.0,-2.2564839810736,ficha
2026-08-11T1439Z,cristian rivero,portero,18,Valencia,524072,-7139.0,-1.3439104235417,ficha
2026-08-11T1439Z,jose gaya,defensa,18,Valencia,11331705,-89315.0,-0.78202297167854,ficha
2026-08-11T1439Z,adria altimira,defensa,6,Deportivo,4974849,-86883.0,-1.7164678019302,ficha
2026-08-11T1439Z,iñigo perez,entrenador,22,Villarreal,2630704,-69738.0,-2.5824661296188,ficha
2026-08-11T1439Z,raul garcia,delantero,13,Osasuna,2014527,-38818.0,-1.8904762716446,ficha
2026-08-11T1439Z,raul moro,delantero,13,Osasuna,12858326,180121.0,1.4207137366843,ficha
2026-08-11T1439Z,kylian mbappe,delantero,15,Real Madrid,131211779,172544.0,0.13167354037132,ficha
2026-08-11T1439Z,carlos romero,defensa,22,Villarreal,40587172,1140750.0,2.8918972676406,ficha
2026-08-11T1439Z,alvaro djalo,delantero,1,Athletic,1176492,-31548.0,-2.6115029303665,ficha
2026-08-11T1439Z,valentin rosier,defensa,13,Osasuna,6462326,-196872.0,-2.9563920460091,ficha
2026-08-11T1439Z,santiago mouriño,defensa,22,Villarreal,39776403,507403.0,1.2921210114849,ficha
2026-08-11T1439Z,nico serrano,delantero,1,Athletic,998211,-26895.0,-2.6236311171723,ficha
2026-08-11T1439Z,daniel raba,delantero,18,Valencia,1764657,-42727.0,-2.3640244685136,ficha
2026-08-11T1439Z,diego conde,portero,4,Betis,3041589,0.0,0.0,ficha
2026-08-11T1439Z,boyomo,defensa,13,Osasuna,26693160,470736.0,1.7951658473679,ficha
2026-08-11T1439Z,leandro cabrera,defensa,7,Espanyol,16477156,7920.0,0.048089662447001,ficha
2026-08-11T1439Z,angel fortuño,portero,7,Espanyol,585375,-9693.0,-1.6288894714554,ficha
2026-08-11T1439Z,ruben sanchez,mediocampista,7,Espanyol,486940,-5592.0,-1.1353577026467,ficha
2026-08-11T1439Z,omar el hilali,defensa,7,Espanyol,8473463,160776.0,1.9341038583553,ficha
2026-08-11T1439Z,edu exposito,mediocampista,7,Espanyol,27390218,396237.0,1.4678716710959,ficha
2026-08-11T1439Z,jofre carreras,delantero,7,Espanyol,1193409,-23493.0,-1.930558089312,ficha
2026-08-11T1439Z,pere milla,delantero,7,Espanyol,9777464,-46662.0,-0.47497354980993,ficha
2026-08-11T1439Z,pol lozano,mediocampista,7,Espanyol,2413197,-42529.0,-1.7318300168667,ficha
2026-08-11T1439Z,kike salas,defensa,17,Sevilla,11643533,24808.0,0.21351740401808,ficha
2026-08-11T1439Z,fernando calero,defensa,11,Málaga,3283272,-111853.0,-3.2945178748941,ficha
2026-08-11T1439Z,javi puado,mediocampista,7,Espanyol,7327284,-232603.0,-3.0768052485441,ficha
2026-08-11T1439Z,juanmi jimenez,delantero,8,Getafe,628480,-11489.0,-1.7952432070928,ficha
2026-08-11T1439Z,joan garcia,portero,3,Barcelona,62720019,2543071.0,4.2259886626354,ficha
2026-08-11T1439Z,johnny cardoso,mediocampista,2,Atlético,6306919,-182656.0,-2.8146065035075,ficha
2026-08-11T1439Z,ilaix moriba,mediocampista,5,Celta,10542588,8016.0,0.076092317751495,ficha
2026-08-11T1439Z,lucien agoume,mediocampista,17,Sevilla,5729223,29409.0,0.51596420514775,ficha
2026-08-11T1439Z,gonçalo guedes,delantero,16,Real Sociedad,38673399,-1186543.0,-2.9767805482507,ficha
2026-08-11T1439Z,hector fort,defensa,3,Barcelona,3720853,-79608.0,-2.0946932490558,ficha
2026-08-11T1439Z,pablo fornals,mediocampista,4,Betis,60144876,-677280.0,-1.1135415850763,ficha
2026-08-11T1439Z,giuliano simeone,delantero,2,Atlético,45920463,-764057.0,-1.6366388687299,ficha
2026-08-11T1439Z,isaac romero,delantero,17,Sevilla,6220559,65919.0,1.0710455851195,ficha
2026-08-11T1439Z,augusto batalla,portero,14,Rayo,41920135,-81914.0,-0.19502381895702,ficha
2026-08-11T1439Z,alvaro f. carreras,defensa,15,Real Madrid,13657304,-342656.0,-2.4475498501424,ficha
2026-08-11T1439Z,thomas lemar,mediocampista,2,Atlético,1680630,0.0,0.0,ficha
2026-08-11T1439Z,hugo rincon,defensa,1,Athletic,1658593,0.0,0.0,ficha
2026-08-11T1439Z,martin satriano,delantero,8,Getafe,4336426,0.0,0.0,ficha
2026-08-11T1439Z,thiago fernandez,mediocampista,22,Villarreal,1660575,0.0,0.0,ficha
2026-08-11T1439Z,javi lopez,defensa,16,Real Sociedad,1656670,0.0,0.0,ficha
2026-08-11T1439Z,marash kumbulla,defensa,14,Rayo,897151,0.0,0.0,ficha
2026-08-11T1439Z,yvan neyou,mediocampista,8,Getafe,604547,0.0,0.0,ficha
2026-08-11T1439Z,nikola maras,defensa,28,Alavés,590024,0.0,0.0,ficha
2026-08-11T1439Z,mikel goti,mediocampista,16,Real Sociedad,590263,0.0,0.0,ficha
2026-08-11T1439Z,moussa diarra,defensa,28,Alavés,591470,0.0,0.0,ficha
2026-08-11T1439Z, ali houary,delantero,21,Elche,592065,0.0,0.0,ficha
2026-08-11T1439Z,javier hernandez,delantero,7,Espanyol,575023,0.0,0.0,ficha
2026-08-11T1439Z,rafel bauza,mediocampista,7,Espanyol,318649,0.0,0.0,ficha
2026-08-11T1439Z,pablo lopez,delantero,18,Valencia,441041,0.0,0.0,ficha
2026-08-11T1439Z,alberto mari,delantero,18,Valencia,787986,0.0,0.0,ficha
2026-08-11T1439Z,hugo novoa,defensa,28,Alavés,661162,0.0,0.0,ficha
2026-08-11T1439Z,pelayo fernandez,defensa,14,Rayo,1722279,0.0,0.0,ficha
2026-08-11T1439Z,roger hinojo,defensa,7,Espanyol,317496,0.0,0.0,ficha
2026-08-11T1439Z,jesus owono,portero,28,Alavés,828372,0.0,0.0,ficha
2026-08-11T1439Z,juan berrocal,defensa,8,Getafe,1058833,0.0,0.0,ficha
2026-08-11T1439Z,raul de tomas,delantero,14,Rayo,3229388,0.0,0.0,ficha
2026-08-11T1439Z,alberto collado,mediocampista,17,Sevilla,1718988,0.0,0.0,ficha
2026-08-11T1439Z,etienne eto&#039;o,delantero,14,Rayo,1718988,0.0,0.0,ficha
2026-08-11T1439Z,iker cordoba,defensa,18,Valencia,1548667,0.0,0.0,ficha
2026-08-11T1439Z,raul jimenez,portero,18,Valencia,1561503,0.0,0.0,ficha
2026-08-11T1439Z,alvaro cortes,defensa,3,Barcelona,1718327,0.0,0.0,ficha
2026-08-11T1439Z,eneko ortiz,defensa,22,Villarreal,1718986,0.0,0.0,ficha
2026-08-11T1439Z, llorenç serred,portero,7,Espanyol,1731552,0.0,0.0,ficha
2026-08-11T1439Z,coke carrillo,portero,5,Celta,1567556,0.0,0.0,ficha
2026-08-11T1439Z,adrian rodriguez,portero,28,Alavés,1640215,0.0,0.0,ficha
2026-08-11T1439Z,aron yaakobishvili,portero,3,Barcelona,1639280,0.0,0.0,ficha
2026-08-11T1439Z,peio canales,delantero,1,Athletic,1623251,0.0,0.0,ficha
2026-08-11T1439Z,arnau sola,defensa,2,Atlético,1640523,0.0,0.0,ficha
2026-08-11T1439Z,djordjije medenica,portero,8,Getafe,1560264,0.0,0.0,ficha
2026-08-11T1439Z,aingeru olabarrieta,delantero,1,Athletic,1717797,0.0,0.0,ficha
2026-08-11T1439Z,carlos gimenez,defensa,2,Atlético,1718547,0.0,0.0,ficha
2026-08-11T1439Z,isra dominguez,delantero,17,Sevilla,1718237,0.0,0.0,ficha
2026-08-11T1439Z,pablo busto,defensa,4,Betis,1621161,0.0,0.0,ficha
2026-08-11T1439Z,hugo de llanos,mediocampista,15,Real Madrid,1622168,0.0,0.0,ficha
2026-08-11T1439Z,iñaki ruperez,defensa,16,Real Sociedad,1626247,0.0,0.0,ficha
2026-08-11T1439Z,jon balda,defensa,16,Real Sociedad,1718912,0.0,0.0,ficha
2026-08-11T1439Z,ismael santana,delantero,18,Valencia,1723821,0.0,0.0,ficha
2026-08-11T1439Z,mario rivas,defensa,15,Real Madrid,1718751,0.0,0.0,ficha
2026-08-11T1439Z,vicent abril,portero,18,Valencia,1728051,0.0,0.0,ficha
2026-08-11T1439Z,dani requena,mediocampista,10,Levante,1621683,0.0,0.0,ficha
2026-08-11T1439Z,juan cruz,mediocampista,11,Málaga,19968443,0.0,0.0,ficha
2026-08-11T1439Z,aissa mandi,defensa,10,Levante,1879755,0.0,0.0,ficha
2026-08-11T1439Z,miguel rodriguez,delantero,28,Alavés,679761,0.0,0.0,ficha
2026-08-11T1439Z,joseda alvarez,defensa,28,Alavés,300000,0.0,0.0,ficha
