observed_at,name,position,team_id,team,value,delta_1d,delta_pct_1d,slug
2026-08-11T1439Z,alvaro nuñez,defensa,5,Celta,3877164,-57667.0,-1.4655521418836,ficha
2026-08-11T1439Z,jean ives valou,defensa,8,Getafe,602292,0.0,0.0,ficha
2026-08-11T1439Z,kike barja,delantero,13,Osasuna,2810828,0.0,0.0,ficha
2026-08-11T1439Z,randy nteka,delantero,14,Rayo,1349347,-24281.0,-1.7676547070968,ficha
2026-08-11T1439Z,isi palazon,delantero,14,Rayo,16348401,444175.0,2.7928111685536,ficha
2026-08-11T1439Z,pep chavarria,defensa,14,Rayo,17528173,-328349.0,-1.8388183320358,ficha
2026-08-11T1439Z,andrei ratiu,defensa,14,Rayo,35822279,-174930.0,-0.48595434162687,ficha
2026-08-11T1439Z,stole dimitrievski,portero,18,Valencia,12445916,394941.0,3.2772535002355,ficha
2026-08-11T1439Z,iker muñoz,mediocampista,13,Osasuna,1394161,-13839.0,-0.98288352272727,ficha
2026-08-11T1439Z,jorge herrando,defensa,13,Osasuna,1820579,-32167.0,-1.7361797029922,ficha
2026-08-11T1439Z,alejandro catena,defensa,13,Osasuna,35405190,-359998.0,-1.0065597865724,ficha
2026-08-11T1439Z,pablo ibañez,mediocampista,28,Alavés,3234699,-15989.0,-0.49186510670972,ficha
2026-08-11T1439Z,ante budimir,delantero,13,Osasuna,47532655,587105.0,1.2506084176242,ficha
2026-08-11T1439Z,moi gomez,mediocampista,13,Osasuna,2146611,-37354.0,-1.7103753952101,ficha
2026-08-11T1439Z,ruben garcia,mediocampista,13,Osasuna,13087470,73225.0,0.56265269326035,ficha
2026-08-11T1439Z,aitor fernandez,portero,13,Osasuna,526928,-7258.0,-1.3587027739402,ficha
2026-08-11T1439Z,jesus areso,defensa,1,Athletic,2686794,56181.0,2.1356619160629,ficha
2026-08-11T1439Z,aimar oroz,mediocampista,13,Osasuna,15373174,213721.0,1.4098199981226,ficha
2026-08-11T1439Z,unai lopez,mediocampista,14,Rayo,5757974,-16144.0,-0.27959248494748,ficha
2026-08-11T1439Z,gonzalo villar,mediocampista,21,Elche,7027127,0.0,0.0,ficha
2026-08-11T1439Z,borja mayoral,delantero,8,Getafe,3014813,-11903.0,-0.39326451507178,ficha
2026-08-11T1439Z,juan iglesias,defensa,17,Sevilla,12548352,0.0,0.0,ficha
2026-08-11T1439Z,yangel herrera,mediocampista,16,Real Sociedad,3138960,-21379.0,-0.67647806137253,ficha
2026-08-11T1439Z,eric garcia,defensa,3,Barcelona,46707139,-587725.0,-1.2426825035378,ficha
2026-08-11T1439Z,lucas boye,delantero,28,Alavés,13488872,-337166.0,-2.4386306474783,ficha
2026-08-11T1439Z,miguel angel rubio,defensa,7,Espanyol,610340,-10733.0,-1.7281382381781,ficha
2026-08-11T1439Z,sergi cardona,defensa,22,Villarreal,4766270,-19999.0,-0.41784112008748,ficha
2026-08-11T1439Z,jon moncayola,mediocampista,13,Osasuna,6445291,103467.0,1.6315022302732,ficha
2026-08-11T1439Z,javi muñoz,mediocampista,8,Getafe,676438,-13487.0,-1.954850164873,ficha
2026-08-11T1439Z,alberto moleiro,mediocampista,22,Villarreal,63860989,1558072.0,2.5008010459607,ficha
2026-08-11T1439Z,alvaro valles,portero,4,Betis,30418519,921271.0,3.1232439039737,ficha
2026-08-11T1439Z,jose manuel copete,defensa,18,Valencia,2204565,-71660.0,-3.1481949280058,ficha
2026-08-11T1439Z,sergio herrera,portero,13,Osasuna,39656190,617331.0,1.5813243927032,ficha
2026-08-11T1439Z,lucas torro,mediocampista,13,Osasuna,2555219,-17941.0,-0.69723608325949,ficha
2026-08-11T1439Z,dani cardenas,portero,14,Rayo,630559,-11576.0,-1.8027361847587,ficha
2026-08-11T1439Z,alvaro garcia,mediocampista,14,Rayo,17584086,196034.0,1.1274063362589,ficha
2026-08-11T1439Z,jose angel carmona,defensa,17,Sevilla,4444822,-27316.0,-0.61080404942781,ficha
2026-08-11T1439Z,antonio rudiger,defensa,15,Real Madrid,27926269,-163425.0,-0.58179701067587,ficha
2026-08-11T1439Z,jon pacheco,defensa,16,Real Sociedad,4015452,0.0,0.0,ficha
2026-08-11T1439Z,umar sadiq,delantero,18,Valencia,7274387,-232839.0,-3.1015317775168,ficha
2026-08-11T1439Z,jon ander olasagasti,mediocampista,10,Levante,3995567,85411.0,2.1843374023952,ficha
2026-08-11T1439Z,takefusa kubo,mediocampista,16,Real Sociedad,22226226,145324.0,0.6581434037432,ficha
2026-08-11T1439Z,arsen zakharyan,mediocampista,16,Real Sociedad,1138833,-28041.0,-2.403087222785,ficha
2026-08-11T1439Z,mikel oyarzabal,delantero,16,Real Sociedad,65446732,-444700.0,-0.67489806565442,ficha
2026-08-11T1439Z,pablo marin,mediocampista,16,Real Sociedad,1799091,-58176.0,-3.1323444609741,ficha
2026-08-11T1439Z,ander barrenetxea,mediocampista,16,Real Sociedad,34038491,-471445.0,-1.3661138056008,ficha
2026-08-11T1439Z,igor zubeldia,defensa,16,Real Sociedad,9719769,-30420.0,-0.31199395211724,ficha
2026-08-11T1439Z,aihen muñoz,defensa,16,Real Sociedad,1544497,-36124.0,-2.2854308528104,ficha
2026-08-11T1439Z,alvaro odriozola,defensa,16,Real Sociedad,641602,-12036.0,-1.841386210716,ficha
2026-08-11T1439Z,alex remiro,portero,16,Real Sociedad,45008406,-423754.0,-0.93271814503207,ficha
2026-08-11T1439Z,arda guler,mediocampista,15,Real Madrid,50707988,-216390.0,-0.42492418856839,ficha
2026-08-11T1439Z,ferland mendy,defensa,15,Real Madrid,811347,-19108.0,-2.3009073339314,ficha
2026-08-11T1439Z,brahim diaz,mediocampista,15,Real Madrid,11039844,-236515.0,-2.0974412042043,ficha
2026-08-11T1439Z,jorge de frutos,delantero,14,Rayo,49285241,-238489.0,-0.4815651002055,ficha
2026-08-11T1439Z,eder militao,defensa,15,Real Madrid,13549911,-398859.0,-2.8594564251902,ficha
2026-08-11T1439Z,ivan balliu,defensa,14,Rayo,849628,18654.0,2.2448355784898,ficha
