observed_at,source,match_id,team_slug,player_name,player_slug,role,minute
2026-08-17T1014Z,futbolfantasy,22421,getafe,Femenia,kiko-femenia,starter,41
2026-08-17T1014Z,futbolfantasy,22421,getafe,Djené,dakonam-djene,starter,80
2026-08-17T1014Z,futbolfantasy,22421,getafe,Abqar,abdel-abqar,starter,
2026-08-17T1014Z,futbolfantasy,22421,getafe,Andrés García,andres-garcia,starter,80
2026-08-17T1014Z,futbolfantasy,22421,getafe,Romero,zaid-romero,starter,
2026-08-17T1014Z,futbolfantasy,22421,getafe,Davinchi,davinchi,starter,45
2026-08-17T1014Z,futbolfantasy,22421,getafe,Terrats,terrats,starter,
2026-08-17T1014Z,futbolfantasy,22421,getafe,Mangala,orel-mangala,starter,
2026-08-17T1014Z,futbolfantasy,22421,getafe,Mario Martín,mario-martin,starter,65
2026-08-17T1014Z,futbolfantasy,22421,getafe,Satriano,martin-satriano,starter,72
2026-08-17T1014Z,futbolfantasy,22421,getafe,Ferrer,diego-ferrer,sub,
2026-08-17T1014Z,futbolfantasy,22421,getafe,Letácek,jiri-letacek,sub,
2026-08-17T1014Z,futbolfantasy,22421,getafe,Mojica,johan-mojica,sub,
2026-08-17T1014Z,futbolfantasy,22421,getafe,Sazonov,saba-sazonov,sub,80
2026-08-17T1014Z,futbolfantasy,22421,getafe,Valou,jean-ives-valou,sub,72
2026-08-17T1014Z,futbolfantasy,22421,getafe,Boselli,sebastian-boselli,sub,80
2026-08-17T1014Z,futbolfantasy,22421,getafe,Risco,alberto-risco,sub,65
2026-08-17T1014Z,futbolfantasy,22421,getafe,Mayoral,borja-mayoral,sub,
2026-08-17T1014Z,futbolfantasy,22421,getafe,Enes Ünal,enes-unal,sub,45
2026-08-17T1014Z,futbolfantasy,22421,getafe,Drammeh,ebrahima-drammeh,sub,
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Dmitrovic,marko-dmitrovic,starter,
2026-08-17T1014Z,futbolfantasy,22425,espanyol,U. Núñez,unai-nunez,starter,
2026-08-17T1014Z,futbolfantasy,22425,espanyol,El Hilali,omar-el-hilali,starter,
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Hinojo,roger-hinojo,starter,
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Riedel,clemens-riedel,starter,
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Edu Expósito,edu-exposito,starter,85
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Urko,urko-gonzalez-de-zarate,starter,71
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Calatrava,lex-calatrava,starter,71
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Javier Hernández,javier-hernandez,starter,81
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Roberto,roberto-fernandez-1,starter,
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Dolan,tyrhys-dolan,starter,81
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Fortuño,ngel-fortuno,sub,
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Serred,-llorenc-serred,sub,
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Hartman,quilindschy-hartman,sub,
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Drkusic,vanja-drkusic,sub,
2026-08-17T1014Z,futbolfantasy,22425,espanyol,José Ángel,jose-angel-lopez,sub,
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Timera,adama-timera,sub,
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Pere Milla,pere-milla,sub,81
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Lozano,pol-lozano,sub,71
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Jofre,jofre-carreras,sub,81
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Bauzà,rafel-bauza,sub,71
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Moscardo,gabriel-moscardo,sub,
2026-08-17T1014Z,futbolfantasy,22425,espanyol,Marcos,marcos-fernandez-1,sub,85
2026-08-17T1014Z,futbolfantasy,22425,levante,Ryan,mat-ryan,starter,
2026-08-17T1014Z,futbolfantasy,22425,levante,Mandi,aissa-mandi,starter,
2026-08-17T1014Z,futbolfantasy,22425,levante,De la Fuente,adrian-de-la-fuente,starter,
2026-08-17T1014Z,futbolfantasy,22425,levante,Manu Sánchez,manu-sanchez,starter,
2026-08-17T1014Z,futbolfantasy,22425,levante,Víctor García,victor-garcia-1,starter,75
2026-08-17T1014Z,futbolfantasy,22425,levante,Nacho Pérez,nacho-perez-1,starter,75
2026-08-17T1014Z,futbolfantasy,22425,levante,Oriol Rey,oriol-rey,starter,
2026-08-17T1014Z,futbolfantasy,22425,levante,C. Álvarez,carlos-lvarez,starter,45
2026-08-17T1014Z,futbolfantasy,22425,levante,Olasagasti,jon-ander-olasagasti,starter,
2026-08-17T1014Z,futbolfantasy,22425,levante,Cortés,paco-cortes,starter,45
2026-08-17T1014Z,futbolfantasy,22425,levante,Iván Romero,ivan-romero,starter,63
2026-08-17T1014Z,futbolfantasy,22425,levante,Cuñat Campos,pablo-campos,sub,
2026-08-17T1014Z,futbolfantasy,22425,levante,Galdin,igor-galdin,sub,
2026-08-17T1014Z,futbolfantasy,22425,levante,Toljan,jeremy-toljan,sub,75
2026-08-17T1014Z,futbolfantasy,22425,levante,Jorge Cabello,jorge-cabello,sub,
2026-08-17T1014Z,futbolfantasy,22425,levante,Marc Santos,marc-santos,sub,63
2026-08-17T1014Z,futbolfantasy,22425,levante,Tunde,kareem-tunde,sub,75
2026-08-17T1014Z,futbolfantasy,22425,levante,Bardeli,enzo-bardelli,sub,45
2026-08-17T1014Z,futbolfantasy,22425,levante,Calatrava,alberto-calatrava,sub,
2026-08-17T1014Z,futbolfantasy,22425,levante,Usedo,manel-usedo,sub,
2026-08-17T1014Z,futbolfantasy,22425,levante,Etta Eyong,etta-eyong,sub,45
2026-08-17T1014Z,futbolfantasy,22427,racing,Agirrezabala,julen-agirrezabala,starter,
2026-08-17T1014Z,futbolfantasy,22427,racing,Pablo Ramón,pablo-ramon,starter,76
2026-08-17T1014Z,futbolfantasy,22427,racing,Mantilla,lvaro-mantilla,starter,
2026-08-17T1014Z,futbolfantasy,22427,racing,Salinas,jorge-salinas,starter,
2026-08-17T1014Z,futbolfantasy,22427,racing,Pedro Felipe,pedro-felipe,starter,15
2026-08-17T1014Z,futbolfantasy,22427,racing,Canales,sergio-canales,starter,76
2026-08-17T1014Z,futbolfantasy,22427,racing,Iñigo Vicente,inigo-vicente,starter,
2026-08-17T1014Z,futbolfantasy,22427,racing,Puerta,gustavo-puerta,starter,
2026-08-17T1014Z,futbolfantasy,22427,racing,Sergio Martínez,sergio-martinez,starter,68
2026-08-17T1014Z,futbolfantasy,22427,racing,Villalibre,asier-villalibre,starter,68
2026-08-17T1014Z,futbolfantasy,22427,racing,Andrés Martín,andres-martin,starter,
2026-08-17T1014Z,futbolfantasy,22427,racing,Eriksson,simon-eriksson,sub,
2026-08-17T1014Z,futbolfantasy,22427,racing,Hernando,manu-hernando,sub,15
2026-08-17T1014Z,futbolfantasy,22427,racing,Facu González,facundo-gonzalez,sub,76
2026-08-17T1014Z,futbolfantasy,22427,racing,Carlos Sánchez,carlos-sanchez-3,sub,
2026-08-17T1014Z,futbolfantasy,22427,racing,Sainz-Maza,nigo-sainz-maza,sub,
