observed_at,page,status,seconds
2026-08-25T0424Z,af_deportivo,200,0.02
2026-08-25T0424Z,af_elche,200,0.02
2026-08-25T0424Z,af_espanyol,200,0.02
2026-08-25T0424Z,af_getafe,200,0.02
2026-08-25T0424Z,af_levante,200,0.02
2026-08-25T0424Z,af_malaga,200,0.03
2026-08-25T0424Z,af_osasuna,200,0.02
2026-08-25T0424Z,af_racing,200,0.03
2026-08-25T0424Z,af_rayo-vallecano,200,0.02
2026-08-25T0424Z,af_real-madrid,200,0.03
2026-08-25T0424Z,af_real-sociedad,200,0.05
2026-08-25T0424Z,af_sevilla,200,0.03
2026-08-25T0424Z,af_valencia,200,0.03
2026-08-25T0424Z,af_villarreal,200,0.03
2026-08-25T0424Z,fd_2627,200,0.20
2026-08-25T0424Z,understat_2026,200,0.55
2026-08-25T0424Z,api_leagues,200,0.25
2026-08-25T0424Z,api_market,200,0.25
2026-08-25T0424Z,api_teams,200,0.61
2026-08-25T0424Z,api_lineup_38,200,0.19
2026-08-25T0424Z,api_activity_0,200,0.10
2026-08-25T0424Z,api_activity_1,200,0.10
2026-08-25T1359Z,market,200,0.22
2026-08-25T1359Z,points,200,0.07
2026-08-25T1359Z,team_alaves,200,0.17
2026-08-25T1359Z,team_athletic,200,0.07
2026-08-25T1359Z,team_atletico,200,0.06
2026-08-25T1359Z,team_barcelona,200,0.05
2026-08-25T1359Z,team_betis,200,0.06
2026-08-25T1359Z,team_celta,200,0.05
2026-08-25T1359Z,team_deportivo,200,0.06
2026-08-25T1359Z,team_elche,200,0.06
2026-08-25T1359Z,team_espanyol,200,0.05
2026-08-25T1359Z,team_getafe,200,0.05
2026-08-25T1359Z,team_levante,200,0.08
2026-08-25T1359Z,team_malaga,200,0.06
2026-08-25T1359Z,team_osasuna,200,0.05
2026-08-25T1359Z,team_racing,200,0.05
2026-08-25T1359Z,team_rayo-vallecano,200,0.08
2026-08-25T1359Z,team_real-madrid,200,0.06
2026-08-25T1359Z,team_real-sociedad,200,0.10
2026-08-25T1359Z,team_sevilla,200,0.10
2026-08-25T1359Z,team_valencia,200,0.08
2026-08-25T1359Z,team_villarreal,200,0.06
2026-08-25T1359Z,af_alaves,200,0.12
2026-08-25T1359Z,af_athletic,200,0.03
2026-08-25T1359Z,af_atletico,200,0.03
2026-08-25T1359Z,af_barcelona,200,0.05
2026-08-25T1359Z,af_betis,200,0.03
2026-08-25T1359Z,af_celta,200,0.08
2026-08-25T1359Z,af_deportivo,200,0.03
2026-08-25T1359Z,af_elche,200,0.03
2026-08-25T1359Z,af_espanyol,200,0.02
2026-08-25T1359Z,af_getafe,200,0.02
2026-08-25T1359Z,af_levante,200,0.04
2026-08-25T1359Z,af_malaga,200,0.06
2026-08-25T1359Z,af_osasuna,200,0.02
2026-08-25T1359Z,af_racing,200,0.03
2026-08-25T1359Z,af_rayo-vallecano,200,0.03
2026-08-25T1359Z,af_real-madrid,200,0.03
2026-08-25T1359Z,af_real-sociedad,200,0.03
2026-08-25T1359Z,af_sevilla,200,0.02
2026-08-25T1359Z,af_valencia,200,0.03
2026-08-25T1359Z,af_villarreal,200,0.02
2026-08-25T1359Z,fd_2627,200,0.23
2026-08-25T1359Z,understat_2026,200,0.55
2026-08-25T1359Z,api_leagues,200,0.19
2026-08-25T1359Z,api_market,200,0.26
2026-08-25T1359Z,api_teams,200,0.67
2026-08-25T1359Z,api_lineup_38,200,0.16
2026-08-25T1359Z,api_activity_0,200,0.11
2026-08-25T1359Z,api_activity_1,200,0.12
2026-08-25T1516Z,market,200,0.17
2026-08-25T1516Z,points,200,0.06
2026-08-25T1516Z,fd_2627,200,0.21
2026-08-25T1516Z,understat_2026,200,0.48
2026-08-25T1516Z,api_leagues,200,0.17
2026-08-25T1516Z,api_market,200,0.35
2026-08-25T1516Z,api_teams,200,0.72
2026-08-25T1516Z,api_lineup_38,200,0.19
2026-08-25T1516Z,api_activity_0,200,0.20
2026-08-25T1516Z,api_activity_1,200,0.12
2026-08-25T1724Z,market,200,0.18
2026-08-25T1724Z,points,200,0.07
2026-08-25T1724Z,fd_2627,200,0.21
2026-08-25T1724Z,understat_2026,200,0.65
2026-08-25T1724Z,api_leagues,200,0.19
2026-08-25T1724Z,api_market,200,0.34
2026-08-25T1724Z,api_teams,200,0.68
2026-08-25T1724Z,api_lineup_38,200,0.14
2026-08-25T1724Z,api_activity_0,200,0.11
2026-08-25T1724Z,api_activity_1,200,0.10
2026-08-25T1724Z,api_offer_24338723,200,0.12
2026-08-25T1724Z,api_offer_24338726,200,0.11
2026-08-25T1724Z,api_offer_24338730,200,0.11
2026-08-25T1724Z,api_offer_24338731,200,0.13
2026-08-25T1724Z,api_offer_24338732,200,0.12
2026-08-25T1724Z,api_offer_24338733,200,0.14
2026-08-25T1724Z,api_offer_24338734,200,0.11
2026-08-25T1724Z,api_offer_30254398,200,0.10
2026-08-25T1724Z,api_offer_30254399,200,0.11
2026-08-25T1724Z,api_offer_32308191,200,0.11
2026-08-25T1724Z,api_offer_37280098,200,0.10
2026-08-25T1724Z,api_offer_44068749,200,0.10
2026-08-25T1724Z,api_offer_44068751,200,0.13
2026-08-25T2026Z,market,200,0.33
2026-08-25T2026Z,points,200,0.09
2026-08-25T2026Z,team_alaves,200,0.07
2026-08-25T2026Z,team_athletic,200,0.06
2026-08-25T2026Z,team_atletico,200,0.08
2026-08-25T2026Z,team_barcelona,200,0.05
2026-08-25T2026Z,team_betis,200,0.04
2026-08-25T2026Z,team_celta,200,0.05
2026-08-25T2026Z,team_deportivo,200,0.06
2026-08-25T2026Z,team_elche,200,0.07
2026-08-25T2026Z,team_espanyol,200,0.09
2026-08-25T2026Z,team_getafe,200,0.06
2026-08-25T2026Z,team_levante,200,0.08
2026-08-25T2026Z,team_malaga,200,0.09
2026-08-25T2026Z,team_osasuna,200,0.07
2026-08-25T2026Z,team_racing,200,0.05
2026-08-25T2026Z,team_rayo-vallecano,200,0.10
2026-08-25T2026Z,team_real-madrid,200,0.08
2026-08-25T2026Z,team_real-sociedad,200,0.06
2026-08-25T2026Z,team_sevilla,200,0.06
2026-08-25T2026Z,team_valencia,200,0.06
2026-08-25T2026Z,team_villarreal,200,0.06
2026-08-25T2026Z,af_alaves,200,0.12
2026-08-25T2026Z,af_athletic,200,0.03
2026-08-25T2026Z,af_atletico,200,0.02
2026-08-25T2026Z,af_barcelona,200,0.02
2026-08-25T2026Z,af_betis,200,0.03
2026-08-25T2026Z,af_celta,200,0.02
2026-08-25T2026Z,af_deportivo,200,0.03
2026-08-25T2026Z,af_elche,200,0.03
2026-08-25T2026Z,af_espanyol,200,0.02
2026-08-25T2026Z,af_getafe,200,0.05
2026-08-25T2026Z,af_levante,200,0.03
2026-08-25T2026Z,af_malaga,200,0.07
2026-08-25T2026Z,af_osasuna,200,0.04
2026-08-25T2026Z,af_racing,200,0.03
2026-08-25T2026Z,af_rayo-vallecano,200,0.02
2026-08-25T2026Z,af_real-madrid,200,0.03
2026-08-25T2026Z,af_real-sociedad,200,0.04
2026-08-25T2026Z,af_sevilla,200,0.03
2026-08-25T2026Z,af_valencia,200,0.05
2026-08-25T2026Z,af_villarreal,200,0.03
2026-08-25T2026Z,fd_2627,200,0.24
2026-08-25T2026Z,understat_2026,200,0.56
2026-08-25T2026Z,api_leagues,200,0.24
2026-08-25T2026Z,api_market,200,0.32
2026-08-25T2026Z,api_teams,200,0.56
2026-08-25T2026Z,api_lineup_38,200,0.15
2026-08-25T2026Z,api_activity_0,200,0.10
2026-08-25T2026Z,api_activity_1,200,0.18
2026-08-25T2026Z,api_offer_24338723,200,0.12
2026-08-25T2026Z,api_offer_24338726,200,0.11
2026-08-25T2026Z,api_offer_24338730,200,0.11
2026-08-25T2026Z,api_offer_24338731,200,0.10
2026-08-25T2026Z,api_offer_24338732,200,0.11
2026-08-25T2026Z,api_offer_24338733,200,0.12
2026-08-25T2026Z,api_offer_24338734,200,0.11
2026-08-25T2026Z,api_offer_30254398,200,0.11
2026-08-25T2026Z,api_offer_30254399,200,0.13
2026-08-25T2026Z,api_offer_32308191,200,0.12
2026-08-25T2026Z,api_offer_37280098,200,0.18
2026-08-25T2026Z,api_offer_44068749,200,0.11
2026-08-25T2026Z,api_offer_44068751,200,0.11
2026-08-25T2026Z,api_offer_47459928,200,0.12
2026-08-25T2026Z,api_player_3105,200,0.09
2026-08-25T2026Z,api_player_2543,200,0.02
2026-08-25T2241Z,market,200,0.19
2026-08-25T2241Z,points,200,0.06
2026-08-25T2241Z,fd_2627,200,0.25
2026-08-25T2241Z,understat_2026,200,0.51
2026-08-25T2241Z,api_leagues,200,0.18
2026-08-25T2241Z,api_market,200,0.28
2026-08-25T2241Z,api_teams,200,0.56
2026-08-25T2241Z,api_lineup_38,200,0.14
2026-08-25T2241Z,api_activity_0,200,0.11
2026-08-25T2241Z,api_activity_1,200,0.12
2026-08-25T2241Z,api_offer_24338723,200,0.11
2026-08-25T2241Z,api_offer_24338726,200,0.22
2026-08-25T2241Z,api_offer_24338730,200,0.20
2026-08-25T2241Z,api_offer_24338731,200,0.11
2026-08-25T2241Z,api_offer_24338732,200,0.11
2026-08-25T2241Z,api_offer_24338733,200,0.13
2026-08-25T2241Z,api_offer_24338734,200,0.11
2026-08-25T2241Z,api_offer_30254398,200,0.11
2026-08-25T2241Z,api_offer_30254399,200,0.11
2026-08-25T2241Z,api_offer_32308191,200,0.10
2026-08-25T2241Z,api_offer_37280098,200,0.12
2026-08-25T2241Z,api_offer_44068749,200,0.10
2026-08-25T2241Z,api_offer_44068751,200,0.14
2026-08-25T2241Z,api_offer_47459928,200,0.10
2026-08-26T0423Z,market,200,0.17
2026-08-26T0423Z,points,200,0.06
2026-08-26T0423Z,team_alaves,200,0.08
2026-08-26T0423Z,team_athletic,200,0.07
2026-08-26T0423Z,team_atletico,200,0.04
2026-08-26T0423Z,team_barcelona,200,0.06
2026-08-26T0423Z,team_betis,200,0.05
2026-08-26T0423Z,team_celta,200,0.05
2026-08-26T0423Z,team_deportivo,200,0.05
2026-08-26T0423Z,team_elche,200,0.05
2026-08-26T0423Z,team_espanyol,200,0.05
2026-08-26T0423Z,team_getafe,200,0.05
2026-08-26T0423Z,team_levante,200,0.10
2026-08-26T0423Z,team_malaga,200,0.09
2026-08-26T0423Z,team_osasuna,200,0.05
2026-08-26T0423Z,team_racing,200,0.05
2026-08-26T0423Z,team_rayo-vallecano,200,0.05
2026-08-26T0423Z,team_real-madrid,200,0.06
2026-08-26T0423Z,team_real-sociedad,200,0.06
2026-08-26T0423Z,team_sevilla,200,0.04
2026-08-26T0423Z,team_valencia,200,0.07
2026-08-26T0423Z,team_villarreal,200,0.06
2026-08-26T0423Z,af_alaves,200,0.10
2026-08-26T0423Z,af_athletic,200,0.03
2026-08-26T0423Z,af_atletico,200,0.03
2026-08-26T0423Z,af_barcelona,200,0.02
2026-08-26T0423Z,af_betis,200,0.04
2026-08-26T0423Z,af_celta,200,0.02
2026-08-26T0423Z,af_deportivo,200,0.03
2026-08-26T0423Z,af_elche,200,0.02
2026-08-26T0423Z,af_espanyol,200,0.02
2026-08-26T0423Z,af_getafe,200,0.02
2026-08-26T0423Z,af_levante,200,0.02
2026-08-26T0423Z,af_malaga,200,0.03
2026-08-26T0423Z,af_osasuna,200,0.03
2026-08-26T0423Z,af_racing,200,0.02
2026-08-26T0423Z,af_rayo-vallecano,200,0.03
2026-08-26T0423Z,af_real-madrid,200,0.02
2026-08-26T0423Z,af_real-sociedad,200,0.03
2026-08-26T0423Z,af_sevilla,200,0.03
2026-08-26T0423Z,af_valencia,200,0.02
2026-08-26T0423Z,af_villarreal,200,0.02
2026-08-26T0423Z,af_fixtures,200,0.02
2026-08-26T0423Z,elo,200,0.15
2026-08-26T0423Z,fd_2627,200,0.19
2026-08-26T0423Z,understat_2026,200,0.50
2026-08-26T0423Z,calendario,200,0.09
2026-08-26T0423Z,api_leagues,200,0.18
2026-08-26T0423Z,api_market,200,0.28
2026-08-26T0423Z,api_teams,200,0.58
2026-08-26T0423Z,api_lineup_38,200,0.15
2026-08-26T0423Z,api_activity_0,200,0.12
2026-08-26T0423Z,api_activity_1,200,0.17
2026-08-26T0423Z,api_offer_24338723,200,0.20
2026-08-26T0423Z,api_offer_24338726,200,0.20
2026-08-26T0423Z,api_offer_24338730,200,0.12
2026-08-26T0423Z,api_offer_24338731,200,0.11
2026-08-26T0423Z,api_offer_24338732,200,0.18
2026-08-26T0423Z,api_offer_24338733,200,0.20
2026-08-26T0423Z,api_offer_24338734,200,0.21
2026-08-26T0423Z,api_offer_30254398,200,0.20
2026-08-26T0423Z,api_offer_30254399,200,0.11
2026-08-26T0423Z,api_offer_32308191,200,0.20
2026-08-26T0423Z,api_offer_37280098,200,0.11
2026-08-26T0423Z,api_offer_44068749,200,0.12
2026-08-26T0423Z,api_offer_44068751,200,0.10
2026-08-26T0423Z,api_offer_47459928,200,0.11
2026-08-26T0455Z,market,200,0.17
2026-08-26T0455Z,points,200,0.07
2026-08-26T0455Z,fd_2627,200,0.23
2026-08-26T0455Z,understat_2026,200,0.44
2026-08-26T0455Z,api_leagues,200,0.16
2026-08-26T0455Z,api_market,200,0.27
2026-08-26T0455Z,api_teams,200,0.55
2026-08-26T0455Z,api_lineup_38,200,0.14
2026-08-26T0455Z,api_activity_0,200,0.12
2026-08-26T0455Z,api_activity_1,200,0.10
2026-08-26T0455Z,api_offer_24338723,200,0.11
2026-08-26T0455Z,api_offer_24338726,200,0.11
2026-08-26T0455Z,api_offer_24338731,200,0.13
2026-08-26T0455Z,api_offer_24338734,200,0.13
2026-08-26T0455Z,api_offer_30254398,200,0.17
2026-08-26T0455Z,api_offer_30254399,200,0.12
2026-08-26T0455Z,api_offer_32308191,200,0.12
2026-08-26T0455Z,api_offer_37280098,200,0.11
2026-08-26T0455Z,api_offer_44068749,200,0.12
2026-08-26T0455Z,api_offer_44068751,200,0.11
2026-08-26T0455Z,api_offer_47459928,200,0.11
2026-08-26T0455Z,api_player_265,200,0.01
2026-08-26T0455Z,api_player_637,200,0.10
2026-08-26T0455Z,api_player_255,200,0.10
2026-08-27T0505Z,market,200,0.17
2026-08-27T0505Z,points,200,0.08
2026-08-27T0505Z,team_alaves,200,0.05
2026-08-27T0505Z,team_athletic,200,0.05
2026-08-27T0505Z,team_atletico,200,0.05
2026-08-27T0505Z,team_barcelona,200,0.05
2026-08-27T0505Z,team_betis,200,0.07
2026-08-27T0505Z,team_celta,200,0.05
2026-08-27T0505Z,team_deportivo,200,0.09
2026-08-27T0505Z,team_elche,200,0.06
2026-08-27T0505Z,team_espanyol,200,0.05
2026-08-27T0505Z,team_getafe,200,0.05
2026-08-27T0505Z,team_levante,200,0.06
2026-08-27T0505Z,team_malaga,200,0.06
2026-08-27T0505Z,team_osasuna,200,0.05
2026-08-27T0505Z,team_racing,200,0.05
2026-08-27T0505Z,team_rayo-vallecano,200,0.06
2026-08-27T0505Z,team_real-madrid,200,0.06
2026-08-27T0505Z,team_real-sociedad,200,0.05
2026-08-27T0505Z,team_sevilla,200,0.05
2026-08-27T0505Z,team_valencia,200,0.08
2026-08-27T0505Z,team_villarreal,200,0.05
2026-08-27T0505Z,af_alaves,200,0.13
2026-08-27T0505Z,af_athletic,200,0.10
2026-08-27T0505Z,af_atletico,200,0.03
2026-08-27T0505Z,af_barcelona,200,0.02
2026-08-27T0505Z,af_betis,200,0.03
2026-08-27T0505Z,af_celta,200,0.02
2026-08-27T0505Z,af_deportivo,200,0.03
2026-08-27T0505Z,af_elche,200,0.03
2026-08-27T0505Z,af_espanyol,200,0.02
2026-08-27T0505Z,af_getafe,200,0.02
2026-08-27T0505Z,af_levante,200,0.02
2026-08-27T0505Z,af_malaga,200,0.03
2026-08-27T0505Z,af_osasuna,200,0.02
2026-08-27T0505Z,af_racing,200,0.02
2026-08-27T0505Z,af_rayo-vallecano,200,0.02
2026-08-27T0505Z,af_real-madrid,200,0.02
2026-08-27T0505Z,af_real-sociedad,200,0.02
2026-08-27T0505Z,af_sevilla,200,0.02
2026-08-27T0505Z,af_valencia,200,0.03
2026-08-27T0505Z,af_villarreal,200,0.02
2026-08-27T0505Z,af_fixtures,200,0.30
2026-08-27T0505Z,elo,200,0.23
2026-08-27T0505Z,fd_2627,200,0.23
2026-08-27T0505Z,understat_2026,200,0.59
2026-08-27T0505Z,calendario,200,0.11
2026-08-27T0505Z,api_leagues,200,0.17
2026-08-27T0505Z,match_22430-valencia-betis,200,0.05
2026-08-27T0505Z,match_22428-real-madrid-real-sociedad,200,0.04
2026-08-27T0505Z,api_market,200,0.38
2026-08-27T0505Z,api_teams,200,0.58
2026-08-27T0505Z,api_lineup_38,200,0.19
2026-08-27T0505Z,api_activity_0,200,0.11
2026-08-27T0505Z,api_activity_1,200,0.11
2026-08-27T0505Z,api_offer_24338723,200,0.11
2026-08-27T0505Z,api_offer_24338726,200,0.11
2026-08-27T0505Z,api_offer_24338731,200,0.11
2026-08-27T0505Z,api_offer_24338734,200,0.11
2026-08-27T0505Z,api_offer_30254398,200,0.16
2026-08-27T0505Z,api_offer_30254399,200,0.21
2026-08-27T0505Z,api_offer_32308191,200,0.11
2026-08-27T0505Z,api_offer_37280098,200,0.12
2026-08-27T0505Z,api_offer_44068749,200,0.11
2026-08-27T0505Z,api_offer_44068751,200,0.12
2026-08-27T0505Z,api_offer_47459928,200,0.10
2026-08-27T0505Z,api_player_3078,200,0.10
2026-08-27T0505Z,api_player_2759,200,0.10
2026-08-27T0510Z,market,200,0.19
2026-08-27T0510Z,points,200,0.06
2026-08-27T0510Z,fd_2627,200,0.19
2026-08-27T0510Z,understat_2026,200,0.38
2026-08-27T0510Z,api_leagues,200,0.18
2026-08-27T0510Z,api_market,200,0.46
2026-08-27T0510Z,api_teams,200,0.58
2026-08-27T0510Z,api_lineup_38,200,0.22
2026-08-27T0510Z,api_activity_0,200,0.11
2026-08-27T0510Z,api_activity_1,200,0.10
2026-08-27T0510Z,api_offer_24338723,200,0.13
2026-08-27T0510Z,api_offer_24338726,200,0.12
2026-08-27T0510Z,api_offer_24338731,200,0.14
2026-08-27T0510Z,api_offer_24338734,200,0.13
2026-08-27T0510Z,api_offer_30254398,200,0.11
2026-08-27T0510Z,api_offer_30254399,200,0.18
2026-08-27T0510Z,api_offer_32308191,200,0.11
2026-08-27T0510Z,api_offer_37280098,200,0.10
2026-08-27T0510Z,api_offer_44068749,200,0.10
2026-08-27T0510Z,api_offer_44068751,200,0.17
2026-08-27T0510Z,api_offer_47459928,200,0.10
2026-08-27T1037Z,market,200,0.15
2026-08-27T1037Z,points,200,0.07
2026-08-27T1037Z,fd_2627,200,0.22
2026-08-27T1037Z,understat_2026,200,0.49
2026-08-27T1037Z,api_leagues,200,0.46
2026-08-27T1037Z,api_market,200,0.38
2026-08-27T1037Z,api_teams,200,0.65
2026-08-27T1037Z,api_lineup_38,200,0.16
2026-08-27T1037Z,api_activity_0,200,0.11
2026-08-27T1037Z,api_activity_1,200,0.11
2026-08-27T1037Z,api_offer_24338723,200,0.17
2026-08-27T1037Z,api_offer_24338726,200,0.14
2026-08-27T1037Z,api_offer_24338731,200,0.22
2026-08-27T1037Z,api_offer_24338734,200,0.20
2026-08-27T1037Z,api_offer_30254398,200,0.20
2026-08-27T1037Z,api_offer_30254399,200,0.11
2026-08-27T1037Z,api_offer_32308191,200,0.17
2026-08-27T1037Z,api_offer_37280098,200,0.12
2026-08-27T1037Z,api_offer_44068749,200,0.21
2026-08-27T1037Z,api_offer_44068751,200,0.11
2026-08-27T1037Z,api_offer_47459928,200,0.11
2026-08-27T1618Z,market,200,0.22
2026-08-27T1618Z,points,200,0.08
2026-08-27T1618Z,team_alaves,200,0.18
2026-08-27T1618Z,team_athletic,200,0.05
2026-08-27T1618Z,team_atletico,200,0.05
2026-08-27T1618Z,team_barcelona,200,0.04
2026-08-27T1618Z,team_betis,200,0.07
2026-08-27T1618Z,team_celta,200,0.05
2026-08-27T1618Z,team_deportivo,200,0.09
2026-08-27T1618Z,team_elche,200,0.05
2026-08-27T1618Z,team_espanyol,200,0.06
2026-08-27T1618Z,team_getafe,200,0.07
2026-08-27T1618Z,team_levante,200,0.06
2026-08-27T1618Z,team_malaga,200,0.05
2026-08-27T1618Z,team_osasuna,200,0.04
2026-08-27T1618Z,team_racing,200,0.10
2026-08-27T1618Z,team_rayo-vallecano,200,0.20
2026-08-27T1618Z,team_real-madrid,200,0.06
2026-08-27T1618Z,team_real-sociedad,200,0.18
2026-08-27T1618Z,team_sevilla,200,0.06
2026-08-27T1618Z,team_valencia,200,0.08
2026-08-27T1618Z,team_villarreal,200,0.05
2026-08-27T1618Z,af_alaves,200,0.13
2026-08-27T1618Z,af_athletic,200,0.03
2026-08-27T1618Z,af_atletico,200,0.03
2026-08-27T1618Z,af_barcelona,200,0.02
2026-08-27T1618Z,af_betis,200,0.03
2026-08-27T1618Z,af_celta,200,0.02
2026-08-27T1618Z,af_deportivo,200,0.02
2026-08-27T1618Z,af_elche,200,0.04
2026-08-27T1618Z,af_espanyol,200,0.02
2026-08-27T1618Z,af_getafe,200,0.02
2026-08-27T1618Z,af_levante,200,0.03
2026-08-27T1618Z,af_malaga,200,0.03
2026-08-27T1618Z,af_osasuna,200,0.04
2026-08-27T1618Z,af_racing,200,0.03
2026-08-27T1618Z,af_rayo-vallecano,200,0.07
2026-08-27T1618Z,af_real-madrid,200,0.02
2026-08-27T1618Z,af_real-sociedad,200,0.06
2026-08-27T1618Z,af_sevilla,200,0.05
2026-08-27T1618Z,af_valencia,200,0.02
2026-08-27T1618Z,af_villarreal,200,0.02
2026-08-27T1618Z,fd_2627,200,0.21
2026-08-27T1618Z,understat_2026,200,0.49
2026-08-27T1618Z,api_leagues,200,0.19
2026-08-27T1618Z,api_market,200,0.38
2026-08-27T1618Z,api_teams,200,0.62
2026-08-27T1618Z,api_lineup_38,200,0.20
2026-08-27T1618Z,api_activity_0,200,0.11
2026-08-27T1618Z,api_activity_1,200,0.29
2026-08-27T1618Z,api_offer_24338723,200,0.11
2026-08-27T1618Z,api_offer_24338726,200,0.13
2026-08-27T1618Z,api_offer_24338731,200,0.12
2026-08-27T1618Z,api_offer_24338734,200,0.15
2026-08-27T1618Z,api_offer_30254398,200,0.11
2026-08-27T1618Z,api_offer_30254399,200,0.20
2026-08-27T1618Z,api_offer_32308191,200,0.12
2026-08-27T1618Z,api_offer_37280098,200,0.12
2026-08-27T1618Z,api_offer_44068749,200,0.13
2026-08-27T1618Z,api_offer_44068751,200,0.11
2026-08-27T1618Z,api_offer_47459928,200,0.11
2026-08-27T2137Z,market,200,0.23
2026-08-27T2137Z,points,200,0.06
2026-08-27T2137Z,fd_2627,200,0.27
2026-08-27T2137Z,understat_2026,200,0.48
2026-08-27T2137Z,api_leagues,200,0.18
2026-08-27T2137Z,api_market,200,0.34
2026-08-27T2137Z,api_teams,200,0.50
2026-08-27T2137Z,api_lineup_38,200,0.17
2026-08-27T2137Z,api_activity_0,200,0.23
2026-08-27T2137Z,api_activity_1,200,0.13
2026-08-27T2137Z,api_offer_24338723,200,0.11
2026-08-27T2137Z,api_offer_24338726,200,0.18
2026-08-27T2137Z,api_offer_24338731,200,0.13
2026-08-27T2137Z,api_offer_24338734,200,0.10
2026-08-27T2137Z,api_offer_30254398,200,0.18
2026-08-27T2137Z,api_offer_30254399,200,0.20
2026-08-27T2137Z,api_offer_32308191,200,0.20
2026-08-27T2137Z,api_offer_37280098,200,0.20
2026-08-27T2137Z,api_offer_44068749,200,0.11
2026-08-27T2137Z,api_offer_44068751,200,0.11
2026-08-27T2137Z,api_offer_47459928,200,0.19
2026-08-27T2137Z,api_player_2480,200,0.02
2026-08-27T2137Z,api_player_3086,200,0.09
2026-08-27T2245Z,market,200,0.17
2026-08-27T2245Z,points,200,0.08
2026-08-27T2245Z,team_alaves,200,0.05
2026-08-27T2245Z,team_athletic,200,0.08
2026-08-27T2245Z,team_atletico,200,0.05
2026-08-27T2245Z,team_barcelona,200,0.05
2026-08-27T2245Z,team_betis,200,0.05
2026-08-27T2245Z,team_celta,200,0.07
2026-08-27T2245Z,team_deportivo,200,0.12
2026-08-27T2245Z,team_elche,200,0.05
2026-08-27T2245Z,team_espanyol,200,0.11
2026-08-27T2245Z,team_getafe,200,0.08
2026-08-27T2245Z,team_levante,200,0.06
2026-08-27T2245Z,team_malaga,200,0.05
2026-08-27T2245Z,team_osasuna,200,0.05
2026-08-27T2245Z,team_racing,200,0.05
2026-08-27T2245Z,team_rayo-vallecano,200,0.05
2026-08-27T2245Z,team_real-madrid,200,0.05
2026-08-27T2245Z,team_real-sociedad,200,0.07
2026-08-27T2245Z,team_sevilla,200,0.06
2026-08-27T2245Z,team_valencia,200,0.07
2026-08-27T2245Z,team_villarreal,200,0.05
2026-08-27T2245Z,af_alaves,200,0.11
2026-08-27T2245Z,af_athletic,200,0.03
2026-08-27T2245Z,af_atletico,200,0.03
2026-08-27T2245Z,af_barcelona,200,0.03
2026-08-27T2245Z,af_betis,200,0.02
2026-08-27T2245Z,af_celta,200,0.02
2026-08-27T2245Z,af_deportivo,200,0.04
2026-08-27T2245Z,af_elche,200,0.03
2026-08-27T2245Z,af_espanyol,200,0.03
2026-08-27T2245Z,af_getafe,200,0.05
2026-08-27T2245Z,af_levante,200,0.02
2026-08-27T2245Z,af_malaga,200,0.02
2026-08-27T2245Z,af_osasuna,200,0.03
2026-08-27T2245Z,af_racing,200,0.02
2026-08-27T2245Z,af_rayo-vallecano,200,0.03
2026-08-27T2245Z,af_real-madrid,200,0.03
2026-08-27T2245Z,af_real-sociedad,200,0.03
2026-08-27T2245Z,af_sevilla,200,0.02
2026-08-27T2245Z,af_valencia,200,0.03
2026-08-27T2245Z,af_villarreal,200,0.03
2026-08-27T2245Z,fd_2627,200,0.20
2026-08-27T2245Z,understat_2026,200,0.50
2026-08-27T2245Z,api_leagues,200,0.17
2026-08-27T2245Z,api_market,200,0.39
2026-08-27T2245Z,api_teams,200,0.58
2026-08-27T2245Z,api_lineup_38,200,0.18
2026-08-27T2245Z,api_activity_0,200,0.11
2026-08-27T2245Z,api_activity_1,200,0.11
2026-08-27T2245Z,api_offer_24338723,200,0.12
2026-08-27T2245Z,api_offer_24338726,200,0.12
2026-08-27T2245Z,api_offer_24338731,200,0.21
2026-08-27T2245Z,api_offer_24338734,200,0.14
2026-08-27T2245Z,api_offer_30254398,200,0.12
2026-08-27T2245Z,api_offer_30254399,200,0.12
2026-08-27T2245Z,api_offer_32308191,200,0.11
2026-08-27T2245Z,api_offer_37280098,200,0.21
2026-08-27T2245Z,api_offer_44068749,200,0.12
2026-08-27T2245Z,api_offer_44068751,200,0.11
2026-08-27T2245Z,api_offer_47459928,200,0.11
2026-08-28T0623Z,market,200,0.17
2026-08-28T0623Z,points,200,0.07
2026-08-28T0623Z,team_alaves,200,0.07
2026-08-28T0623Z,team_athletic,200,0.06
2026-08-28T0623Z,team_atletico,200,0.05
2026-08-28T0623Z,team_barcelona,200,0.05
2026-08-28T0623Z,team_betis,200,0.07
2026-08-28T0623Z,team_celta,200,0.07
2026-08-28T0623Z,team_deportivo,200,0.06
2026-08-28T0623Z,team_elche,200,0.05
2026-08-28T0623Z,team_espanyol,200,0.07
2026-08-28T0623Z,team_getafe,200,0.12
2026-08-28T0623Z,team_levante,200,0.05
2026-08-28T0623Z,team_malaga,200,0.06
2026-08-28T0623Z,team_osasuna,200,0.05
2026-08-28T0623Z,team_racing,200,0.05
2026-08-28T0623Z,team_rayo-vallecano,200,0.07
2026-08-28T0623Z,team_real-madrid,200,0.05
2026-08-28T0623Z,team_real-sociedad,200,0.07
2026-08-28T0623Z,team_sevilla,200,0.05
2026-08-28T0623Z,team_valencia,200,0.07
2026-08-28T0623Z,team_villarreal,200,0.05
