observed_at,source,team_slug,player_name,player_slug,role,start_pct,status,note
2026-08-13T0923Z,futbolfantasy,rayo-vallecano,Marash Kumbulla,marash-kumbulla,sub,30,doubt,Lesión en el aductor Desde 22/04 (113 días) Disponible para la jornada 1
2026-08-13T0923Z,futbolfantasy,rayo-vallecano,Georgiy Tsitaishvili,georgiy-tsitaishvili,sub,10,ok,
2026-08-13T0923Z,futbolfantasy,rayo-vallecano,Dani Cárdenas,dani-cardenas,sub,5,ok,
2026-08-13T0923Z,futbolfantasy,rayo-vallecano,Raúl De Tomás,raul-de-tomas,sub,0,ok,
2026-08-13T0923Z,futbolfantasy,rayo-vallecano,Luiz Felipe,luiz-felipe,sub,0,injured,Rotura en los isquiotibiales Desde 16/04 (119 días) Baja hasta septiembre
2026-08-13T0923Z,futbolfantasy,real-madrid,Arda Güler,arda-gler,starter,60,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Dean Huijsen,dean-huijsen,starter,70,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Antonio Rüdiger,antonio-rudiger,starter,50,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Denzel Dumfries,denzel-dumfries,starter,50,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Brahim Díaz,brahim-diaz,starter,50,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Marc Cucurella,marc-cucurella,starter,70,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Federico Valverde,federico-valverde,starter,90,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Bernardo Silva,bernardo-silva,starter,50,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Kylian Mbappé,kylian-mbappe,starter,70,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Vinicius Junior,vinicius-junior,starter,90,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Thibaut Courtois,thibaut-courtois,starter,70,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Jude Bellingham,jude-bellingham,sub,50,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Ibrahima Konaté,ibrahima-konate,sub,50,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Trent Alexander-Arnold,trent-alexander-arnold,sub,50,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Yan Diomande,yan-diomande,sub,50,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Aurélien Tchouaméni,aurelien-tchouameni,sub,50,doubt,Molestias musculares Desde 10/08 (3 días) Disponible para la jornada 2
2026-08-13T0923Z,futbolfantasy,real-madrid,Eduardo Camavinga,eduardo-camavinga,sub,30,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Carlos Espí,carlos-espi,sub,30,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Álvaro F. Carreras,lvaro-fernandez-1,sub,30,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Andriy Lunin,andriy-lunin,sub,30,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Endrick,endrick,sub,10,ok,
2026-08-13T0923Z,futbolfantasy,real-madrid,Ferland Mendy,ferland-mendy,sub,0,injured,Lesión en el recto femoral Desde 03/05 (102 días) Baja hasta octubre
2026-08-13T0923Z,futbolfantasy,real-madrid,Raúl Asencio,raul-asencio-1,sub,0,injured,Lesión en el recto femoral Desde 29/07 (15 días) Baja hasta mediados de septiembre
2026-08-13T0923Z,futbolfantasy,real-madrid,Éder Militão,der-milito,sub,0,injured,Lesión en el bíceps femoral Desde 21/04 (114 días) Baja hasta finales de septiembre
2026-08-13T0923Z,futbolfantasy,real-madrid,Thiago Pitarch,thiago-pitarch,sub,0,injured,Esguince de rodilla Desde 22/07 (22 días) Baja hasta mediados de septiembre
2026-08-13T0923Z,futbolfantasy,real-madrid,Rodrygo Goes,rodrygo-goes,sub,0,injured,Rotura de ligamento cruzado y menisco Desde 02/03 (164 días) Baja hasta noviembre-diciembre
2026-08-13T0923Z,futbolfantasy,real-sociedad,Sergio Gómez,sergio-gomez,starter,80,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Jon Aramburu,jon-aramburu,starter,80,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Igor Zubeldia,igor-zubeldia,starter,80,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Jon Martín,jon-martin,starter,90,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Beñat Turrientes,benat-turrientes,starter,70,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Carlos Soler,carlos-soler,starter,80,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Yangel Herrera,yangel-herrera,starter,50,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Ander Barrenetxea,ander-barrenetxea,starter,70,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Takefusa Kubo,takefusa-kubo,starter,50,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Mikel Oyarzabal,mikel-oyarzabal,starter,60,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Álex Remiro,alex-remiro,starter,90,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Gonçalo Guedes,goncalo-guedes,sub,50,doubt,Lesión indeterminada Desde 05/08 (8 días) Duda para la jornada 2
2026-08-13T0923Z,futbolfantasy,real-sociedad,Luka Sucic,luka-sucic,sub,50,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Orri Steinn Óskarsson,orri-steinn-skarsson,sub,40,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Pablo Marín,pablo-marin,sub,30,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Jon Gorrotxategi,jon-gorrotxategi,sub,30,doubt,Pubalgia Desde 16/05 (89 días) Disponible para la jornada 2
2026-08-13T0923Z,futbolfantasy,real-sociedad,Arsen Zakharyan,arsen-zakharyan,sub,20,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Luken Beitia,luken-beitia,sub,20,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Aihen Muñoz,aihen-munoz,sub,20,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Job Ochieng,job-ochieng,sub,10,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Kazunari Kita,laliga-26-27,sub,10,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Jon Pacheco,jon-pacheco,sub,10,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Unai Marrero,unai-marrero,sub,10,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Jon Balda,jon-balda,sub,0,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Mikel Goti,mikel-goti,sub,0,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Javi López,javi-lopez-1,sub,0,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Iñaki Rupérez,inaki-ruperez,sub,0,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Jon Karrikaburu,jon-karrikaburu,sub,0,ok,
2026-08-13T0923Z,futbolfantasy,real-sociedad,Álvaro Odriozola,alvaro-odriozola,sub,0,injured,Rotura de lig. cruzado anterior Desde 21/02 (173 días) Baja hasta octubre
2026-08-13T0923Z,futbolfantasy,sevilla,Arouna Sangante,arouna-sangante,starter,50,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Lucien Agoume,lucien-agoume,starter,80,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Joaquín Oso,joaquin-oso,starter,50,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Gabriel Suazo,gabriel-suazo,starter,70,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Odysseas Vlachodimos,odysseas-vlachodimos,starter,90,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Kike Salas,kike-salas,starter,90,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Jon Guridi,jon-guridi,starter,70,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Juan Iglesias,juan-iglesias,starter,70,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Nico Guillén,nico-guillen,starter,60,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Isaac Romero,isaac-romero,starter,70,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Miguel Sierra,miguel-sierra,starter,70,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Peque,peque,sub,50,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Andrés Castrín,andres-castrin,sub,50,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Rubén Vargas,ruben-vargas,sub,50,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,José Ángel Carmona,jose-ngel-carmona,sub,50,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Julio Díaz,julio-diaz,sub,40,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Manu Bueno,manu-bueno,sub,30,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Marcão,marcao,sub,20,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Robbie Ure,robbie-ure,sub,20,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Fran González,fran-gonzalez-2,sub,10,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Chidera Ejuke,chidera-ejuke,sub,10,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Alfonso González,alfonso-gonzalez,sub,0,doubt,Lesión en el cuádriceps Desde 06/07 (38 días) Baja hasta mediados de agosto
2026-08-13T0923Z,futbolfantasy,sevilla,Adrià Pedrosa,adria-pedrosa,sub,0,ok,
2026-08-13T0923Z,futbolfantasy,sevilla,Fábio Cardoso,fabio-cardoso,sub,0,ok,
2026-08-13T0923Z,futbolfantasy,valencia,Justin de Haas,justin-de-haas,starter,70,ok,
2026-08-13T0923Z,futbolfantasy,valencia,César Tárrega,cesar-tarrega,starter,80,ok,
2026-08-13T0923Z,futbolfantasy,valencia,Javi Guerra,javi-guerra-1,starter,90,ok,
2026-08-13T0923Z,futbolfantasy,valencia,Ryunosuke Sato,ryunosuke-sato,starter,70,ok,
2026-08-13T0923Z,futbolfantasy,valencia,Filip Ugrinic,filip-ugrinic,starter,50,ok,
2026-08-13T0923Z,futbolfantasy,valencia,Pepelu,pepelu,starter,50,ok,
2026-08-13T0923Z,futbolfantasy,valencia,Hugo Duro,hugo-duro,starter,50,ok,
2026-08-13T0923Z,futbolfantasy,valencia,Stole Dimitrievski,stole-dimitrievski,starter,90,ok,
2026-08-13T0923Z,futbolfantasy,valencia,José Gayà,jose-gaya,starter,80,ok,
2026-08-13T0923Z,futbolfantasy,valencia,Guido Rodríguez,guido-rodriguez,starter,90,ok,
2026-08-13T0923Z,futbolfantasy,valencia,Jesús Vázquez,jesus-vazquez-1,starter,50,ok,
2026-08-13T0923Z,futbolfantasy,valencia,Aliou Dieng,aliou-dieng,sub,50,ok,
2026-08-13T0923Z,futbolfantasy,valencia,Dimitri Foulquier,dimitri-foulquier,sub,50,doubt,Sometido a artroscopia en la rodilla Desde 07/02 (187 días) Disponible para la jornada 2
2026-08-13T0923Z,futbolfantasy,valencia,Umar Sadiq,umar-sadiq,sub,50,ok,
2026-08-13T0923Z,futbolfantasy,valencia,Arnaut Danjuma,arnaut-danjuma,sub,40,ok,
2026-08-13T0923Z,futbolfantasy,valencia,Mouctar Diakhaby,mouctar-diakhaby,sub,40,ok,
2026-08-13T0923Z,futbolfantasy,valencia,André Almeida,andre-almeida-1,sub,30,ok,
2026-08-13T0923Z,futbolfantasy,valencia,Luis Rioja,luis-rioja,sub,20,doubt,Lesión en el cuádriceps Desde 04/08 (9 días) Duda para la jornada 2
2026-08-13T0923Z,futbolfantasy,valencia,Rubén Iranzo,ruben-iranzo,sub,10,doubt,Contusión Desde 24/07 (20 días) Disponible para la jornada 2
2026-08-13T0923Z,futbolfantasy,valencia,Iker Córdoba,iker-cordoba,sub,10,ok,
2026-08-13T0923Z,futbolfantasy,valencia,Daniel Raba,daniel-raba,sub,10,ok,
2026-08-13T0923Z,futbolfantasy,valencia,Cristian Rivero,cristian-rivero,sub,10,ok,
2026-08-13T0923Z,futbolfantasy,valencia,Alberto Mari,alberto-mari,sub,0,doubt,Lesión en el bíceps femoral Desde 01/03 (165 días) Duda para la jornada 2
2026-08-13T0923Z,futbolfantasy,valencia,Sergi Canós,sergi-canos,sub,0,injured,Rotura de lig. cruzado anterior Desde 13/05 (92 días) Baja hasta diciembre
2026-08-13T0923Z,futbolfantasy,valencia,José Manuel Copete,jose-manuel-copete,sub,0,injured,Rotura de menisco Desde 25/02 (169 días) Baja hasta octubre
2026-08-13T0923Z,futbolfantasy,valencia,Diego López,diego-lopez-1,sub,0,injured,Rotura de lig. cruzado anterior Desde 23/05 (82 días) Baja hasta diciembre
2026-08-13T0923Z,futbolfantasy,villarreal,Pape Gueye,pape-gueye,starter,70,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Carlos Romero,carlos-romero,starter,80,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Renato Veiga,renato-veiga,starter,70,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Juan Foyth,juan-foyth,starter,50,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Santi Comesaña,santi-comesana,starter,90,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Gerard Moreno,gerard-moreno,starter,60,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Nicolas Pépé,nicolas-pepe,starter,70,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Alberto Moleiro,alberto-moleiro,starter,80,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Luiz Junior,luiz-junior,starter,50,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Santiago Mouriño,santiago-mourino,starter,70,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Georges Mikautadze,georges-mikautadze,starter,80,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Pau Navarro,pau-navarro,sub,50,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Ayoze Pérez,ayoze-perez,sub,50,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Péter Gulácsi,peter-gulacsi,sub,40,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Carlos Macià,carlos-macia,sub,30,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Tajon Buchanan,tajon-buchanan,sub,30,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Alex Freeman,alex-freeman,sub,30,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Tani Oluwaseyi,tani-oluwaseyi,sub,30,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Sergi Cardona,sergi-cardona,sub,20,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Logan Costa,logan-costa,sub,20,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Alassane Diatta,alassane-diatta,sub,10,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Ilias Akhomach,ilias-akhomach,sub,10,ok,
2026-08-13T0923Z,futbolfantasy,villarreal,Willy Kambwala,willy-kambwala,sub,10,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Jonny Castro,jonny-castro,starter,70,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Ville Koski,ville-koski,starter,60,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Ángel Pérez,angel-perez-1,starter,80,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Carles Aleñá,carles-alena,starter,50,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Nahuel Tenaglia,nahuel-tenaglia,starter,90,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Youssef Enríquez,youssef-enriquez,starter,50,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Aitor Mañas,aitor-manas,starter,50,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Toni Martinez,antonio-martinez,starter,80,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Antonio Sivera,antonio-sivera,starter,95,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Pablo Ibáñez,pablo-ibanez,starter,70,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Antonio Blanco,antonio-blanco,starter,90,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Denis Suárez,denis-suarez,sub,50,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Abde Rebbach,abde-rebbach,sub,50,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Lucas Boyé,lucas-boye,sub,40,doubt,Molestias en el aductor Desde 07/08 (6 días) Duda para la jornada 1
2026-08-13T1040Z,futbolfantasy,alaves,Nicolás Valentini,nicolas-valentini,sub,30,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Mikel Rodriguez,mikel-rodriguez,sub,30,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Xanet Oláiz,xanet-olaiz,sub,30,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Miguel Rodríguez,miguel-rodriguez-1,sub,20,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Ander Guevara,ander-guevara,sub,20,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Hugo Novoa,hugo-novoa,sub,20,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Mariano Díaz,mariano-diaz,sub,20,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Carlos Benavidez,carlos-benavidez,sub,10,doubt,Lesión de rodilla Desde 18/07 (26 días) Disponible para la jornada 1
2026-08-13T1040Z,futbolfantasy,alaves,Jesús Owono,jesus-owono,sub,5,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Selu Diallo,selu-diallo,sub,0,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Moussa Diarra,moussa-diarra-1,sub,0,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Nikola Maras,nikola-maras,sub,0,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Adrián Rodríguez,adrian-rodriguez,sub,0,ok,
2026-08-13T1040Z,futbolfantasy,alaves,Facundo Garcés,facundo-garces,sub,0,unavailable,
2026-08-13T1040Z,futbolfantasy,athletic,Yeray Álvarez,yeray-alvarez,starter,70,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Jesús Areso,jesus-areso,starter,50,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Unai Simón,unai-simon,starter,90,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Aitor Paredes,aitor-paredes,starter,70,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Gorka Guruzeta,gorka-guruzeta,starter,80,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Iñaki Williams,inaki-williams,starter,60,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Íñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,starter,60,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Nico Williams,nico-williams,starter,50,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Yuri Berchiche,yuri-berchiche,starter,70,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Oihan Sancet,oihan-sancet,starter,70,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Mikel Jauregizar,mikel-jauregizar,starter,70,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Robert Navarro,robert-navarro,sub,50,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Peio Canales,peio-canales,sub,40,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Hugo Rincón,hugo-rincon,sub,40,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Beñat Prados,benat-prados,sub,30,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Álex Berenguer,alex-berenguer,sub,30,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Adama Boiro,adama-boiro,sub,30,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Dani Vivian,dani-vivian,sub,30,doubt,Lesión en el aductor Desde 16/07 (28 días) Duda para la jornada 2
2026-08-13T1040Z,futbolfantasy,athletic,Aymeric Laporte,aymeric-laporte,sub,30,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Alejandro Rego,alejandro-rego,sub,20,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Beñat Gerenabarrena,benat-gerenabarrena,sub,10,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Selton Sánchez,selton-sanchez,sub,10,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Nico Serrano,nico-serrano,sub,10,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Andoni Gorosabel,andoni-gorosabel,sub,10,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Álvaro Djaló,lvaro-djalo,sub,10,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Alex Padilla,alex-padilla,sub,10,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Unai Vencedor,unai-vencedor,sub,0,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Maroan Sannadi,maroan-sannadi,sub,0,ok,
2026-08-13T1040Z,futbolfantasy,athletic,Unai Egiluz,unai-egiluz,sub,0,injured,Rotura de lig. cruzado anterior Desde 15/05 (90 días) Baja hasta enero 2027
2026-08-13T1040Z,futbolfantasy,atletico,Kang-In Lee,lee-kang-in,starter,50,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Jan Oblak,jan-oblak,starter,90,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Álex Grimaldo,alex-grimaldo,starter,70,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Ademola Lookman,ademola-lookman,starter,80,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Giuliano Simeone,giuliano-simeone,starter,70,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Morten Hjulmand,morten-hjulmand,starter,60,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Pablo Barrios,pablo-barrios,starter,70,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Julián Álvarez,julian-lvarez,starter,50,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Robin Le Normand,robin-le-normand,starter,60,ok,
2026-08-13T1040Z,futbolfantasy,atletico,David Hancko,david-hancko,starter,80,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Marc Pubill,marc-pubill,starter,50,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Rodrigo Mendoza,rodrigo-mendoza,sub,50,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Arnau Ortiz,arnau-ortiz,sub,50,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Marcos Llorente,marcos-llorente,sub,50,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Koke Resurrección,koke-resurreccion,sub,40,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Álex Baena,lex-baena,sub,40,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Johnny Cardoso,johnny-cardoso,sub,30,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Jorge Domínguez,jorge-dominguez,sub,30,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Alexander Sorloth,alexander-sorloth,sub,20,doubt,Contractura muscular Desde 12/08 (1 día) Duda para la jornada 1
2026-08-13T1040Z,futbolfantasy,atletico,Javier Boñar,javier-bonar,sub,20,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Obed Vargas,obed-vargas,sub,20,ok,
2026-08-13T1040Z,futbolfantasy,atletico,José María Giménez,jose-maria-gimenez,sub,10,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Carlos Martín,carlos-martin,sub,10,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Juan Musso,juan-musso,sub,10,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Matteo Ruggeri,matteo-ruggeri,sub,0,ok,
2026-08-13T1040Z,futbolfantasy,atletico,Thomas Lemar,thomas-lemar,sub,0,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Raphinha,raphinha,starter,70,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Eric Garcia,eric-garcia,starter,50,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Pedri González,pedri-gonzalez,starter,60,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Alejandro Balde,alejandro-balde,starter,70,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Gerard Martín,gerard-martin,starter,80,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Marc Bernal,marc-bernal,starter,60,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Karim Adeyemi,karim-adeyemi,starter,50,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Pau Cubarsí,pau-cubarsi,starter,70,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Fermín López,fermin-lopez,starter,70,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Lamine Yamal,lamine-yamal,starter,60,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Joan Garcia,joan-garcia,starter,80,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Jules Koundé,jules-kounde,sub,50,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Pablo Gavi,pablo-gavi,sub,50,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Anthony Gordon,anthony-gordon,sub,50,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Dani Olmo,dani-olmo,sub,40,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Xavi Espart,xavi-espart,sub,40,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Andreas Christensen,andreas-christensen,sub,40,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Hamza Abdelkarim,hamza-abdelkarim,sub,30,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Wojciech Szczesny,wojciech-szczesny,sub,20,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Ferrán Torres,ferran-torres,sub,10,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Marc Casadó,marc-casado,sub,0,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Héctor Fort,hector-fort,sub,0,ok,
2026-08-13T1040Z,futbolfantasy,barcelona,Frenkie de Jong,frenkie-de-jong,sub,0,injured,Lesión de rodilla Desde 04/07 (40 días) Baja hasta octubre-noviembre
2026-08-13T1040Z,futbolfantasy,barcelona,Roony Bardghji,roony-bardghji,sub,0,injured,Rotura de lig. cruzado anterior Desde 10/08 (3 días) Baja hasta marzo
2026-08-13T1040Z,futbolfantasy,betis,Cucho Hernández,cucho-hernandez,starter,60,ok,
2026-08-13T1040Z,futbolfantasy,betis,Pablo Fornals,pablo-fornals,starter,80,ok,
2026-08-13T1040Z,futbolfantasy,betis,Héctor Bellerín,hector-bellerin,starter,70,ok,
2026-08-13T1040Z,futbolfantasy,betis,Diego Javier Llorente,diego-javier-llorente,starter,60,ok,
2026-08-13T1040Z,futbolfantasy,betis,Natan,natan,starter,80,ok,
2026-08-13T1040Z,futbolfantasy,betis,Álvaro Valles,alvaro-valles,starter,95,ok,
2026-08-13T1040Z,futbolfantasy,betis,Marc Roca,marc-roca,starter,60,ok,
2026-08-13T1040Z,futbolfantasy,betis,Isco Alarcón,isco-alarcon,starter,50,ok,
2026-08-13T1040Z,futbolfantasy,betis,Antony,antony,starter,60,ok,
2026-08-13T1040Z,futbolfantasy,betis,Fran García,fran-garcia,starter,80,ok,
2026-08-13T1040Z,futbolfantasy,betis,Rodrigo Riquelme,rodrigo-riquelme,starter,70,ok,
2026-08-13T1040Z,futbolfantasy,betis,Facundo Bernal,facundo-bernal,sub,50,ok,
2026-08-13T1040Z,futbolfantasy,betis,Nelson Deossa,nelson-deossa,sub,40,ok,
2026-08-13T1040Z,futbolfantasy,betis,Pablo García,pablo-garcia-1,sub,40,ok,
2026-08-13T1040Z,futbolfantasy,betis,Marc Bartra,marc-bartra,sub,40,ok,
