observed_at,source,match_id,path,jornada,home,away,score
2026-08-16T2253Z,futbolfantasy,22421,22421-alaves-getafe,1,alaves,getafe,3-0
2026-08-16T2253Z,futbolfantasy,22429,22429-sevilla-rayo,1,sevilla,rayo-vallecano,2-1
2026-08-16T2253Z,futbolfantasy,22427,22427-racing-villarreal,1,racing,villarreal,2-2
2026-08-16T2253Z,futbolfantasy,22425,22425-espanyol-levante,1,espanyol,levante,3-0
2026-08-16T2253Z,futbolfantasy,22424,22424-deportivo-elche,1,deportivo,elche,
2026-08-16T2253Z,futbolfantasy,22422,22422-atletico-malaga,1,atletico,malaga,
2026-08-16T2253Z,futbolfantasy,22430,22430-valencia-betis,1,valencia,betis,
2026-08-16T2253Z,futbolfantasy,22428,22428-real-madrid-real-sociedad,1,real-madrid,real-sociedad,
2026-08-16T2253Z,futbolfantasy,22423,22423-celta-osasuna,1,celta,osasuna,
2026-08-16T2253Z,futbolfantasy,22426,22426-barcelona-athletic,1,barcelona,athletic,
2026-08-16T2253Z,futbolfantasy,22440,22440-rayo-alaves,2,rayo-vallecano,alaves,
2026-08-16T2253Z,futbolfantasy,22441,22441-betis-real-sociedad,2,betis,real-sociedad,
2026-08-16T2253Z,futbolfantasy,22433,22433-athletic-sevilla,2,athletic,sevilla,
2026-08-16T2253Z,futbolfantasy,22442,22442-valencia-celta,2,valencia,celta,
2026-08-16T2253Z,futbolfantasy,22436,22436-espanyol-real-madrid,2,espanyol,real-madrid,
2026-08-16T2253Z,futbolfantasy,22434,22434-atletico-villarreal,2,atletico,villarreal,
2026-08-16T2253Z,futbolfantasy,22437,22437-getafe-racing,2,getafe,racing,
2026-08-16T2253Z,futbolfantasy,22435,22435-elche-barcelona,2,elche,barcelona,
2026-08-16T2253Z,futbolfantasy,22439,22439-osasuna-levante,2,osasuna,levante,
2026-08-16T2253Z,futbolfantasy,22438,22438-malaga-deportivo,2,malaga,deportivo,
2026-08-16T2253Z,futbolfantasy,22450,22450-racing-elche,3,racing,elche,
2026-08-16T2253Z,futbolfantasy,22444,22444-alaves-villarreal,3,alaves,villarreal,
2026-08-16T2253Z,futbolfantasy,22447,22447-levante-betis,3,levante,betis,
2026-08-16T2253Z,futbolfantasy,22451,22451-real-sociedad-espanyol,3,real-sociedad,espanyol,
2026-08-16T2253Z,futbolfantasy,22452,22452-sevilla-atletico,3,sevilla,atletico,
2026-08-16T2253Z,futbolfantasy,22449,22449-real-madrid-malaga,3,real-madrid,malaga,
2026-08-16T2253Z,futbolfantasy,22445,22445-deportivo-valencia,3,deportivo,valencia,
2026-08-16T2253Z,futbolfantasy,22443,22443-celta-athletic,3,celta,athletic,
2026-08-16T2253Z,futbolfantasy,22448,22448-osasuna-getafe,3,osasuna,getafe,
2026-08-16T2253Z,futbolfantasy,22446,22446-barcelona-rayo,3,barcelona,rayo-vallecano,
2026-08-16T2253Z,futbolfantasy,22453,22453-athletic-atletico,4,athletic,atletico,
2026-08-16T2253Z,futbolfantasy,22454,22454-alaves-osasuna,4,alaves,osasuna,
2026-08-16T2253Z,futbolfantasy,22455,22455-elche-real-sociedad,4,elche,real-sociedad,
2026-08-16T2253Z,futbolfantasy,22456,22456-espanyol-sevilla,4,espanyol,sevilla,
2026-08-16T2253Z,futbolfantasy,22457,22457-getafe-celta,4,getafe,celta,
2026-08-16T2253Z,futbolfantasy,22458,22458-malaga-levante,4,malaga,levante,
2026-08-16T2253Z,futbolfantasy,22459,22459-rayo-racing,4,rayo-vallecano,racing,
2026-08-16T2253Z,futbolfantasy,22460,22460-betis-real-madrid,4,betis,real-madrid,
2026-08-16T2253Z,futbolfantasy,22461,22461-valencia-barcelona,4,valencia,barcelona,
2026-08-16T2253Z,futbolfantasy,22462,22462-villarreal-deportivo,4,villarreal,deportivo,
2026-08-16T2253Z,futbolfantasy,22463,22463-athletic-elche,5,athletic,elche,
2026-08-16T2253Z,futbolfantasy,22464,22464-celta-malaga,5,celta,malaga,
2026-08-16T2253Z,futbolfantasy,22465,22465-getafe-deportivo,5,getafe,deportivo,
2026-08-16T2253Z,futbolfantasy,22466,22466-levante-barcelona,5,levante,barcelona,
2026-08-16T2253Z,futbolfantasy,22467,22467-osasuna-espanyol,5,osasuna,espanyol,
2026-08-16T2253Z,futbolfantasy,22468,22468-real-madrid-rayo,5,real-madrid,rayo-vallecano,
2026-08-16T2253Z,futbolfantasy,22469,22469-racing-alaves,5,racing,alaves,
2026-08-16T2253Z,futbolfantasy,22470,22470-real-sociedad-atletico,5,real-sociedad,atletico,
2026-08-16T2253Z,futbolfantasy,22471,22471-sevilla-valencia,5,sevilla,valencia,
2026-08-16T2253Z,futbolfantasy,22472,22472-villarreal-betis,5,villarreal,betis,
2026-08-16T2253Z,futbolfantasy,22473,22473-atletico-osasuna,6,atletico,osasuna,
2026-08-16T2253Z,futbolfantasy,22474,22474-alaves-valencia,6,alaves,valencia,
2026-08-16T2253Z,futbolfantasy,22475,22475-deportivo-sevilla,6,deportivo,sevilla,
2026-08-16T2253Z,futbolfantasy,22476,22476-elche-real-madrid,6,elche,real-madrid,
2026-08-16T2253Z,futbolfantasy,22477,22477-barcelona-racing,6,barcelona,racing,
2026-08-16T2253Z,futbolfantasy,22478,22478-levante-athletic,6,levante,athletic,
2026-08-16T2253Z,futbolfantasy,22479,22479-malaga-villarreal,6,malaga,villarreal,
2026-08-16T2253Z,futbolfantasy,22480,22480-rayo-espanyol,6,rayo-vallecano,espanyol,
2026-08-16T2253Z,futbolfantasy,22481,22481-betis-getafe,6,betis,getafe,
2026-08-16T2253Z,futbolfantasy,22482,22482-real-sociedad-celta,6,real-sociedad,celta,
2026-08-16T2253Z,futbolfantasy,22483,22483-athletic-alaves,7,athletic,alaves,
2026-08-16T2253Z,futbolfantasy,22484,22484-atletico-real-madrid,7,atletico,real-madrid,
2026-08-16T2253Z,futbolfantasy,22485,22485-celta-racing,7,celta,racing,
2026-08-16T2253Z,futbolfantasy,22486,22486-deportivo-betis,7,deportivo,betis,
2026-08-16T2253Z,futbolfantasy,22487,22487-espanyol-elche,7,espanyol,elche,
2026-08-16T2253Z,futbolfantasy,22488,22488-getafe-malaga,7,getafe,malaga,
2026-08-16T2253Z,futbolfantasy,22489,22489-osasuna-rayo,7,osasuna,rayo-vallecano,
2026-08-16T2253Z,futbolfantasy,22490,22490-sevilla-barcelona,7,sevilla,barcelona,
2026-08-16T2253Z,futbolfantasy,22491,22491-valencia-real-sociedad,7,valencia,real-sociedad,
2026-08-16T2253Z,futbolfantasy,22492,22492-villarreal-levante,7,villarreal,levante,
2026-08-16T2253Z,futbolfantasy,22493,22493-alaves-atletico,8,alaves,atletico,
2026-08-16T2253Z,futbolfantasy,22494,22494-elche-celta,8,elche,celta,
2026-08-16T2253Z,futbolfantasy,22495,22495-barcelona-getafe,8,barcelona,getafe,
2026-08-16T2253Z,futbolfantasy,22496,22496-levante-sevilla,8,levante,sevilla,
2026-08-16T2253Z,futbolfantasy,22497,22497-malaga-espanyol,8,malaga,espanyol,
2026-08-16T2253Z,futbolfantasy,22498,22498-rayo-athletic,8,rayo-vallecano,athletic,
2026-08-16T2253Z,futbolfantasy,22499,22499-betis-osasuna,8,betis,osasuna,
2026-08-16T2253Z,futbolfantasy,22500,22500-real-madrid-villarreal,8,real-madrid,villarreal,
2026-08-16T2253Z,futbolfantasy,22501,22501-racing-valencia,8,racing,valencia,
2026-08-16T2253Z,futbolfantasy,22502,22502-real-sociedad-deportivo,8,real-sociedad,deportivo,
2026-08-16T2253Z,futbolfantasy,22503,22503-celta-alaves,9,celta,alaves,
2026-08-16T2253Z,futbolfantasy,22504,22504-deportivo-levante,9,deportivo,levante,
2026-08-16T2253Z,futbolfantasy,22505,22505-espanyol-atletico,9,espanyol,atletico,
2026-08-16T2253Z,futbolfantasy,22506,22506-getafe-rayo,9,getafe,rayo-vallecano,
2026-08-16T2253Z,futbolfantasy,22507,22507-malaga-real-sociedad,9,malaga,real-sociedad,
2026-08-16T2253Z,futbolfantasy,22508,22508-osasuna-racing,9,osasuna,racing,
2026-08-16T2253Z,futbolfantasy,22509,22509-betis-barcelona,9,betis,barcelona,
2026-08-16T2253Z,futbolfantasy,22510,22510-real-madrid-sevilla,9,real-madrid,sevilla,
2026-08-16T2253Z,futbolfantasy,22511,22511-valencia-athletic,9,valencia,athletic,
2026-08-16T2253Z,futbolfantasy,22512,22512-villarreal-elche,9,villarreal,elche,
2026-08-16T2253Z,futbolfantasy,22513,22513-athletic-getafe,10,athletic,getafe,
2026-08-16T2253Z,futbolfantasy,22514,22514-atletico-deportivo,10,atletico,deportivo,
2026-08-16T2253Z,futbolfantasy,22515,22515-celta-betis,10,celta,betis,
2026-08-16T2253Z,futbolfantasy,22516,22516-alaves-malaga,10,alaves,malaga,
2026-08-16T2253Z,futbolfantasy,22517,22517-barcelona-real-madrid,10,barcelona,real-madrid,
2026-08-16T2253Z,futbolfantasy,22518,22518-rayo-elche,10,rayo-vallecano,elche,
2026-08-16T2253Z,futbolfantasy,22519,22519-racing-espanyol,10,racing,espanyol,
2026-08-16T2253Z,futbolfantasy,22520,22520-real-sociedad-levante,10,real-sociedad,levante,
2026-08-16T2253Z,futbolfantasy,22521,22521-sevilla-osasuna,10,sevilla,osasuna,
2026-08-16T2253Z,futbolfantasy,22522,22522-valencia-villarreal,10,valencia,villarreal,
2026-08-16T2253Z,futbolfantasy,22523,22523-athletic-real-sociedad,11,athletic,real-sociedad,
2026-08-16T2253Z,futbolfantasy,22524,22524-deportivo-osasuna,11,deportivo,osasuna,
2026-08-16T2253Z,futbolfantasy,22525,22525-elche-valencia,11,elche,valencia,
2026-08-16T2253Z,futbolfantasy,22526,22526-barcelona-alaves,11,barcelona,alaves,
2026-08-16T2253Z,futbolfantasy,22527,22527-getafe-sevilla,11,getafe,sevilla,
2026-08-16T2253Z,futbolfantasy,22528,22528-levante-atletico,11,levante,atletico,
2026-08-16T2253Z,futbolfantasy,22529,22529-rayo-celta,11,rayo-vallecano,celta,
2026-08-16T2253Z,futbolfantasy,22530,22530-betis-malaga,11,betis,malaga,
2026-08-16T2253Z,futbolfantasy,22531,22531-racing-real-madrid,11,racing,real-madrid,
2026-08-16T2253Z,futbolfantasy,22532,22532-villarreal-espanyol,11,villarreal,espanyol,
2026-08-16T2253Z,futbolfantasy,22533,22533-atletico-barcelona,12,atletico,barcelona,
2026-08-16T2253Z,futbolfantasy,22534,22534-celta-levante,12,celta,levante,
2026-08-16T2253Z,futbolfantasy,22535,22535-elche-betis,12,elche,betis,
2026-08-16T2253Z,futbolfantasy,22536,22536-espanyol-deportivo,12,espanyol,deportivo,
2026-08-16T2253Z,futbolfantasy,22537,22537-malaga-racing,12,malaga,racing,
2026-08-16T2253Z,futbolfantasy,22538,22538-osasuna-athletic,12,osasuna,athletic,
2026-08-16T2253Z,futbolfantasy,22539,22539-real-sociedad-rayo,12,real-sociedad,rayo-vallecano,
2026-08-16T2253Z,futbolfantasy,22540,22540-sevilla-alaves,12,sevilla,alaves,
2026-08-16T2253Z,futbolfantasy,22541,22541-valencia-real-madrid,12,valencia,real-madrid,
2026-08-16T2253Z,futbolfantasy,22542,22542-villarreal-getafe,12,villarreal,getafe,
2026-08-16T2253Z,futbolfantasy,22543,22543-athletic-espanyol,13,athletic,espanyol,
2026-08-16T2253Z,futbolfantasy,22544,22544-alaves-deportivo,13,alaves,deportivo,
2026-08-16T2253Z,futbolfantasy,22545,22545-barcelona-villarreal,13,barcelona,villarreal,
2026-08-16T2253Z,futbolfantasy,22546,22546-getafe-atletico,13,getafe,atletico,
2026-08-16T2253Z,futbolfantasy,22547,22547-levante-elche,13,levante,elche,
2026-08-16T2253Z,futbolfantasy,22548,22548-osasuna-malaga,13,osasuna,malaga,
2026-08-16T2253Z,futbolfantasy,22549,22549-rayo-valencia,13,rayo-vallecano,valencia,
2026-08-16T2253Z,futbolfantasy,22550,22550-real-madrid-celta,13,real-madrid,celta,
2026-08-16T2253Z,futbolfantasy,22551,22551-racing-real-sociedad,13,racing,real-sociedad,
2026-08-16T2253Z,futbolfantasy,22552,22552-sevilla-betis,13,sevilla,betis,
2026-08-16T2253Z,futbolfantasy,22553,22553-celta-villarreal,14,celta,villarreal,
2026-08-16T2253Z,futbolfantasy,22554,22554-deportivo-barcelona,14,deportivo,barcelona,
2026-08-16T2253Z,futbolfantasy,22555,22555-elche-atletico,14,elche,atletico,
2026-08-16T2253Z,futbolfantasy,22556,22556-espanyol-getafe,14,espanyol,getafe,
2026-08-16T2253Z,futbolfantasy,22557,22557-levante-racing,14,levante,racing,
2026-08-16T2253Z,futbolfantasy,22558,22558-malaga-athletic,14,malaga,athletic,
2026-08-16T2253Z,futbolfantasy,22559,22559-betis-rayo,14,betis,rayo-vallecano,
2026-08-16T2253Z,futbolfantasy,22560,22560-real-madrid-alaves,14,real-madrid,alaves,
2026-08-16T2253Z,futbolfantasy,22588,22588-real-sociedad-sevilla,14,real-sociedad,sevilla,
2026-08-16T2253Z,futbolfantasy,22589,22589-valencia-osasuna,14,valencia,osasuna,
2026-08-16T2253Z,futbolfantasy,22590,22590-athletic-real-madrid,15,athletic,real-madrid,
2026-08-16T2253Z,futbolfantasy,22591,22591-atletico-betis,15,atletico,betis,
2026-08-16T2253Z,futbolfantasy,22592,22592-alaves-espanyol,15,alaves,espanyol,
2026-08-16T2253Z,futbolfantasy,22593,22593-barcelona-celta,15,barcelona,celta,
2026-08-16T2253Z,futbolfantasy,22594,22594-getafe-valencia,15,getafe,valencia,
2026-08-16T2253Z,futbolfantasy,22595,22595-osasuna-elche,15,osasuna,elche,
2026-08-16T2253Z,futbolfantasy,22596,22596-rayo-levante,15,rayo-vallecano,levante,
2026-08-16T2253Z,futbolfantasy,22597,22597-racing-deportivo,15,racing,deportivo,
2026-08-16T2253Z,futbolfantasy,22598,22598-sevilla-malaga,15,sevilla,malaga,
2026-08-16T2253Z,futbolfantasy,22599,22599-villarreal-real-sociedad,15,villarreal,real-sociedad,
2026-08-16T2253Z,futbolfantasy,22600,22600-atletico-valencia,16,atletico,valencia,
2026-08-16T2253Z,futbolfantasy,22601,22601-deportivo-athletic,16,deportivo,athletic,
2026-08-16T2253Z,futbolfantasy,22602,22602-elche-sevilla,16,elche,sevilla,
2026-08-16T2253Z,futbolfantasy,22603,22603-espanyol-celta,16,espanyol,celta,
2026-08-16T2253Z,futbolfantasy,22604,22604-levante-alaves,16,levante,alaves,
2026-08-16T2253Z,futbolfantasy,22605,22605-malaga-barcelona,16,malaga,barcelona,
2026-08-16T2253Z,futbolfantasy,22606,22606-betis-racing,16,betis,racing,
2026-08-16T2253Z,futbolfantasy,22607,22607-real-madrid-osasuna,16,real-madrid,osasuna,
2026-08-16T2253Z,futbolfantasy,22608,22608-real-sociedad-getafe,16,real-sociedad,getafe,
2026-08-16T2253Z,futbolfantasy,22609,22609-villarreal-rayo,16,villarreal,rayo-vallecano,
2026-08-16T2253Z,futbolfantasy,22610,22610-athletic-betis,17,athletic,betis,
2026-08-16T2253Z,futbolfantasy,22611,22611-celta-atletico,17,celta,atletico,
2026-08-16T2253Z,futbolfantasy,22612,22612-alaves-elche,17,alaves,elche,
2026-08-16T2253Z,futbolfantasy,22613,22613-deportivo-real-madrid,17,deportivo,real-madrid,
2026-08-16T2253Z,futbolfantasy,22614,22614-barcelona-real-sociedad,17,barcelona,real-sociedad,
2026-08-16T2253Z,futbolfantasy,22615,22615-getafe-levante,17,getafe,levante,
2026-08-16T2253Z,futbolfantasy,22616,22616-osasuna-villarreal,17,osasuna,villarreal,
2026-08-16T2253Z,futbolfantasy,22617,22617-rayo-malaga,17,rayo-vallecano,malaga,
2026-08-16T2253Z,futbolfantasy,22618,22618-sevilla-racing,17,sevilla,racing,
2026-08-16T2253Z,futbolfantasy,22619,22619-valencia-espanyol,17,valencia,espanyol,
2026-08-16T2253Z,futbolfantasy,22620,22620-celta-deportivo,18,celta,deportivo,
2026-08-16T2253Z,futbolfantasy,22621,22621-espanyol-barcelona,18,espanyol,barcelona,
2026-08-16T2253Z,futbolfantasy,22622,22622-levante-valencia,18,levante,valencia,
2026-08-16T2253Z,futbolfantasy,22623,22623-malaga-elche,18,malaga,elche,
2026-08-16T2253Z,futbolfantasy,22624,22624-rayo-atletico,18,rayo-vallecano,atletico,
2026-08-16T2253Z,futbolfantasy,22625,22625-betis-alaves,18,betis,alaves,
2026-08-16T2253Z,futbolfantasy,22626,22626-real-madrid-getafe,18,real-madrid,getafe,
2026-08-16T2253Z,futbolfantasy,22627,22627-racing-athletic,18,racing,athletic,
2026-08-16T2253Z,futbolfantasy,22628,22628-real-sociedad-osasuna,18,real-sociedad,osasuna,
2026-08-16T2253Z,futbolfantasy,22629,22629-villarreal-sevilla,18,villarreal,sevilla,
2026-08-16T2253Z,futbolfantasy,22630,22630-athletic-villarreal,19,athletic,villarreal,
2026-08-16T2253Z,futbolfantasy,22631,22631-atletico-racing,19,atletico,racing,
2026-08-16T2253Z,futbolfantasy,22632,22632-alaves-real-sociedad,19,alaves,real-sociedad,
2026-08-16T2253Z,futbolfantasy,22633,22633-deportivo-rayo,19,deportivo,rayo-vallecano,
2026-08-16T2253Z,futbolfantasy,22634,22634-elche-getafe,19,elche,getafe,
2026-08-16T2253Z,futbolfantasy,22635,22635-espanyol-betis,19,espanyol,betis,
2026-08-16T2253Z,futbolfantasy,22636,22636-osasuna-barcelona,19,osasuna,barcelona,
2026-08-16T2253Z,futbolfantasy,22637,22637-real-madrid-levante,19,real-madrid,levante,
2026-08-16T2253Z,futbolfantasy,22638,22638-sevilla-celta,19,sevilla,celta,
2026-08-16T2253Z,futbolfantasy,22639,22639-valencia-malaga,19,valencia,malaga,
2026-08-16T2253Z,futbolfantasy,22640,22640-atletico-real-sociedad,20,atletico,real-sociedad,
2026-08-16T2253Z,futbolfantasy,22641,22641-celta-valencia,20,celta,valencia,
2026-08-16T2253Z,futbolfantasy,22642,22642-barcelona-elche,20,barcelona,elche,
2026-08-16T2253Z,futbolfantasy,22643,22643-getafe-athletic,20,getafe,athletic,
2026-08-16T2253Z,futbolfantasy,22644,22644-levante-espanyol,20,levante,espanyol,
2026-08-16T2253Z,futbolfantasy,22645,22645-malaga-real-madrid,20,malaga,real-madrid,
2026-08-16T2253Z,futbolfantasy,22646,22646-rayo-sevilla,20,rayo-vallecano,sevilla,
2026-08-16T2253Z,futbolfantasy,22647,22647-betis-deportivo,20,betis,deportivo,
2026-08-16T2253Z,futbolfantasy,22648,22648-racing-osasuna,20,racing,osasuna,
2026-08-16T2253Z,futbolfantasy,22649,22649-villarreal-alaves,20,villarreal,alaves,
2026-08-16T2253Z,futbolfantasy,22650,22650-athletic-levante,21,athletic,levante,
2026-08-16T2253Z,futbolfantasy,22651,22651-alaves-barcelona,21,alaves,barcelona,
2026-08-16T2253Z,futbolfantasy,22652,22652-deportivo-atletico,21,deportivo,atletico,
2026-08-16T2253Z,futbolfantasy,22653,22653-elche-rayo,21,elche,rayo-vallecano,
2026-08-16T2253Z,futbolfantasy,22654,22654-espanyol-villarreal,21,espanyol,villarreal,
2026-08-16T2253Z,futbolfantasy,22655,22655-getafe-osasuna,21,getafe,osasuna,
2026-08-16T2253Z,futbolfantasy,22656,22656-real-madrid-betis,21,real-madrid,betis,
2026-08-16T2253Z,futbolfantasy,22657,22657-racing-celta,21,racing,celta,
2026-08-16T2253Z,futbolfantasy,22658,22658-real-sociedad-malaga,21,real-sociedad,malaga,
2026-08-16T2253Z,futbolfantasy,22659,22659-valencia-sevilla,21,valencia,sevilla,
2026-08-16T2253Z,futbolfantasy,22660,22660-atletico-espanyol,22,atletico,espanyol,
2026-08-16T2253Z,futbolfantasy,22661,22661-celta-getafe,22,celta,getafe,
2026-08-16T2253Z,futbolfantasy,22662,22662-barcelona-valencia,22,barcelona,valencia,
2026-08-16T2253Z,futbolfantasy,22663,22663-levante-real-sociedad,22,levante,real-sociedad,
2026-08-16T2253Z,futbolfantasy,22664,22664-malaga-alaves,22,malaga,alaves,
2026-08-16T2253Z,futbolfantasy,22665,22665-osasuna-deportivo,22,osasuna,deportivo,
2026-08-16T2253Z,futbolfantasy,22666,22666-rayo-real-madrid,22,rayo-vallecano,real-madrid,
2026-08-16T2253Z,futbolfantasy,22667,22667-betis-elche,22,betis,elche,
2026-08-16T2253Z,futbolfantasy,22668,22668-sevilla-athletic,22,sevilla,athletic,
2026-08-16T2253Z,futbolfantasy,22669,22669-villarreal-racing,22,villarreal,racing,
2026-08-16T2253Z,futbolfantasy,22670,22670-athletic-osasuna,23,athletic,osasuna,
2026-08-16T2253Z,futbolfantasy,22671,22671-alaves-celta,23,alaves,celta,
2026-08-16T2253Z,futbolfantasy,22672,22672-deportivo-malaga,23,deportivo,malaga,
2026-08-16T2253Z,futbolfantasy,22673,22673-elche-levante,23,elche,levante,
2026-08-16T2253Z,futbolfantasy,22674,22674-espanyol-rayo,23,espanyol,rayo-vallecano,
2026-08-16T2253Z,futbolfantasy,22675,22675-barcelona-atletico,23,barcelona,atletico,
2026-08-16T2253Z,futbolfantasy,22676,22676-getafe-villarreal,23,getafe,villarreal,
2026-08-16T2253Z,futbolfantasy,22677,22677-betis-sevilla,23,betis,sevilla,
2026-08-16T2253Z,futbolfantasy,22678,22678-real-sociedad-real-madrid,23,real-sociedad,real-madrid,
2026-08-16T2253Z,futbolfantasy,22679,22679-valencia-racing,23,valencia,racing,
2026-08-16T2253Z,futbolfantasy,22680,22680-celta-rayo,24,celta,rayo-vallecano,
2026-08-16T2253Z,futbolfantasy,22681,22681-elche-deportivo,24,elche,deportivo,
2026-08-16T2253Z,futbolfantasy,22682,22682-levante-malaga,24,levante,malaga,
2026-08-16T2253Z,futbolfantasy,22683,22683-osasuna-atletico,24,osasuna,atletico,
2026-08-16T2253Z,futbolfantasy,22684,22684-real-madrid-athletic,24,real-madrid,athletic,
2026-08-16T2253Z,futbolfantasy,22685,22685-racing-getafe,24,racing,getafe,
2026-08-16T2253Z,futbolfantasy,22686,22686-real-sociedad-betis,24,real-sociedad,betis,
2026-08-16T2253Z,futbolfantasy,22687,22687-sevilla-espanyol,24,sevilla,espanyol,
2026-08-16T2253Z,futbolfantasy,22688,22688-valencia-alaves,24,valencia,alaves,
2026-08-16T2253Z,futbolfantasy,22689,22689-villarreal-barcelona,24,villarreal,barcelona,
2026-08-16T2253Z,futbolfantasy,22690,22690-athletic-celta,25,athletic,celta,
2026-08-16T2253Z,futbolfantasy,22691,22691-atletico-elche,25,atletico,elche,
2026-08-16T2253Z,futbolfantasy,22692,22692-alaves-racing,25,alaves,racing,
2026-08-16T2253Z,futbolfantasy,22693,22693-deportivo-real-sociedad,25,deportivo,real-sociedad,
2026-08-16T2253Z,futbolfantasy,22694,22694-espanyol-osasuna,25,espanyol,osasuna,
2026-08-16T2253Z,futbolfantasy,22695,22695-barcelona-levante,25,barcelona,levante,
2026-08-16T2253Z,futbolfantasy,22696,22696-malaga-betis,25,malaga,betis,
2026-08-16T2253Z,futbolfantasy,22697,22697-rayo-getafe,25,rayo-vallecano,getafe,
2026-08-16T2253Z,futbolfantasy,22698,22698-sevilla-real-madrid,25,sevilla,real-madrid,
2026-08-16T2253Z,futbolfantasy,22699,22699-villarreal-valencia,25,villarreal,valencia,
2026-08-16T2253Z,futbolfantasy,22700,22700-athletic-barcelona,26,athletic,barcelona,
2026-08-16T2253Z,futbolfantasy,22701,22701-celta-espanyol,26,celta,espanyol,
2026-08-16T2253Z,futbolfantasy,22702,22702-getafe-alaves,26,getafe,alaves,
2026-08-16T2253Z,futbolfantasy,22703,22703-levante-deportivo,26,levante,deportivo,
2026-08-16T2253Z,futbolfantasy,22704,22704-malaga-atletico,26,malaga,atletico,
2026-08-16T2253Z,futbolfantasy,22705,22705-osasuna-sevilla,26,osasuna,sevilla,
2026-08-16T2253Z,futbolfantasy,22706,22706-betis-villarreal,26,betis,villarreal,
2026-08-16T2253Z,futbolfantasy,22707,22707-real-madrid-valencia,26,real-madrid,valencia,
2026-08-16T2253Z,futbolfantasy,22708,22708-racing-rayo,26,racing,rayo-vallecano,
2026-08-16T2253Z,futbolfantasy,22709,22709-real-sociedad-elche,26,real-sociedad,elche,
2026-08-16T2253Z,futbolfantasy,22710,22710-atletico-celta,27,atletico,celta,
2026-08-16T2253Z,futbolfantasy,22711,22711-alaves-athletic,27,alaves,athletic,
2026-08-16T2253Z,futbolfantasy,22712,22712-deportivo-getafe,27,deportivo,getafe,
2026-08-16T2253Z,futbolfantasy,22713,22713-elche-malaga,27,elche,malaga,
2026-08-16T2253Z,futbolfantasy,22714,22714-espanyol-racing,27,espanyol,racing,
2026-08-16T2253Z,futbolfantasy,22715,22715-barcelona-betis,27,barcelona,betis,
2026-08-16T2253Z,futbolfantasy,22716,22716-rayo-osasuna,27,rayo-vallecano,osasuna,
2026-08-16T2253Z,futbolfantasy,22717,22717-sevilla-real-sociedad,27,sevilla,real-sociedad,
2026-08-16T2253Z,futbolfantasy,22718,22718-valencia-levante,27,valencia,levante,
2026-08-16T2253Z,futbolfantasy,22719,22719-villarreal-real-madrid,27,villarreal,real-madrid,
2026-08-16T2253Z,futbolfantasy,22720,22720-athletic-valencia,28,athletic,valencia,
2026-08-16T2253Z,futbolfantasy,22721,22721-alaves-sevilla,28,alaves,sevilla,
2026-08-16T2253Z,futbolfantasy,22722,22722-elche-villarreal,28,elche,villarreal,
2026-08-16T2253Z,futbolfantasy,22723,22723-barcelona-deportivo,28,barcelona,deportivo,
2026-08-16T2253Z,futbolfantasy,22724,22724-getafe-real-sociedad,28,getafe,real-sociedad,
2026-08-16T2253Z,futbolfantasy,22725,22725-malaga-rayo,28,malaga,rayo-vallecano,
2026-08-16T2253Z,futbolfantasy,22726,22726-osasuna-celta,28,osasuna,celta,
2026-08-16T2253Z,futbolfantasy,22727,22727-betis-levante,28,betis,levante,
2026-08-16T2253Z,futbolfantasy,22728,22728-real-madrid-espanyol,28,real-madrid,espanyol,
2026-08-16T2253Z,futbolfantasy,22729,22729-racing-atletico,28,racing,atletico,
2026-08-16T2253Z,futbolfantasy,22730,22730-atletico-getafe,29,atletico,getafe,
2026-08-16T2253Z,futbolfantasy,22731,22731-celta-real-madrid,29,celta,real-madrid,
2026-08-16T2253Z,futbolfantasy,22732,22732-espanyol-athletic,29,espanyol,athletic,
2026-08-16T2253Z,futbolfantasy,22733,22733-levante-osasuna,29,levante,osasuna,
2026-08-16T2253Z,futbolfantasy,22734,22734-rayo-barcelona,29,rayo-vallecano,barcelona,
2026-08-16T2253Z,futbolfantasy,22735,22735-racing-betis,29,racing,betis,
2026-08-16T2253Z,futbolfantasy,22736,22736-real-sociedad-alaves,29,real-sociedad,alaves,
2026-08-16T2253Z,futbolfantasy,22737,22737-sevilla-elche,29,sevilla,elche,
2026-08-16T2253Z,futbolfantasy,22738,22738-valencia-deportivo,29,valencia,deportivo,
2026-08-16T2253Z,futbolfantasy,22739,22739-villarreal-malaga,29,villarreal,malaga,
2026-08-16T2253Z,futbolfantasy,22740,22740-athletic-racing,30,athletic,racing,
2026-08-16T2253Z,futbolfantasy,22741,22741-deportivo-villarreal,30,deportivo,villarreal,
2026-08-16T2253Z,futbolfantasy,22742,22742-elche-alaves,30,elche,alaves,
2026-08-16T2253Z,futbolfantasy,22743,22743-barcelona-sevilla,30,barcelona,sevilla,
2026-08-16T2253Z,futbolfantasy,22744,22744-getafe-espanyol,30,getafe,espanyol,
2026-08-16T2253Z,futbolfantasy,22745,22745-levante-rayo,30,levante,rayo-vallecano,
2026-08-16T2253Z,futbolfantasy,22746,22746-malaga-osasuna,30,malaga,osasuna,
2026-08-16T2253Z,futbolfantasy,22747,22747-betis-celta,30,betis,celta,
2026-08-16T2253Z,futbolfantasy,22748,22748-real-madrid-atletico,30,real-madrid,atletico,
