observed_at,source,season,understat_id,player_name,team_title,team,position,games,minutes,goals,assists,xg,xa,npg,npxg,shots,key_passes
2026-08-21T0630Z,understat,2025,3423,Kylian Mbappe-Lottin,Real Madrid,real-madrid,F S,31,2623,25,5,25.796528611332178,7.240631651133299,17,19.107029650360346,146,65
2026-08-21T0630Z,understat,2025,9002,Vedat Muriqi,Mallorca,,F S,37,3150,23,1,21.630785251036286,2.4853103263303638,18,16.427841836586595,114,24
2026-08-21T0630Z,understat,2025,1235,Ante Budimir,Osasuna,osasuna,F S,37,2995,17,0,19.191765047609806,1.7123363316059113,11,13.24554404988885,103,16
2026-08-21T0630Z,understat,2025,6441,Ferrán Torres,Barcelona,barcelona,F M S,33,2025,16,2,16.183371974155307,3.157755734398961,16,16.183371974155307,69,23
2026-08-21T0630Z,understat,2025,7008,Vinícius Júnior,Real Madrid,real-madrid,F M S,36,2865,16,5,14.403762575238943,7.155190063640475,12,10.687374416738749,100,69
2026-08-21T0630Z,understat,2025,11527,Lamine Yamal,Barcelona,barcelona,F M S,28,2291,16,11,14.664689928293228,12.566995456814766,13,11.691579438745975,117,73
2026-08-21T0630Z,understat,2025,2234,Mikel Oyarzabal,Real Sociedad,real-sociedad,F S,34,2727,15,4,16.028234442695975,5.957455115392804,8,10.825419073924422,79,42
2026-08-21T0630Z,understat,2025,227,Robert Lewandowski,Barcelona,barcelona,F S,31,1630,14,2,16.066804450005293,2.2795287035405636,13,13.836971666663885,63,13
2026-08-21T0630Z,understat,2025,2543,Borja Iglesias,Celta Vigo,celta,F S,35,1903,14,2,11.60863982141018,1.6599800884723663,10,8.635529387742281,46,17
2026-08-21T0630Z,understat,2025,6400,Antonio Martínez,Alaves,alaves,F S,37,2750,14,3,12.836471602320671,3.8200031016021967,13,12.09319394826889,93,24
2026-08-21T0630Z,understat,2025,6531,Alexander Sørloth,Atletico Madrid,atletico,F S,35,1955,13,0,13.927608631551266,1.2237359210848808,13,13.927608631551266,68,10
2026-08-21T0630Z,understat,2025,8026,Raphinha,Barcelona,barcelona,F M S,22,1424,13,3,11.12714341841638,5.906838221475482,10,8.897310553118587,65,40
2026-08-21T0630Z,understat,2025,8187,Georges Mikautadze,Villarreal,villarreal,F S,33,2155,13,6,15.062094315886497,4.149701787158847,13,15.062094315886497,66,29
2026-08-21T0630Z,understat,2025,1189,Lucas Boyé,Alaves,alaves,F M S,29,1960,11,1,11.103807976469398,2.709607819095254,8,8.873975029215217,63,28
2026-08-21T0630Z,understat,2025,6954,Juan Camilo Hernández,Real Betis,betis,F S,32,2623,11,3,12.400350131094456,4.870423881337047,10,11.657072521746159,89,34
2026-08-21T0630Z,understat,2025,13769,Carlos Espí,Levante,levante,F S,25,1328,11,0,9.884630508720875,0.6899255998432636,11,9.884630508720875,57,9
2026-08-21T0630Z,understat,2025,2120,Gerard Moreno,Villarreal,villarreal,F S,22,1368,10,0,7.015236139297485,3.00478845089674,7,4.78540326654911,39,23
2026-08-21T0630Z,understat,2025,6170,André Silva,Elche,elche,F S,31,1858,10,0,10.836609966121614,1.556909404695034,7,8.606777063570917,57,22
2026-08-21T0630Z,understat,2025,6637,Hugo Duro,Valencia,valencia,F S,36,1979,10,0,10.062427267432213,1.7364629544317722,9,8.575872018933296,36,17
2026-08-21T0630Z,understat,2025,7020,Gorka Guruzeta,Athletic Club,athletic,F M S,35,2401,10,3,11.726107958704233,3.5015047043561935,9,10.982830349355936,84,26
2026-08-21T0630Z,understat,2025,8107,Jorge De Frutos,Rayo Vallecano,rayo-vallecano,F M S,36,2526,10,1,12.133321626111865,3.344836812466383,9,11.390043957158923,63,31
2026-08-21T0630Z,understat,2025,10095,Abdessamad Ezzalzouli,Real Betis,betis,F M S,29,2275,10,8,10.301263853907585,6.2180118300020695,10,10.301263853907585,73,32
2026-08-21T0630Z,understat,2025,11783,Akor Adams,Sevilla,sevilla,F S,32,2048,10,3,10.047341846860945,1.1498911064118147,7,7.8175089890137315,61,13
2026-08-21T0630Z,understat,2025,12160,Alberto Moleiro,Villarreal,villarreal,F M S,38,2535,10,5,5.6144147682935,5.77781119197607,10,5.6144147682935,46,38
2026-08-21T0630Z,understat,2025,2335,Pablo Fornals,Real Betis,betis,F M S,37,2912,9,6,4.941328717395663,7.8924933429807425,9,4.941328717395663,43,84
2026-08-21T0630Z,understat,2025,5656,Nicolas Pepe,Villarreal,villarreal,F M S,37,2497,9,8,9.80356877669692,8.080096108838916,7,8.317013502120972,65,55
2026-08-21T0630Z,understat,2025,8549,Ferrán Jutglà,Celta Vigo,celta,F M S,30,1702,9,3,6.59795877058059,1.5541915334761143,9,6.59795877058059,45,15
2026-08-21T0630Z,understat,2025,13048,Orri Óskarsson,Real Sociedad,real-sociedad,F S,20,822,9,0,7.336163688451052,0.4746837932616472,9,7.336163688451052,27,4
2026-08-21T0630Z,understat,2025,13705,Federico Viñas,Real Oviedo,,F M S,34,2575,9,1,9.87893870100379,3.0277516916394234,7,8.392383448779583,60,29
2026-08-21T0630Z,understat,2025,14041,Vladyslav Vanat,Girona,,F,27,2003,9,1,9.496832385659218,2.1041252370923758,6,7.2669995576143265,27,12
2026-08-21T0630Z,understat,2025,556,Marcus Rashford,Barcelona,barcelona,F M S,32,1739,8,7,8.697766778059304,4.963629940524697,8,8.697766778059304,76,46
2026-08-21T0630Z,understat,2025,2589,Rafa Mir,Elche,elche,F M S,27,1834,8,0,8.264916526153684,1.7095182929188013,7,6.778489189222455,69,9
2026-08-21T0630Z,understat,2025,5074,Kike García,Espanyol,espanyol,F S,37,1694,8,1,10.003981161862612,2.6575004514306784,7,8.517553839832544,60,19
2026-08-21T0630Z,understat,2025,5682,Gonçalo Guedes,Real Sociedad,real-sociedad,F M S,32,1833,8,4,4.142274813726544,2.665413634851575,8,4.142274813726544,46,24
2026-08-21T0630Z,understat,2025,10846,Julián Álvarez,Atletico Madrid,atletico,F S,29,1926,8,4,8.894600672647357,6.265264900401235,6,6.664767829701304,54,47
2026-08-21T0630Z,understat,2025,11094,Antony,Real Betis,betis,F M S,32,2495,8,6,9.02497192658484,6.643909856677055,8,9.02497192658484,90,56
2026-08-21T0630Z,understat,2025,2270,Antoine Griezmann,Atletico Madrid,atletico,F S,34,1428,7,4,8.293904645368457,4.9885023310780525,7,8.293904645368457,47,32
2026-08-21T0630Z,understat,2025,4175,Pere Milla,Espanyol,espanyol,F M S,33,2005,7,1,7.654542326927185,4.100008985027671,7,7.654542326927185,59,34
2026-08-21T0630Z,understat,2025,8042,Raul García,Osasuna,osasuna,F S,36,926,7,1,6.938203576952219,1.1225733663886786,7,6.938203576952219,39,12
2026-08-21T0630Z,understat,2025,8292,Dani Olmo,Barcelona,barcelona,F M S,33,2109,7,8,8.75443153269589,6.657491793856025,7,8.75443153269589,70,50
2026-08-21T0630Z,understat,2025,9275,Iván Romero,Levante,levante,F M S,32,2339,7,1,9.594019802287221,2.88573707267642,7,8.850742192938924,59,25
2026-08-21T0630Z,understat,2025,10930,Etta Eyong,"Levante,Villarreal",,F S,33,1657,7,4,11.020547241903841,2.822161927819252,7,10.277269617654383,50,15
2026-08-21T0630Z,understat,2025,10974,Samú Costa,Mallorca,,M S,34,2731,7,2,4.27746016997844,1.9799835188314319,7,4.27746016997844,39,17
2026-08-21T0630Z,understat,2025,11186,Alvaro Rodríguez,Elche,elche,F S,34,2199,7,5,12.178225251846015,3.8613251298666,7,12.178225251846015,74,32
2026-08-21T0630Z,understat,2025,12322,Tajon Buchanan,Villarreal,villarreal,F M S,35,1873,7,1,2.74269391130656,2.5965847074985504,7,2.74269391130656,27,15
2026-08-21T0630Z,understat,2025,13350,Roberto Fernández,Espanyol,espanyol,F S,38,2388,7,3,9.296747288666666,3.1568277506157756,6,8.553469679318368,59,18
2026-08-21T0630Z,understat,2025,13701,Ilyas Chaira,Real Oviedo,,F M S,37,2584,7,2,7.220865061506629,2.07834442704916,7,7.220865061506629,84,22
2026-08-21T0630Z,understat,2025,3264,Mauro Arambarri,Getafe,getafe,M,37,3279,6,2,8.078672235831618,0.9766136407852173,4,5.8488394152373075,57,22
2026-08-21T0630Z,understat,2025,6227,Brais Méndez,Real Sociedad,real-sociedad,F M S,29,1708,6,2,6.033863070420921,3.3276691418141127,5,4.547307777218521,36,26
2026-08-21T0630Z,understat,2025,8765,Roberto Navarro,Athletic Club,athletic,M S,32,1246,6,1,3.3031710321083665,2.0628209859132767,6,3.3031710321083665,21,24
2026-08-21T0630Z,understat,2025,8824,Jude Bellingham,Real Madrid,real-madrid,M S,28,1933,6,4,7.732056498527527,3.037935324013233,6,7.732056498527527,51,36
2026-08-21T0630Z,understat,2025,9001,Martín Satriano,Getafe,getafe,F M,18,1609,6,1,4.711501374840736,2.4850312769412994,6,4.711501374840736,35,15
2026-08-21T0630Z,understat,2025,9211,Nico Williams,Athletic Club,athletic,M S,25,1715,6,3,5.862554809078574,4.138543902896345,5,4.375999530777335,46,34
2026-08-21T0630Z,understat,2025,10975,Largie Ramazani,Valencia,valencia,F M S,27,1200,6,1,6.468218728899956,2.4562970297411084,3,4.23838584497571,51,17
2026-08-21T0630Z,understat,2025,11322,Viktor Tsygankov,Girona,,F M S,32,2672,6,5,7.313595972955227,4.26087084133178,6,7.313595972955227,50,55
2026-08-21T0630Z,understat,2025,11402,Carlos Romero,Espanyol,espanyol,D,36,3207,6,3,2.956237475387752,3.295898557640612,6,2.956237475387752,42,28
2026-08-21T0630Z,understat,2025,11822,Fermín López,Barcelona,barcelona,F M S,30,1780,6,9,7.5230784229934216,7.6479049026966095,6,7.5230784229934216,68,34
2026-08-21T0630Z,understat,2025,12035,Gonzalo García,Real Madrid,real-madrid,F S,30,923,6,1,5.269253443926573,1.6349990256130695,6,5.269253443926573,21,13
2026-08-21T0630Z,understat,2025,13279,Víctor Muñoz,Osasuna,osasuna,F M S,34,2705,6,2,7.1146949995309114,2.412180700339377,6,7.1146949995309114,81,27
2026-08-21T0630Z,understat,2025,770,Ayoze Pérez,Villarreal,villarreal,F S,26,1154,5,4,5.862349048256874,2.57591051235795,4,5.119071401655674,25,17
2026-08-21T0630Z,understat,2025,1709,Cristhian Stuani,Girona,,F S,21,359,5,0,5.82486117631197,0.1323026791214943,2,2.851750649511814,19,2
2026-08-21T0630Z,understat,2025,2290,Iago Aspas,Celta Vigo,celta,F M S,32,1082,5,3,4.438365060836077,4.45842863060534,3,2.9518098421394825,28,30
2026-08-21T0630Z,understat,2025,2624,Djibril Sow,Sevilla,sevilla,M S,33,2235,5,4,1.5513262078166008,2.0186756290495396,5,1.5513262078166008,19,25
2026-08-21T0630Z,understat,2025,6241,Federico Valverde,Real Madrid,real-madrid,D F M S,33,2765,5,8,2.2435944536700845,5.012471796944737,5,2.2435944536700845,51,43
2026-08-21T0630Z,understat,2025,7074,Nicolás González,Atletico Madrid,atletico,D F M S,24,1480,5,0,5.666498072445393,1.7241394147276878,5,5.666498072445393,43,12
2026-08-21T0630Z,understat,2025,7528,Sergio Camello,Rayo Vallecano,rayo-vallecano,F M S,22,810,5,1,3.886531239375472,1.591644560918212,5,3.886531239375472,27,17
2026-08-21T0630Z,understat,2025,8328,Azz-Eddine Ounahi,Girona,,F M S,24,1777,5,2,3.8501516468822956,5.440476134419441,4,3.106873992830515,51,35
2026-08-21T0630Z,understat,2025,8696,Pape Alassane Gueye,Villarreal,villarreal,M S,31,2280,5,2,5.21023759432137,2.2214559176936746,4,4.466959962621331,48,25
2026-08-21T0630Z,understat,2025,10870,Williot Swedberg,Celta Vigo,celta,F M S,29,1237,5,5,5.188336543738842,1.9846364725381136,5,5.188336543738842,23,10
2026-08-21T0630Z,understat,2025,12294,Carlos Vicente,Alaves,alaves,F M S,21,1250,5,0,3.714753158390522,3.8571879733353853,2,1.4849203303456306,12,26
2026-08-21T0630Z,understat,2025,498,Alexis Sánchez,Sevilla,sevilla,F M S,28,1278,4,2,3.5005651153624058,1.8314395435154438,3,2.757287496700883,25,27
2026-08-21T0630Z,understat,2025,1450,Umar Sadiq,"Real Sociedad,Valencia",,F S,25,1028,4,2,5.453680071979761,1.716763524338603,4,5.453680071979761,30,10
2026-08-21T0630Z,understat,2025,2252,Borja Mayoral,Getafe,getafe,F S,16,1072,4,1,3.4905536491423845,0.560979638248682,4,2.747275995090604,15,5
2026-08-21T0630Z,understat,2025,2478,Carlos Soler,Real Sociedad,real-sociedad,F M S,33,2346,4,3,3.2679054085165262,5.041204136796296,4,3.2679054085165262,35,46
2026-08-21T0630Z,understat,2025,5556,Ademola Lookman,Atletico Madrid,atletico,F M S,12,638,4,0,4.462655797600746,1.687983624637127,3,3.719378188252449,21,10
2026-08-21T0630Z,understat,2025,6427,Aitor Ruibal,Real Betis,betis,D F M S,27,1809,4,2,4.419992010109127,1.7956423908472061,4,4.419992010109127,31,19
2026-08-21T0630Z,understat,2025,7071,Álvaro García,Rayo Vallecano,rayo-vallecano,F M S,32,2123,4,5,6.8708263747394085,7.334621558897197,4,6.8708263747394085,47,40
2026-08-21T0630Z,understat,2025,7779,Oihan Sancet,Athletic Club,athletic,M S,28,1832,4,0,7.056168496608734,1.445348110049963,2,5.569741144776344,48,27
2026-08-21T0630Z,understat,2025,8230,German Valera,Elche,elche,D F M S,36,2888,4,5,2.898498496040702,7.393028756603599,4,2.898498496040702,28,45
2026-08-21T0630Z,understat,2025,8267,Guido Rodríguez,Valencia,valencia,M S,16,1310,4,0,0.80956956371665,0.35411210358142853,4,0.80956956371665,15,7
2026-08-21T0630Z,understat,2025,9694,Diego López,Valencia,valencia,F M S,34,1781,4,1,3.476579644717276,2.0322846565395594,4,3.476579644717276,28,16
2026-08-21T0630Z,understat,2025,9796,Giuliano Simeone,Atletico Madrid,atletico,D F M S,31,2153,4,6,6.101236687973142,5.526886135339737,4,6.101236687973142,36,29
2026-08-21T0630Z,understat,2025,10078,Hugo Álvarez,Celta Vigo,celta,D F M S,28,1359,4,2,2.272590968757868,2.45073258318007,4,2.272590968757868,14,25
2026-08-21T0630Z,understat,2025,10322,Javier Guerra,Valencia,valencia,F M S,36,2086,4,6,3.004997119307518,3.4672473557293415,4,3.004997119307518,31,31
2026-08-21T0630Z,understat,2025,11025,Pablo Torre,Mallorca,,M S,35,1614,4,4,2.8149523828178644,2.9544795835390687,4,2.8149523828178644,25,34
2026-08-21T0630Z,understat,2025,12190,Arda Güler,Real Madrid,real-madrid,F M S,33,2076,4,9,4.8113659825176,8.848396001383662,4,4.8113659825176,49,70
2026-08-21T0630Z,understat,2025,12305,Isaac Romero,Sevilla,sevilla,F M S,29,1506,4,0,5.542458679527044,1.0822319444268942,4,4.799181040376425,41,14
2026-08-21T0630Z,understat,2025,13700,Alberto Reina,Real Oviedo,,F M S,38,2616,4,1,3.8991302456706762,4.210082144476473,4,3.8991302456706762,25,35
2026-08-21T0630Z,understat,2025,14059,Alemão,Rayo Vallecano,rayo-vallecano,F S,26,1118,4,0,4.114549320191145,0.3112838324159384,4,4.114549320191145,25,7
2026-08-21T0630Z,understat,2025,2306,Cédric Bakambu,Real Betis,betis,F S,18,542,3,1,4.446228556334972,1.0754088601097465,3,4.446228556334972,21,4
2026-08-21T0630Z,understat,2025,2399,Iñaki Williams,Athletic Club,athletic,F M S,30,2188,3,6,8.660440864041448,4.2092270366847515,2,7.9171632546931505,57,25
2026-08-21T0630Z,understat,2025,3425,Thomas Lemar,Girona,,M S,27,1252,3,1,1.774252887815237,1.3809418808668852,3,1.774252887815237,17,19
2026-08-21T0630Z,understat,2025,6168,Leandro Cabrera,Espanyol,espanyol,D,37,3330,3,0,3.651096777059138,1.0857037864625454,3,3.651096777059138,40,11
2026-08-21T0630Z,understat,2025,6592,Manuel Morlanes,Mallorca,,M S,32,1801,3,0,1.6544483443722129,1.4072198066860437,3,1.6544483443722129,13,17
2026-08-21T0630Z,understat,2025,7070,Santiago Comesaña,Villarreal,villarreal,M S,34,2428,3,6,4.922558205202222,3.088725697249174,3,4.922558205202222,27,27
2026-08-21T0630Z,understat,2025,7308,Ander Barrenetxea,Real Sociedad,real-sociedad,F M S,30,1794,3,5,3.134013439528644,6.596155438572168,3,3.134013439528644,35,45
2026-08-21T0630Z,understat,2025,7604,Alejandro Catena,Osasuna,osasuna,D,35,3083,3,2,2.8552996991202235,1.1020762361586094,3,2.8552996991202235,19,11
2026-08-21T0630Z,understat,2025,7810,Ruben Vargas,Sevilla,sevilla,F M S,24,1670,3,6,3.4263215493410826,3.1103639528155327,2,2.6830439176410437,41,28
2026-08-21T0630Z,understat,2025,7825,Iker Losada,Levante,levante,M S,23,882,3,1,2.140321670100093,0.5301704537123442,3,2.140321670100093,14,11
2026-08-21T0630Z,understat,2025,7870,Luis Rioja,Valencia,valencia,D F M S,37,2676,3,6,2.6316598393023014,4.349898550659418,3,2.6316598393023014,44,38
2026-08-21T0630Z,understat,2025,8066,Arnaut Danjuma Groeneveld,Valencia,valencia,F M S,30,1612,3,2,5.226826310157776,4.247381461784244,3,4.483548700809479,36,17
2026-08-21T0630Z,understat,2025,8091,Ronald Araújo,Barcelona,barcelona,D S,24,1049,3,0,2.3027837397530675,0.5996876899152994,3,2.3027837397530675,12,3
2026-08-21T0630Z,understat,2025,9812,Isi Palazón,Rayo Vallecano,rayo-vallecano,F M S,31,2294,3,3,4.703491798602045,4.25213922560215,1,3.2169365379959345,52,39
2026-08-21T0630Z,understat,2025,9813,Randy Nteka,Rayo Vallecano,rayo-vallecano,F S,13,342,3,0,3.415595294907689,0.12943650968372822,3,2.6723177153617144,13,4
2026-08-21T0630Z,understat,2025,10319,Adrián De la Fuente,Levante,levante,D S,33,2704,3,1,4.289415382780135,1.4081206684932113,2,2.0595825174823403,39,18
2026-08-21T0630Z,understat,2025,10952,Joel Roca,Girona,,F M S,32,1463,3,1,4.518066472373903,1.9510410130023956,3,4.518066472373903,48,16
2026-08-21T0630Z,understat,2025,11264,Carlos Álvarez,Levante,levante,M S,30,1910,3,1,2.646204930730164,4.597994323819876,3,2.646204930730164,31,40
2026-08-21T0630Z,understat,2025,12862,Luka Sucic,Real Sociedad,real-sociedad,F M S,22,1003,3,1,1.760162802413106,0.36188260838389397,3,1.760162802413106,23,9
2026-08-21T0630Z,understat,2025,13358,Thiago Almada,Atletico Madrid,atletico,F M S,27,1327,3,1,3.557283066213131,2.7944966796785593,3,3.557283066213131,21,28
2026-08-21T0630Z,understat,2025,13789,Adrián Liso,Getafe,getafe,F M S,28,1725,3,0,2.757198302075267,0.1507773920893669,3,2.757198302075267,26,4
2026-08-21T0630Z,understat,2025,14050,Kervin Arriaga,Levante,levante,M S,27,1511,3,3,1.0908419089391828,1.162239396944642,3,1.0908419089391828,16,7
2026-08-21T0630Z,understat,2025,14388,Luis Vázquez,Getafe,getafe,F S,17,1232,3,1,2.6704405779019,0.16504967398941517,3,2.6704405779019,25,4
2026-08-21T0630Z,understat,2025,492,Héctor Bellerín,Real Betis,betis,D S,27,1822,2,3,0.5421263910830021,3.8523782826960087,2,0.5421263910830021,7,24
2026-08-21T0630Z,understat,2025,813,Salomón Rondón,Real Oviedo,,F S,16,1054,2,0,3.783308571204543,0.19348198920488358,2,3.0400309544056654,24,5
2026-08-21T0630Z,understat,2025,2183,Rubén García,Osasuna,osasuna,F M S,35,2297,2,5,2.5968636460602283,5.863754561170936,2,2.5968636460602283,31,45
2026-08-21T0630Z,understat,2025,2269,Koke,Atletico Madrid,atletico,M S,34,2237,2,2,0.96241644769907,3.4411915335804224,2,0.96241644769907,14,35
2026-08-21T0630Z,understat,2025,2379,João Cancelo,Barcelona,barcelona,D S,16,938,2,2,0.9704140685498714,3.250015649944544,2,0.9704140685498714,13,15
2026-08-21T0630Z,understat,2025,2456,Omar Mascarell,Mallorca,,D M S,30,2251,2,2,0.36964960023760796,0.6136066876351833,2,0.36964960023760796,7,8
2026-08-21T0630Z,understat,2025,2551,Pepelu,Valencia,valencia,D M S,31,2253,2,0,3.292334547266364,1.2570957019925117,1,1.0625016819685698,24,21
2026-08-21T0630Z,understat,2025,3621,Neal Maupay,Sevilla,sevilla,F S,12,884,2,1,2.1214609295129776,0.566957282833755,2,2.1214609295129776,17,13
2026-08-21T0630Z,understat,2025,5073,Florian Lejeune,Rayo Vallecano,rayo-vallecano,D,36,3233,2,1,2.6121565653011203,1.1719966726377606,2,2.6121565653011203,50,16
2026-08-21T0630Z,understat,2025,5091,Alex Berenguer,Athletic Club,athletic,F M S,31,2191,2,3,5.271908729337156,5.47127471677959,2,5.271908729337156,44,49
2026-08-21T0630Z,understat,2025,5140,Kike Barja,Osasuna,osasuna,M S,27,369,2,2,1.248927740380168,0.6617407351732254,2,1.248927740380168,8,10
2026-08-21T0630Z,understat,2025,5681,Giovani Lo Celso,Real Betis,betis,F M S,24,1396,2,3,2.9037401657551527,2.8784077670425177,2,2.9037401657551527,30,32
2026-08-21T0630Z,understat,2025,6933,Javi Puado,Espanyol,espanyol,F M S,10,687,2,0,4.838970278389752,0.9579164311289787,1,3.3524150969460607,15,10
2026-08-21T0630Z,understat,2025,7829,Eder Militão,Real Madrid,real-madrid,D S,16,1147,2,1,1.8924340261146426,1.1158691756427288,2,1.8924340261146426,21,8
2026-08-21T0630Z,understat,2025,7842,Aleix Febas,Elche,elche,M,36,3178,2,2,2.1838237196207047,2.102244376204908,2,2.1838237196207047,23,27
2026-08-21T0630Z,understat,2025,7888,Nemanja Gudelj,Sevilla,sevilla,D M S,34,2349,2,0,1.475432573352009,0.832065112888813,2,1.475432573352009,31,8
2026-08-21T0630Z,understat,2025,7916,Pol Lozano,Espanyol,espanyol,M S,33,2211,2,1,0.7202332802116871,1.3134498577564955,2,0.7202332802116871,17,22
2026-08-21T0630Z,understat,2025,8001,Takefusa Kubo,Real Sociedad,real-sociedad,F M S,24,1531,2,4,2.659126302227378,4.556258842349052,2,2.659126302227378,28,32
2026-08-21T0630Z,understat,2025,8122,Sergio Carreira,Celta Vigo,celta,D S,34,2695,2,1,1.9027378391474485,1.643869117833674,2,1.9027378391474485,16,19
2026-08-21T0630Z,understat,2025,8417,Álex Baena,Atletico Madrid,atletico,F M S,27,1615,2,3,1.78207378834486,6.565278625115752,2,1.78207378834486,29,46
2026-08-21T0630Z,understat,2025,8500,Víctor García,Levante,levante,F M S,21,1065,2,1,1.9078138787299395,1.7659303694963455,2,1.9078138787299395,19,14
2026-08-21T0630Z,understat,2025,8733,Alfonso Espino,Rayo Vallecano,rayo-vallecano,D M S,30,1472,2,0,2.0612591905519366,3.0738462451845407,2,2.0612591905519366,20,19
2026-08-21T0630Z,understat,2025,8935,Pedri,Barcelona,barcelona,M S,29,2117,2,9,2.386106515303254,5.947577686980367,2,2.386106515303254,21,63
2026-08-21T0630Z,understat,2025,8948,Aitor Paredes,Athletic Club,athletic,D S,19,1625,2,0,1.4780013747513294,0.7596744522452354,2,1.4780013747513294,13,4
2026-08-21T0630Z,understat,2025,8963,Nahuel Molina,Atletico Madrid,atletico,D M S,26,1292,2,2,0.4005685858428478,3.0108713675290346,2,0.4005685858428478,14,20
2026-08-21T0630Z,understat,2025,9040,Conor Gallagher,Atletico Madrid,atletico,M S,19,630,2,0,1.2670744927600026,0.49994678795337677,2,1.2670744927600026,13,4
2026-08-21T0630Z,understat,2025,9241,Alfon,"Sevilla,Villarreal",,D M S,21,691,2,0,2.92619794793427,0.508796339854598,2,2.92619794793427,18,9
2026-08-21T0630Z,understat,2025,9243,Ilaix Moriba,Celta Vigo,celta,M S,36,2484,2,3,1.7799642700701952,2.5140312388539314,2,1.7799642700701952,18,17
2026-08-21T0630Z,understat,2025,9280,Antonio Blanco,Alaves,alaves,M,36,3137,2,3,1.2193963313475251,1.585560267791152,2,1.2193963313475251,40,22
2026-08-21T0630Z,understat,2025,9815,Pathé Ciss,Rayo Vallecano,rayo-vallecano,D M S,29,1974,2,1,3.959737098775804,0.47962510120123625,2,3.959737098775804,20,12
2026-08-21T0630Z,understat,2025,10334,Kike Salas,Sevilla,sevilla,D S,26,2199,2,0,1.0958839217200875,0.3995983246713877,2,1.0958839217200875,19,7
2026-08-21T0630Z,understat,2025,10364,Nahuel Tenaglia,Alaves,alaves,D,36,3240,2,0,1.7934001060202718,0.4346905034035444,2,1.7934001060202718,24,8
2026-08-21T0630Z,understat,2025,10382,Eray Cömert,Valencia,valencia,D S,17,1341,2,1,1.5202789390459657,0.5236826231703162,2,1.5202789390459657,11,6
2026-08-21T0630Z,understat,2025,10576,Álvaro Fernández,Real Madrid,real-madrid,D S,28,2334,2,3,0.7583160568028688,1.7765214759856462,2,0.7583160568028688,9,29
2026-08-21T0630Z,understat,2025,10944,Fran Pérez,Rayo Vallecano,rayo-vallecano,F M S,29,1226,2,1,2.508813252672553,1.6743681291118264,2,2.508813252672553,17,13
2026-08-21T0630Z,understat,2025,10949,Arnau Martinez,Girona,,D M S,35,2715,2,3,2.124434665776789,2.70481881685555,2,2.124434665776789,19,23
2026-08-21T0630Z,understat,2025,11154,Pablo Durán,Celta Vigo,celta,F M S,30,1451,2,2,4.305393448099494,2.1502566440030932,2,4.305393448099494,37,10
2026-08-21T0630Z,understat,2025,11208,Mateo Joseph,Mallorca,,F M S,29,1707,2,3,5.396834125742316,1.5903267217800021,2,5.396834125742316,33,13
2026-08-21T0630Z,understat,2025,11349,Mario Martín,Getafe,getafe,F M S,35,2158,2,1,2.9510428346693516,0.916083893738687,2,2.9510428346693516,26,8
2026-08-21T0630Z,understat,2025,11943,Dean Huijsen,Real Madrid,real-madrid,D S,28,2046,2,2,2.327382738701999,1.1454473715275526,2,2.327382738701999,20,10
2026-08-21T0630Z,understat,2025,12171,Hector Fort,Elche,elche,D S,14,478,2,2,0.7133369892835617,0.21326065063476562,2,0.7133369892835617,12,4
2026-08-21T0630Z,understat,2025,12263,Mikel Jauregizar,Athletic Club,athletic,M S,36,2872,2,0,1.4105862826108932,1.5787495290860534,2,1.4105862826108932,39,28
2026-08-21T0630Z,understat,2025,12286,Nobel Mendy,Rayo Vallecano,rayo-vallecano,D S,24,1834,2,0,2.1846237517893314,0.3597838692367077,2,2.1846237517893314,11,3
2026-08-21T0630Z,understat,2025,12353,Jon Martín,Real Sociedad,real-sociedad,D,25,2250,2,0,2.422728887759149,0.18847600370645523,2,2.422728887759149,15,2
2026-08-21T0630Z,understat,2025,12643,Javier Rueda,Celta Vigo,celta,D S,26,1403,2,6,1.6056091226637363,3.7907144660130143,2,1.6056091226637363,11,15
2026-08-21T0630Z,understat,2025,12742,Peque,Sevilla,sevilla,F M S,26,952,2,1,0.7655831780284643,0.6110825892537832,2,0.7655831780284643,15,15
2026-08-21T0630Z,understat,2025,12820,Marc Bernal,Barcelona,barcelona,M S,22,798,2,1,1.022160867229104,0.6727183200418949,2,1.022160867229104,7,5
2026-08-21T0630Z,understat,2025,13201,Raúl,Real Madrid,real-madrid,D S,23,1692,2,0,1.511999098584056,0.4637518934905529,2,1.511999098584056,14,5
2026-08-21T0630Z,understat,2025,13361,Jones El Abdellaoui,Celta Vigo,celta,D F M S,22,621,2,0,2.383013777434826,0.5126708522439003,2,2.383013777434826,17,9
2026-08-21T0630Z,understat,2025,13615,Oso,Sevilla,sevilla,D F M S,21,1397,2,3,1.4908289685845375,2.1163112185895443,2,1.4908289685845375,17,20
2026-08-21T0630Z,understat,2025,13829,Tyrhys Dolan,Espanyol,espanyol,M S,36,2481,2,5,2.763452537357807,4.420420179143548,2,2.763452537357807,34,32
2026-08-21T0630Z,understat,2025,13840,Martim Neto,Elche,elche,F M S,25,1367,2,5,1.0407912489026785,2.8169090934097767,2,1.0407912489026785,12,26
2026-08-21T0630Z,understat,2025,13991,Jan Virgili,Mallorca,,F M S,31,1807,2,4,2.593278208747506,3.7704717284068465,2,2.593278208747506,32,31
