player_id,name,club_id,ff_slug,af_slug,app_id,understat_id,app_names
6180,sergio gomez,real sociedad,sergio-gomez,23,,6656,
6210,frenkie de jong,barcelona,frenkie-de-jong,,,7781,
6235,odysseas vlachodimos,sevilla,odysseas-vlachodimos,,,,
63,koke resurreccion,atletico,koke-resurreccion,,,2269,
6310,cristian romero,atletico,cristian-romero,,,,
6337,kang-in lee,atletico,lee-kang-in,927,,7313,
6346,adrian de la fuente,levante,adrian-de-la-fuente,,,10319,
6363,ander barrenetxea,real sociedad,ander-barrenetxea,,,7308,
6392,fran garcia,betis,fran-garcia,736,,9810,
6393,alvaro fidalgo,betis,lvaro-fidalgo,,,14440,
6394,aihen muñoz,real sociedad,aihen-munoz,,,7306,
6442,iñigo vicente,racing,inigo-vicente,47293,3002,8921,Iñigo Vicente
6446,yangel herrera,real sociedad,yangel-herrera,2449,,7350,
6450,rodrigo riquelme,betis,rodrigo-riquelme,,,8002,
6487,javi galan,celta,javi-galan,47566,2329,7385,Javi Galán
6493,alejandro catena,osasuna,alejandro-catena,,,7604,
6560,andrei ratiu,rayo,andrei-florin,1703,3081,7515,Ratiu
6562,sergio camello,rayo,sergio-camello,52,,7528,
6563,ivan martin,racing,ivan-martin,,3205,7529,Iván Martín
660,ruben garcia,osasuna,ruben-garcia,46658,652,2183,Rubén García
6605,manu sanchez,levante,manu-sanchez,64309,2624,,Manu Sánchez
6606,carles perez,celta,carles-perez,,,,
6611,sergio herrera,osasuna,sergio-herrera,46646,,7859,
663,jose gaya,valencia,jose-gaya,918,302,2505,Gayá
6631,rodrygo goes,real madrid,rodrygo-goes,,,8015,
6633,jorge de frutos,rayo,jorge-de-frutos,128582,,8107,
6635,ante budimir,osasuna,ante-budimir,46746,,1235,
6665,luis rioja,valencia,luis-rioja,,,7870,
6674,jules kounde,barcelona,jules-kounde,,,6433,
6814,eneko jauregi,malaga,eneko-jauregi,,,14733,
6853,randy nteka,rayo,randy-nteka,,2386,9813,Nteka
6882,tete morente,elche,tete-morente,47182,2941,8895,T. Morente
6885,aleix febas,celta,aleix-febas,46711,2295,7842,Febas
6889,oscar valentin,rayo,scar-valentin,47109,,9811,
6890,andres martin,racing,andres-martin,47209,3073,9814,Andrés Martín
6957,isi palazon,rayo,isi-palazon,131546,2382,9812,Isi
697,aymeric laporte,athletic,aymeric-laporte,,,2498,
6973,alfonso herrero,malaga,alfonso-herrero,46843,3040,14724,A. Herrero
698,german parreño,deportivo,german-parreno,,,,
7006,oihan sancet,athletic,oihan-sancet,128398,,7779,
7027,raul garcia,osasuna,raul-garcia-1,,,8042,
707,diego javier llorente,betis,diego-javier-llorente,,2415,2163,Llorente
7081,fernando niño,elche,fernando-nino,,3147,8271,Fer Niño
7082,jorge herrando,osasuna,jorge-herrando,,,10858,
7091,takefusa kubo,real sociedad,takefusa-kubo,,,8001,
7100,marash kumbulla,rayo,marash-kumbulla,,,,
7199,sergio carreira,celta,sergio-carreira,157988,,8122,
7201,iker losada,betis,iker-losada,,,,
7203,aimar oroz,osasuna,aimar-oroz,67939,2338,8424,Aimar
7204,jon moncayola,osasuna,jon-moncayola,,637,7857,Moncayola
7209,nicolas pepe,villarreal,nicolas-pepe,3246,3087,5656,Pepe
7238,juanpe jimenez,malaga,juanpe-jimenez,,,,
7249,lucien agoume,sevilla,lucien-agoume,21004,2453,8165,Agoumé
7251,ivan balliu,rayo,ivan-balliu,,,5672,
7257,pedri gonzalez,barcelona,pedri-gonzalez,,3100,8935,Pedri
7279,joan garcia,barcelona,joan-garcia,182718,2634,9773,Joan García
7293,robert navarro,athletic,robert-navarro,84086,,,
7307,pathe ciss,rayo,pathe-ciss,41552,2383,9815,Pathé I. Ciss
7309,riki rodriguez,deportivo,riki-rodriguez,,,,
735,yuri berchiche,athletic,yuri-berchiche,,74,2229,Yuri
7542,eric garcia,barcelona,eric-garcia,619,,8045,
7554,diego conde,betis,diego-conde,,,,
7570,dani cardenas,rayo,dani-cardenas,,,,
7614,pablo martinez,malaga,pablo-martinez,,,,
7629,ivan romero,levante,ivan-romero,192032,,9275,
7638,jesus areso,athletic,jesus-areso,182181,,9768,
7644,victor garcia,levante,victor-garcia-1,46790,,8500,
7645,alex baena,atletico,lex-baena,182219,2534,8417,Álex Baena
7658,german valera,elche,german-valera,161963,,8230,
7676,guido rodriguez,valencia,guido-rodriguez,2476,3128,8267,Guido Rodríguez
7686,julen lobete,malaga,julen-lobete,,,,
7703,ramon enriquez,malaga,ramon-enriquez,,3048,14734,Ramon
7725,jon pacheco,real sociedad,jon-pacheco,,,,
7737,unai vencedor,athletic,unai-vencedor,,,,
775,jose maria gimenez,atletico,jose-maria-gimenez,,,,
7842,ferran jutgla,celta,ferran-jutgla,122734,2603,8549,Ferran Jutglà
7870,raul moro,osasuna,raul-moro,264470,2923,8584,Raúl Moro
7902,hugo novoa,alaves,hugo-novoa,,,,
7916,aitor paredes,athletic,aitor-paredes,183849,2315,8948,Paredes
7917,beñat prados,athletic,benat-prados,,1787,9505,Prados
7920,nico serrano,athletic,nico-serrano,,2501,,Nico Serrano
7995,francho serrano,getafe,francho-serrano,162249,,14893,
8080,miguel rodriguez,alaves,miguel-rodriguez-1,,3153,,Miguel Rodríguez
8082,ilaix moriba,celta,ilaix-moriba,,2607,9243,Ilaix Moriba
8088,oriol rey,levante,oriol-rey,,,8764,
8228,urko gonzalez de zarate,espanyol,urko-gonzalez-de-zarate,,,8861,
8250,jose salinas,malaga,jose-salinas,184407,,8902,
8273,victor chust,elche,victor-chust,162058,,8972,
829,aitor fernandez,osasuna,aitor-fernandez,,,4193,
8294,umar sadiq,valencia,umar-sadiq,,,1450,
8337,georgiy tsitaishvili,rayo,georgiy-tsitaishvili,,,,
8386,jude bellingham,real madrid,jude-bellingham,,,8824,
8392,luka sucic,real sociedad,luka-sucic,7332,,12862,
8395,karim adeyemi,barcelona,karim-adeyemi,,,10772,
8405,antony,betis,antony,9971,,11094,
841,moi gomez,osasuna,moi-gomez,,,2198,
8413,pape gueye,villarreal,pape-gueye,20696,,,
843,gerard moreno,villarreal,gerard-moreno,1707,,2120,
8479,eduardo camavinga,real madrid,eduardo-camavinga,,1300,7359,Camavinga
8496,martin satriano,getafe,martin-satriano,,,9001,
863,florian lejeune,rayo,florian-lejeune,,,5073,
8634,rafael romero,sevilla,rafael-romero,,,,
8646,carlos alvarez,levante,carlos-lvarez,,,11264,
8651,beñat turrientes,real sociedad,benat-turrientes,183744,1215,9465,Turrientes
867,alvaro garcia,rayo,alvaro-garcia,47543,1029,7071,Álvaro García
8679,unai marrero,real sociedad,unai-marrero,,,9198,
8680,john chetauya,elche,john-nwankwo,,,,
8684,jesus vazquez,valencia,jesus-vazquez-1,162175,,9217,
8686,juan iglesias,sevilla,juan-iglesias,119742,,9218,
8693,nico williams,athletic,nico-williams,183799,,9211,
8695,boyomo,osasuna,boyomo,279822,,,
8703,alfonso gonzalez,sevilla,alfonso-gonzalez,,2754,,Alfon
8712,mario soriano,deportivo,mario-soriano,161965,2995,9247,Mario Soriano
8737,antonio blanco,alaves,antonio-blanco,162686,3069,9280,Blanco
8780,david larrubia,malaga,david-larrubia,190253,,14730,
8816,david affengruber,elche,david-affengruber,,,13837,
8944,ramon terrats,getafe,terrats,187987,,10947,
8961,jon ander olasagasti,levante,jon-ander-olasagasti,,,9466,
8972,pablo ramon,racing,pablo-ramon,46734,,9477,
8986,eneko ortiz,villarreal,,,,,
8988,hugo sotelo,levante,hugo-sotelo,313651,,,
899,johan mojica,getafe,johan-mojica,,,6242,
9011,arsen zakharyan,real sociedad,arsen-zakharyan,,2446,8760,Zakharyan
9012,altay bayindir,celta,altay-bayindir,,,,
9125,ruben vargas,sevilla,ruben-vargas,48471,,7810,
9157,roger brugue,levante,roger-brugue,,,13767,
9161,matias dituro,elche,matias-dituro,11346,2613,9793,M. Dituro
9201,sergi canos,valencia,sergi-canos,,,,
9213,julen agirrezabala,racing,julen-agirrezabala,,,9824,
9234,jose manuel copete,valencia,jose-manuel-copete,,,10982,
9273,pablo gavi,barcelona,pablo-gavi,,1221,9804,Gavi
9276,giuliano simeone,atletico,giuliano-simeone,,1210,9796,Giuliano
9304,diego lopez,valencia,diego-lopez-1,,,9694,
9314,javi serrano,atletico,,,,,
9316,alejandro balde,barcelona,alejandro-balde,,,,
9317,jose angel carmona,sevilla,jose-ngel-carmona,,,9809,
9321,haitam abaida,malaga,haitam-abaida,,,,
9405,leo roman,deportivo,leo-roman,179139,3109,9839,Leo Román
9423,jon karrikaburu,real sociedad,jon-karrikaburu,,2619,9922,Karrikaburu
943,dimitri foulquier,valencia,dimitri-foulquier,,,2509,
9500,fabio cardoso,sevilla,fabio-cardoso,,2790,14012,Cardoso
9531,valentin rosier,osasuna,valentin-rosier,,,5615,
9612,carl starfelt,celta,carl-starfelt,47988,2390,7655,Starfelt
9638,coke carrillo,celta,,,,,
9644,jesus owono,alaves,jesus-owono,,,,
9669,aurelien tchouameni,real madrid,aurelien-tchouameni,,,6560,
9695,ruben sanchez,espanyol,ruben-sanchez-1,,,10067,
9740,hugo alvarez,celta,hugo-lvarez-,329720,,10078,
9744,hugo gonzalez,celta,hugo-gonzalez,161875,,10082,
9750,abde ezzalzouli,betis,abde-ezzalzouli,,3089,,Ez Abde
9755,carlos martin,atletico,carlos-martin,324750,,10101,
9759,alejandro iturbe,elche,alejandro-iturbe,,2715,,A. Iturbe
9762,cesar tarrega,valencia,cesar-tarrega,333672,1991,10107,Tárrega
9763,ilias akhomach,villarreal,ilias-akhomach,,,10121,
9772,luismi cruz,deportivo,luismi-cruz,,,10163,
9796,ruben iranzo,valencia,ruben-iranzo,,,10155,
9823,marc pubill,atletico,marc-pubill,295793,2562,10189,Marc Pubill
9847,charlie patino,deportivo,charlie-patino,284466,,,
9850,jofre carreras,espanyol,jofre-carreras,,,10209,
9854,arnau comas,deportivo,arnau-comas,,,,
9863,tomas mendes,alaves,,,,,
989,stole dimitrievski,valencia,stole-dimitrievski,,,2619,
9897,adrian rodriguez,alaves,adrian-rodriguez,,,,
9909,nahuel tenaglia,alaves,nahuel-tenaglia,6233,1337,10364,Tenaglia
9927,javi guerra,valencia,javi-guerra-1,315699,,,
9930,juan carlos arana,racing,juan-carlos-arana,,,10325,
9931,kike salas,sevilla,kike-salas,297311,2479,10334,Kike Salas
9987,roberto fernandez,espanyol,roberto-fernandez-1,,,13350,
9989,sergi cardona,villarreal,sergi-cardona,,,11744,
9990,alberto moleiro,villarreal,alberto-moleiro,182519,,12160,
e100,iñigo perez,villarreal,,,1849,,Iñigo Perez
e101,claudio giraldez,celta,,,,,
e103,hansi flick,barcelona,,,1976,,Hansi Flick
e105,manolo gonzalez,espanyol,,,2638,,Manolo González
e109,carlos corberan,valencia,,,,,
e11,quique sanchez,alaves,,,,,
e119,luis castro,levante,,,,,
e120,pellegrino matarazzo,real sociedad,,,,,
e123,luis miguel ramis,osasuna,,,3095,,Ramis
e168,jose alberto lopez,racing,,,3004,,José Alberto
e169,edin terzic,athletic,,,3094,,Edin Terzic
e170,antonio hidalgo,deportivo,,,2986,,Antonio Hidalgo
e171,martin anselmi,elche,,,,,
e172,juan funes,malaga,,,,,
e173,beñat san jose,rayo,,,,,
e174,jose mourinho,real madrid,,,,,
e35,pepe bordalas,getafe,,,,,
e5,diego simeone,atletico,,,2527,,Simeone
e61,luis garcia,sevilla,,,,,
e72,manuel pellegrini,betis,,,2580,,Manuel Pellegrini
