observed_at,season,player_name,player_name_full,team,points,games,avg
2026-08-11T1439Z,2025-26,Luna,Daniel Luna,Mallorca,0,0,0.000
2026-08-11T1439Z,2025-26,David López,David López,Mallorca,45,14,3.210
2026-08-11T1439Z,2025-26,Salas,Jan Salas,Mallorca,4,2,2.000
2026-08-11T1439Z,2025-26,Salhi,Iliesse Salhi,Mallorca,0,0,0.000
2026-08-11T1439Z,2025-26,Cuéllar,Iván Cuéllar,Mallorca,0,0,0.000
2026-08-11T1439Z,2025-26,Kumbulla,Marash Kumbulla,Mallorca,10,8,1.250
2026-08-11T1439Z,2025-26,Samú,Samú Costa,Mallorca,165,34,4.850
2026-08-11T1439Z,2025-26,Virgili,Jan Virgili,Mallorca,141,31,4.550
2026-08-11T1439Z,2025-26,Maffeo,Pablo Maffeo,Mallorca,134,31,4.320
2026-08-11T1439Z,2025-26,Olaizola,Javier Olaizola,Mallorca,6,2,3.000
2026-08-11T1439Z,2025-26,Torreguitart,Nil Torreguitart,Mallorca,0,0,0.000
2026-08-11T1439Z,2025-26,Kalumba,Justin Kalumba,Mallorca,5,3,1.670
2026-08-11T1439Z,2025-26,Luvumbo,Zito Luvumbo,Mallorca,37,10,3.700
2026-08-11T1439Z,2025-26,Leo Lucas,Leo Lucas,Mallorca,0,0,0.000
2026-08-11T1439Z,2025-26,Jandro,Jandro García,Mallorca,0,0,0.000
2026-08-11T1439Z,2025-26,Vlad,Rareș Vlad,Mallorca,0,0,0.000
2026-08-11T1439Z,2025-26,Riba,Cesc Riba,Mallorca,0,0,0.000
2026-08-11T1439Z,2025-26,Orejuela,Luis Orejuela,Mallorca,1,1,1.000
2026-08-11T1439Z,2025-26,Calatayud,Miguel Calatayud,Mallorca,0,2,0.000
2026-08-11T1439Z,2025-26,Galán,Javi Galán,Osasuna,110,25,4.400
2026-08-11T1439Z,2025-26,Rubén G.,Rubén García,Osasuna,174,35,4.970
2026-08-11T1439Z,2025-26,Aitor,Aitor Fernández,Osasuna,8,2,4.000
2026-08-11T1439Z,2025-26,Moi Gómez,Moi Gómez,Osasuna,104,26,4.000
2026-08-11T1439Z,2025-26,Torró,Lucas Torró,Osasuna,101,34,2.970
2026-08-11T1439Z,2025-26,Kike Barja,Kike Barja,Osasuna,72,27,2.670
2026-08-11T1439Z,2025-26,Catena,Alejandro Catena,Osasuna,183,35,5.230
2026-08-11T1439Z,2025-26,Herrera,Sergio Herrera,Osasuna,217,37,5.860
2026-08-11T1439Z,2025-26,Budimir,Ante Budimir,Osasuna,211,37,5.700
2026-08-11T1439Z,2025-26,Juan Cruz,Juan Cruz,Osasuna,40,15,2.670
2026-08-11T1439Z,2025-26,Raúl García,Raúl García,Osasuna,118,36,3.280
2026-08-11T1439Z,2025-26,Herrando,Jorge Herrando,Osasuna,90,28,3.210
2026-08-11T1439Z,2025-26,Oroz,Aimar Oroz,Osasuna,121,31,3.900
2026-08-11T1439Z,2025-26,Moncayola,Jon Moncayola,Osasuna,159,36,4.420
2026-08-11T1439Z,2025-26,Boyomo,Boyomo,Osasuna,121,30,4.030
2026-08-11T1439Z,2025-26,Rosier,Valentin Rosier,Osasuna,136,31,4.390
2026-08-11T1439Z,2025-26,Bretones,Abel Bretones,Osasuna,86,28,3.070
2026-08-11T1439Z,2025-26,Iker Muñoz,Iker Muñoz,Osasuna,55,19,2.890
2026-08-11T1439Z,2025-26,Stamatakis,Dimitrios Stamatakis,Osasuna,0,0,0.000
2026-08-11T1439Z,2025-26,Osambela,Asier Osambela,Osasuna,37,17,2.180
2026-08-11T1439Z,2025-26,Chasco,Raúl Chasco,Osasuna,0,0,0.000
2026-08-11T1439Z,2025-26,Víctor Muñoz,Víctor Muñoz,Osasuna,188,34,5.530
2026-08-11T1439Z,2025-26,Echegoyen,Mauro Echegoyen,Osasuna,0,0,0.000
2026-08-11T1439Z,2025-26,Benito,Iker Benito,Osasuna,20,6,3.330
2026-08-11T1439Z,2025-26,Becker,Sheraldo Becker,Osasuna,13,9,1.440
2026-08-11T1439Z,2025-26,Pedroarena,Martín Pedroarena,Osasuna,0,0,0.000
2026-08-11T1439Z,2025-26,Arguibide,Iñigo Arguibide,Osasuna,17,6,2.830
2026-08-11T1439Z,2025-26,Serrano,Mikel Serrano,Osasuna,0,0,0.000
2026-08-11T1439Z,2025-26,Raul Moro,Raul Moro,Osasuna,52,14,3.710
2026-08-11T1439Z,2025-26,Rafa,Rafa Fernández,Osasuna,0,0,0.000
2026-08-11T1439Z,2025-26,Lejeune,Florian Lejeune,Rayo,242,36,6.720
2026-08-11T1439Z,2025-26,Álvaro García,Álvaro García,Rayo,158,32,4.940
2026-08-11T1439Z,2025-26,Unai López,Unai López,Rayo,135,28,4.820
2026-08-11T1439Z,2025-26,Gumbau,Gerard Gumbau,Rayo,86,28,3.070
2026-08-11T1439Z,2025-26,Pedro Díaz,Pedro Díaz,Rayo,98,34,2.880
2026-08-11T1439Z,2025-26,Trejo,Óscar Trejo,Rayo,21,7,3.000
2026-08-11T1439Z,2025-26,Luiz Felipe,Luiz Felipe,Rayo,36,10,3.600
2026-08-11T1439Z,2025-26,Ratiu,Andrei Ratiu,Rayo,201,35,5.740
2026-08-11T1439Z,2025-26,Camello,Sergio Camello,Rayo,91,22,4.140
2026-08-11T1439Z,2025-26,De Frutos,Jorge de Frutos,Rayo,197,36,5.470
2026-08-11T1439Z,2025-26,Espino,Alfonso Espino,Rayo,104,30,3.470
2026-08-11T1439Z,2025-26,Nteka,Randy Nteka,Rayo,41,13,3.150
2026-08-11T1439Z,2025-26,Valentín,Óscar Valentín,Rayo,134,33,4.060
2026-08-11T1439Z,2025-26,Isi,Isi Palazón,Rayo,139,31,4.480
2026-08-11T1439Z,2025-26,Balliu,Iván Balliu,Rayo,32,14,2.290
2026-08-11T1439Z,2025-26,Pathé Ciss,Pathé Ciss,Rayo,137,29,4.720
2026-08-11T1439Z,2025-26,Cárdenas,Dani Cárdenas,Rayo,35,4,8.750
2026-08-11T1439Z,2025-26,Pep Chavarría,Pep Chavarría,Rayo,152,33,4.610
2026-08-11T1439Z,2025-26,Fran Pérez,Fran Pérez,Rayo,98,29,3.380
2026-08-11T1439Z,2025-26,Batalla,Augusto Batalla,Rayo,213,34,6.260
2026-08-11T1439Z,2025-26,Pelayo,Pelayo Fernández,Rayo,3,1,3.000
2026-08-11T1439Z,2025-26,Vertrouwd,Jozhua Vertrouwd,Rayo,24,9,2.670
2026-08-11T1439Z,2025-26,Becerra,Samu Becerra,Rayo,5,3,1.670
2026-08-11T1439Z,2025-26,Carlos Martín,Carlos Martín,Rayo,20,11,1.820
2026-08-11T1439Z,2025-26,Juanpe,Juanpe Gil,Rayo,0,0,0.000
2026-08-11T1439Z,2025-26,Alemão,Alemão,Rayo,78,26,3.000
2026-08-11T1439Z,2025-26,Molina,Adrián Molina,Rayo,0,0,0.000
2026-08-11T1439Z,2025-26,De la Sías,Marco de la Sías,Rayo,0,0,0.000
2026-08-11T1439Z,2025-26,Mendy,Nobel Mendy,Rayo,120,24,5.000
2026-08-11T1439Z,2025-26,Mumin,Abdul Mumin,Rayo,6,3,2.000
2026-08-11T1439Z,2025-26,Courtois,Thibaut Courtois,Real Madrid,212,32,6.630
2026-08-11T1439Z,2025-26,Carvajal,Daniel Carvajal,Real Madrid,67,17,3.940
2026-08-11T1439Z,2025-26,Ceballos,Dani Ceballos,Real Madrid,46,16,2.880
2026-08-11T1439Z,2025-26,Alaba,David Alaba,Real Madrid,30,11,2.730
2026-08-11T1439Z,2025-26,Mbappé,Kylian Mbappé,Real Madrid,324,31,10.450
2026-08-11T1439Z,2025-26,Valverde,Federico Valverde,Real Madrid,249,33,7.550
2026-08-11T1439Z,2025-26,Alexander-Arnold,Trent Alexander-Arnold,Real Madrid,91,21,4.330
2026-08-11T1439Z,2025-26,Brahim,Brahim Díaz,Real Madrid,142,30,4.730
2026-08-11T1439Z,2025-26,Lunin,Andriy Lunin,Real Madrid,39,6,6.500
2026-08-11T1439Z,2025-26,Vinicius,Vinicius Junior,Real Madrid,279,36,7.750
2026-08-11T1439Z,2025-26,Militão,Éder Militão,Real Madrid,103,16,6.440
2026-08-11T1439Z,2025-26,Fran García,Fran García,Real Madrid,57,13,4.380
2026-08-11T1439Z,2025-26,Rodrygo,Rodrygo Goes,Real Madrid,92,19,4.840
2026-08-11T1439Z,2025-26,Tchouaméni,Aurélien Tchouaméni,Real Madrid,181,33,5.480
2026-08-11T1439Z,2025-26,A. F. Carreras,Álvaro F. Carreras,Real Madrid,176,28,6.290
2026-08-11T1439Z,2025-26,Mestre,Sergio Mestre,Real Madrid,0,0,0.000
2026-08-11T1439Z,2025-26,Güler,Arda Güler,Real Madrid,234,33,7.090
2026-08-11T1439Z,2025-26,Huijsen,Dean Huijsen,Real Madrid,169,28,6.040
2026-08-11T1439Z,2025-26,Gonzalo,Gonzalo García,Real Madrid,99,30,3.300
2026-08-11T1439Z,2025-26,Asencio,Raúl Asencio,Real Madrid,109,23,4.740
2026-08-11T1439Z,2025-26,Mastantuono,Franco Mastantuono,Real Madrid,78,23,3.390
2026-08-11T1439Z,2025-26,Thiago,Thiago Pitarch,Real Madrid,41,10,4.100
2026-08-11T1439Z,2025-26,Rüdiger,Antonio Rüdiger,Real Madrid,93,18,5.170
2026-08-11T1439Z,2025-26,Bellingham,Jude Bellingham,Real Madrid,193,28,6.890
2026-08-11T1439Z,2025-26,Camavinga,Eduardo Camavinga,Real Madrid,121,29,4.170
2026-08-11T1439Z,2025-26,Endrick,Endrick,Real Madrid,2,1,2.000
2026-08-11T1439Z,2025-26,Jiménez,David Jiménez,Real Madrid,8,2,4.000
2026-08-11T1439Z,2025-26,Mendy,Ferland Mendy,Real Madrid,14,5,2.800
2026-08-11T1439Z,2025-26,Fran González,Fran González,Real Madrid,0,0,0.000
2026-08-11T1439Z,2025-26,Joan Martínez,Joan Martínez,Real Madrid,0,0,0.000
2026-08-11T1439Z,2025-26,Valdepeñas,Víctor Valdepeñas,Real Madrid,0,1,0.000
2026-08-11T1439Z,2025-26,Cestero,Jorge Cestero,Real Madrid,2,2,1.000
2026-08-11T1439Z,2025-26,Palacios,César Palacios,Real Madrid,8,5,1.600
2026-08-11T1439Z,2025-26,Leiva,Álvaro Leiva,Real Madrid,0,1,0.000
2026-08-11T1439Z,2025-26,D. Aguado,Diego Aguado,Real Madrid,2,1,2.000
2026-08-11T1439Z,2025-26,Manuel Ángel,Manuel Ángel,Real Madrid,5,4,1.250
2026-08-11T1439Z,2025-26,Lamini Fati,Lamini Fati,Real Madrid,0,0,0.000
2026-08-11T1439Z,2025-26,Yáñez,Daniel Yáñez,Real Madrid,2,2,1.000
2026-08-11T1439Z,2025-26,Javi Navarro,Javi Navarro,Real Madrid,0,0,0.000
2026-08-11T1439Z,2025-26,Fortea,Jesús Fortea,Real Madrid,0,0,0.000
2026-08-11T1439Z,2025-26,Mesonero,Dani Mesonero,Real Madrid,0,0,0.000
2026-08-11T1439Z,2025-26,Álvaro,Álvaro González,Real Madrid,0,0,0.000
2026-08-11T1439Z,2025-26,Manuel Serrano,Manuel Serrano,Real Madrid,0,1,0.000
2026-08-11T1439Z,2025-26,Aritz,Aritz Elustondo,Real Sociedad,33,16,2.060
2026-08-11T1439Z,2025-26,Remiro,Álex Remiro,Real Sociedad,188,37,5.080
2026-08-11T1439Z,2025-26,Guedes,Gonçalo Guedes,Real Sociedad,176,32,5.500
2026-08-11T1439Z,2025-26,Oyarzabal,Mikel Oyarzabal,Real Sociedad,228,34,6.710
2026-08-11T1439Z,2025-26,Zubeldia,Igor Zubeldia,Real Sociedad,90,25,3.600
2026-08-11T1439Z,2025-26,Brais,Brais Méndez,Real Sociedad,138,29,4.760
2026-08-11T1439Z,2025-26,Caleta-Car,Duje Caleta-Car,Real Sociedad,110,27,4.070
2026-08-11T1439Z,2025-26,Sergio Gómez,Sergio Gómez,Real Sociedad,173,35,4.940
2026-08-11T1439Z,2025-26,Barrenetxea,Ander Barrenetxea,Real Sociedad,150,30,5.000
2026-08-11T1439Z,2025-26,Aihen,Aihen Muñoz,Real Sociedad,46,21,2.190
2026-08-11T1439Z,2025-26,Kubo,Takefusa Kubo,Real Sociedad,122,24,5.080
2026-08-11T1439Z,2025-26,Urko,Urko González de Zarate,Real Sociedad,114,36,3.170
2026-08-11T1439Z,2025-26,L. Sucic,Luka Sucic,Real Sociedad,80,22,3.640
2026-08-11T1439Z,2025-26,Traoré,Hamari Traoré,Real Sociedad,0,0,0.000
2026-08-11T1439Z,2025-26,Turrientes,Beñat Turrientes,Real Sociedad,93,27,3.440
2026-08-11T1439Z,2025-26,Marrero,Unai Marrero,Real Sociedad,8,1,8.000
2026-08-11T1439Z,2025-26,Zakharyan,Arsen Zakharyan,Real Sociedad,29,17,1.710
2026-08-11T1439Z,2025-26,Karrikaburu,Jon Karrikaburu,Real Sociedad,11,7,1.570
2026-08-11T1439Z,2025-26,Óskarsson,Orri Steinn Óskarsson,Real Sociedad,85,20,4.250
2026-08-11T1439Z,2025-26,Arana,Egoitz Arana,Real Sociedad,0,0,0.000
2026-08-11T1439Z,2025-26,Marín,Pablo Marín,Real Sociedad,74,34,2.180
2026-08-11T1439Z,2025-26,Goti,Mikel Goti,Real Sociedad,3,4,0.750
2026-08-11T1439Z,2025-26,Jon Martín,Jon Martín,Real Sociedad,112,25,4.480
2026-08-11T1439Z,2025-26,Aramburu,Jon Aramburu,Real Sociedad,83,35,2.370
2026-08-11T1439Z,2025-26,Gorrotxategi,Jon Gorrotxategi,Real Sociedad,117,30,3.900
2026-08-11T1439Z,2025-26,Folgado,Theo Folgado,Real Sociedad,0,0,0.000
2026-08-11T1439Z,2025-26,Carlos Soler,Carlos Soler,Real Sociedad,175,33,5.300
2026-08-11T1439Z,2025-26,Odriozola,Álvaro Odriozola,Real Sociedad,22,5,4.400
2026-08-11T1439Z,2025-26,Fraga,Aitor Fraga,Real Sociedad,0,0,0.000
2026-08-11T1439Z,2025-26,Lebarbier,Alex Lebarbier,Real Sociedad,0,0,0.000
2026-08-11T1439Z,2025-26,Beitia,Luken Beitia,Real Sociedad,6,2,3.000
2026-08-11T1439Z,2025-26,Marchal,Alex Marchal,Real Sociedad,0,0,0.000
2026-08-11T1439Z,2025-26,Carrera,Gorka Carrera,Real Sociedad,2,3,0.670
2026-08-11T1439Z,2025-26,Carrera,Gorka Carrera,Real Sociedad,0,0,0.000
2026-08-11T1439Z,2025-26,Mariezkurrena,Arkaitz Mariezkurrena,Real Sociedad,0,1,0.000
2026-08-11T1439Z,2025-26,Astiazaran,Lander Astiazaran,Real Sociedad,0,1,0.000
2026-08-11T1439Z,2025-26,Kita,Kazunari Kita,Real Sociedad,0,0,0.000
2026-08-11T1439Z,2025-26,Aguirre,Ibai Aguirre,Real Sociedad,1,1,1.000
2026-08-11T1439Z,2025-26,Ochieng,Job Ochieng,Real Sociedad,3,2,1.500
2026-08-11T1439Z,2025-26,Dani Díaz,Dani Díaz,Real Sociedad,0,1,0.000
2026-08-11T1439Z,2025-26,Wesley,Wesley Gassova,Real Sociedad,7,5,1.400
2026-08-11T1439Z,2025-26,Carbonell,Tomy Carbonell,Real Sociedad,0,0,0.000
2026-08-11T1439Z,2025-26,Rupérez,Iñaki Rupérez,Real Sociedad,0,1,0.000
2026-08-11T1439Z,2025-26,Januzaj,Adnan Januzaj,Sevilla,24,12,2.000
2026-08-11T1439Z,2025-26,Sow,Djibril Sow,Sevilla,146,33,4.420
2026-08-11T1439Z,2025-26,Marcão,Marcão,Sevilla,46,13,3.540
2026-08-11T1439Z,2025-26,Lukebakio,Dodi Lukebakio,Sevilla,13,2,6.500
2026-08-11T1439Z,2025-26,Nyland,Örjan Nyland,Sevilla,21,5,4.200
2026-08-11T1439Z,2025-26,Gudelj,Nemanja Gudelj,Sevilla,139,34,4.090
2026-08-11T1439Z,2025-26,Agoume,Lucien Agoume,Sevilla,133,34,3.910
2026-08-11T1439Z,2025-26,Juanlu,Juanlu Sánchez,Sevilla,114,32,3.560
2026-08-11T1439Z,2025-26,Rafa,Rafael Romero,Sevilla,0,0,0.000
2026-08-11T1439Z,2025-26,Carmona,José Ángel Carmona,Sevilla,104,35,2.970
2026-08-11T1439Z,2025-26,Alberto,Alberto Flores,Sevilla,0,0,0.000
2026-08-11T1439Z,2025-26,Kike Salas,Kike Salas,Sevilla,130,26,5.000
2026-08-11T1439Z,2025-26,Peque,Peque,Sevilla,72,26,2.770
2026-08-11T1439Z,2025-26,Manu Bueno,Manu Bueno,Sevilla,15,8,1.880
2026-08-11T1439Z,2025-26,Romero,Isaac Romero,Sevilla,86,29,2.970
2026-08-11T1439Z,2025-26,Ejuke,Chidera Ejuke,Sevilla,109,27,4.040
2026-08-11T1439Z,2025-26,Idumbo M.,Stanis Idumbo Muzambo,Sevilla,1,1,1.000
2026-08-11T1439Z,2025-26,Castrín,Andrés Castrín,Sevilla,90,19,4.740
2026-08-11T1439Z,2025-26,Adams,Akor Adams,Sevilla,142,32,4.440
2026-08-11T1439Z,2025-26,Altozano,Edu Altozano,Sevilla,0,0,0.000
2026-08-11T1439Z,2025-26,Sierra,Miguel Sierra,Sevilla,9,4,2.250
2026-08-11T1439Z,2025-26,Álvaro,Álvaro Fernández,Sevilla,0,0,0.000
2026-08-11T1439Z,2025-26,Vargas,Rubén Vargas,Sevilla,130,24,5.420
2026-08-11T1439Z,2025-26,Vlachodimos,Odysseas Vlachodimos,Sevilla,155,33,4.700
2026-08-11T1439Z,2025-26,Suazo,Gabriel Suazo,Sevilla,94,29,3.240
2026-08-11T1439Z,2025-26,Oso,Joaquín Oso,Sevilla,81,21,3.860
2026-08-11T1439Z,2025-26,Álex Costa,Álex Costa,Sevilla,0,0,0.000
2026-08-11T1439Z,2025-26,Alexis,Alexis Sánchez,Sevilla,96,28,3.430
2026-08-11T1439Z,2025-26,Azpilicueta,César Azpilicueta,Sevilla,55,17,3.240
2026-08-11T1439Z,2025-26,Nianzou,Tanguy Nianzou,Sevilla,25,12,2.080
2026-08-11T1439Z,2025-26,Cardoso,Fábio Cardoso,Sevilla,20,4,5.000
2026-08-11T1439Z,2025-26,Ramón,Ramón Martínez,Sevilla,2,2,1.000
2026-08-11T1439Z,2025-26,Mendy,Batista Mendy,Sevilla,86,27,3.190
2026-08-11T1439Z,2025-26,Jordan,Joan Jordan,Sevilla,3,3,1.000
2026-08-11T1439Z,2025-26,Loren,Loren Luchino,Sevilla,0,0,0.000
2026-08-11T1439Z,2025-26,Iker Muñoz,Iker Muñoz,Sevilla,0,0,0.000
2026-08-11T1439Z,2025-26,Gattoni,Federico Gattoni,Sevilla,0,1,0.000
2026-08-11T1439Z,2025-26,Maupay,Neal Maupay,Sevilla,46,12,3.830
2026-08-11T1439Z,2025-26,Guillén,Nico Guillén,Sevilla,0,0,0.000
2026-08-11T1439Z,2025-26,Gayà,José Gayà,Valencia,135,32,4.220
2026-08-11T1439Z,2025-26,Foulquier,Dimitri Foulquier,Valencia,44,15,2.930
2026-08-11T1439Z,2025-26,Pepelu,Pepelu,Valencia,135,31,4.350
2026-08-11T1439Z,2025-26,Diakhaby,Mouctar Diakhaby,Valencia,38,8,4.750
2026-08-11T1439Z,2025-26,Raba,Daniel Raba,Valencia,33,13,2.540
2026-08-11T1439Z,2025-26,Duro,Hugo Duro,Valencia,134,36,3.720
2026-08-11T1439Z,2025-26,Rivero,Cristian Rivero,Valencia,-3,0,0.000
2026-08-11T1439Z,2025-26,Danjuma,Arnaut Danjuma,Valencia,126,30,4.200
2026-08-11T1439Z,2025-26,Rioja,Luis Rioja,Valencia,191,37,5.160
2026-08-11T1439Z,2025-26,Jesús Vázquez,Jesús Vázquez,Valencia,64,24,2.670
2026-08-11T1439Z,2025-26,Cömert,Eray Cömert,Valencia,93,17,5.470
2026-08-11T1439Z,2025-26,Agirrezabala,Julen Agirrezabala,Valencia,104,18,5.780
2026-08-11T1439Z,2025-26,Copete,José Manuel Copete,Valencia,76,21,3.620
2026-08-11T1439Z,2025-26,Diego López,Diego López,Valencia,121,34,3.560
2026-08-11T1439Z,2025-26,Tárrega,César Tárrega,Valencia,127,32,3.970
2026-08-11T1439Z,2025-26,Iranzo,Rubén Iranzo,Valencia,2,1,2.000
2026-08-11T1439Z,2025-26,Javi Guerra,Javi Guerra,Valencia,171,36,4.750
2026-08-11T1439Z,2025-26,Almeida,André Almeida,Valencia,91,22,4.140
2026-08-11T1439Z,2025-26,Santamaria,Baptiste Santamaria,Valencia,58,19,3.050
2026-08-11T1439Z,2025-26,Ugrinic,Filip Ugrinic,Valencia,114,27,4.220
2026-08-11T1439Z,2025-26,Otorbi,David Otorbi,Valencia,0,0,0.000
2026-08-11T1439Z,2025-26,Abril,Vicent Abril,Valencia,0,0,0.000
2026-08-11T1439Z,2025-26,Pablo López,Pablo López,Valencia,0,0,0.000
2026-08-11T1439Z,2025-26,Blázquez,Aimar Blázquez,Valencia,0,0,0.000
2026-08-11T1439Z,2025-26,Dimitrievski,Stole Dimitrievski,Valencia,118,20,5.900
2026-08-11T1439Z,2025-26,Ramazani,Largie Ramazani,Valencia,114,27,4.220
2026-08-11T1439Z,2025-26,Lucas Núñez,Lucas Núñez,Valencia,0,0,0.000
2026-08-11T1439Z,2025-26,Navarro,Marcos Navarro,Valencia,0,0,0.000
2026-08-11T1439Z,2025-26,Navarro,Javier Navarro,Valencia,0,0,0.000
2026-08-11T1439Z,2025-26,Thierry,Thierry Correia,Valencia,61,24,2.540
2026-08-11T1439Z,2025-26,Beltrán,Lucas Beltrán,Valencia,90,27,3.330
2026-08-11T1439Z,2025-26,Sadiq,Umar Sadiq,Valencia,94,25,3.760
2026-08-11T1439Z,2025-26,Panach,Alejandro Panach,Valencia,0,0,0.000
2026-08-11T1439Z,2025-26,Caro,Andrés Caro,Valencia,0,0,0.000
2026-08-11T1439Z,2025-26,Fontanet,Joel Fontanet,Valencia,0,0,0.000
2026-08-11T1439Z,2025-26,U. Núñez,Unai Núñez,Valencia,48,13,3.690
2026-08-11T1439Z,2025-26,Guido,Guido Rodríguez,Valencia,88,16,5.500
2026-08-11T1439Z,2025-26,Pere,Pere Joan García,Valencia,0,0,0.000
2026-08-11T1439Z,2025-26,Mayol,Aaron Ndive Mayol,Valencia,0,0,0.000
2026-08-11T1439Z,2025-26,Saravia,Renzo Saravia,Valencia,12,5,2.400
2026-08-11T1439Z,2025-26,Rubi,Rubi Muñoz,Valencia,0,0,0.000
2026-08-11T1439Z,2025-26,Pedrosa,Adrià Pedrosa,Elche,59,27,2.190
2026-08-11T1439Z,2025-26,Peña,Iñaki Peña,Elche,102,16,6.380
2026-08-11T1439Z,2025-26,Bigas,Pedro Bigas,Elche,131,28,4.680
2026-08-11T1439Z,2025-26,André Silva,André Silva,Elche,145,31,4.680
2026-08-11T1439Z,2025-26,Rafa Mir,Rafa Mir,Elche,121,27,4.480
2026-08-11T1439Z,2025-26,Bambo,Bambo Diaby,Elche,3,4,0.750
2026-08-11T1439Z,2025-26,Jairo I.,Jairo Izquierdo,Elche,2,1,2.000
2026-08-11T1439Z,2025-26,Febas,Aleix Febas,Elche,173,36,4.810
2026-08-11T1439Z,2025-26,Valera,Germán Valera,Elche,207,36,5.750
2026-08-11T1439Z,2025-26,Mourad,Mourad Daoudi,Elche,4,2,2.000
2026-08-11T1439Z,2025-26,Chust,Víctor Chust,Elche,96,31,3.100
2026-08-11T1439Z,2025-26,John C.,John Chetauya,Elche,38,21,1.810
2026-08-11T1439Z,2025-26,Affengruber,David Affengruber,Elche,168,36,4.670
2026-08-11T1439Z,2025-26,Dituro,Matías Dituro,Elche,137,22,6.230
2026-08-11T1439Z,2025-26,Iturbe,Alejandro Iturbe,Elche,0,0,0.000
2026-08-11T1439Z,2025-26,Mendoza,Rodrigo Mendoza,Elche,73,24,3.040
2026-08-11T1439Z,2025-26,Aguado,Marc Aguado,Elche,145,35,4.140
2026-08-11T1439Z,2025-26,Alvaro R.,Alvaro Rodríguez,Elche,154,34,4.530
2026-08-11T1439Z,2025-26,Á. Núñez,Álvaro Núñez,Elche,125,25,5.000
2026-08-11T1439Z,2025-26,Martim Neto,Martim Neto,Elche,125,25,5.000
2026-08-11T1439Z,2025-26,Ali Houary,Ali Houary,Elche,7,2,3.500
2026-08-11T1439Z,2025-26,Niculaesei,Albert Niculaesei,Elche,0,0,0.000
2026-08-11T1439Z,2025-26,Redondo,Federico Redondo,Elche,18,11,1.640
2026-08-11T1439Z,2025-26,Martínez Bastida,Antonio Martínez Bastida,Elche,0,0,0.000
2026-08-11T1439Z,2025-26,Pétrot,Léo Pétrot,Elche,69,32,2.160
2026-08-11T1439Z,2025-26,Josan,Josan Ferrández,Elche,75,19,3.950
2026-08-11T1439Z,2025-26,Diangana,Grady Diangana,Elche,48,20,2.400
2026-08-11T1439Z,2025-26,Fort,Héctor Fort,Elche,55,14,3.930
2026-08-11T1439Z,2025-26,Adam Boayar,Adam Boayar,Elche,19,7,2.710
2026-08-11T1439Z,2025-26,Santiago,Yago Santiago,Elche,20,9,2.220
2026-08-11T1439Z,2025-26,Delgado,David Delgado,Elche,0,0,0.000
2026-08-11T1439Z,2025-26,Piri,Piri,Elche,0,0,0.000
2026-08-11T1439Z,2025-26,Bema Sina,Bema Sina,Elche,0,0,0.000
2026-08-11T1439Z,2025-26,Álex Sánchez,Álex Sánchez,Elche,6,1,6.000
2026-08-11T1439Z,2025-26,Nico Salvador,Nico Salvador,Elche,0,0,0.000
2026-08-11T1439Z,2025-26,Cepeda,Lucas Cepeda,Elche,32,10,3.200
2026-08-11T1439Z,2025-26,Herraiz,Alex Herraiz,Elche,0,0,0.000
2026-08-11T1439Z,2025-26,Villar,Gonzalo Villar,Elche,42,12,3.500
2026-08-11T1439Z,2025-26,Tete Morente,Tete Morente,Elche,56,13,4.310
2026-08-11T1439Z,2025-26,Sangaré,Buba Sangaré,Elche,20,12,1.670
2026-08-11T1439Z,2025-26,Pablo Felipe,Pablo Felipe,Elche,0,0,0.000
2026-08-11T1439Z,2025-26,Piera,Juan Piera,Elche,0,0,0.000
2026-08-11T1439Z,2025-26,Parejo,Dani Parejo,Villarreal,95,32,2.970
2026-08-11T1439Z,2025-26,Thomas,Thomas Teye,Villarreal,68,25,2.720
2026-08-11T1439Z,2025-26,Gerard,Gerard Moreno,Villarreal,140,22,6.360
2026-08-11T1439Z,2025-26,Pedraza,Alfonso Pedraza,Villarreal,104,27,3.850
2026-08-11T1439Z,2025-26,Foyth,Juan Foyth,Villarreal,63,13,4.850
2026-08-11T1439Z,2025-26,Comesaña,Santi Comesaña,Villarreal,175,34,5.150
2026-08-11T1439Z,2025-26,Pépé,Nicolas Pépé,Villarreal,251,36,6.970
2026-08-11T1439Z,2025-26,Pape Gueye,Pape Gueye,Villarreal,169,30,5.630
2026-08-11T1439Z,2025-26,Yéremi,Yéremi Pino,Villarreal,14,2,7.000
2026-08-11T1439Z,2025-26,Akhomach,Ilias Akhomach,Villarreal,62,20,3.100
2026-08-11T1439Z,2025-26,Rafa Marín,Rafa Marín,Villarreal,124,23,5.390
2026-08-11T1439Z,2025-26,S. Cardona,Sergi Cardona,Villarreal,123,31,3.970
2026-08-11T1439Z,2025-26,Moleiro,Alberto Moleiro,Villarreal,218,37,5.890
2026-08-11T1439Z,2025-26,Etta Eyong,Karl Etta Eyong,Villarreal,133,33,4.030
2026-08-11T1439Z,2025-26,Altimira,Adrià Altimira,Villarreal,2,1,2.000
2026-08-11T1439Z,2025-26,Buchanan,Tajon Buchanan,Villarreal,149,34,4.380
2026-08-11T1439Z,2025-26,Mouriño,Santiago Mouriño,Villarreal,127,28,4.540
2026-08-11T1439Z,2025-26,Pau Navarro,Pau Navarro,Villarreal,89,23,3.870
