player_name,player_name_full,team,points,games,avg,ff_id,season,observed_at,source_url
Lenglet,Clément Lenglet,Atlético,84,19,4.420,3691,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Sörloth,Alexander Sorloth,Atlético,157,35,4.490,5134,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Musso,Juan Musso,Atlético,48,8,6.000,5942,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Hancko,David Hancko,Atlético,138,30,4.600,5995,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Le Normand,Robin Le Normand,Atlético,125,28,4.460,6002,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Raspadori,Giacomo Raspadori,Atlético,31,12,2.580,6551,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Gallagher,Conor Gallagher,Atlético,53,19,2.790,6624,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Baena,Álex Baena,Atlético,133,27,4.930,7645,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Molina,Nahuel Molina,Atlético,112,26,4.310,8120,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Ruggeri,Matteo Ruggeri,Atlético,128,26,4.920,8256,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Giuliano,Giuliano Simeone,Atlético,170,31,5.480,9276,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Pubill,Marc Pubill,Atlético,107,19,5.630,9823,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Barrios,Pablo Barrios,Atlético,128,23,5.570,10005,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Alvarez,Julián Álvarez,Atlético,187,29,6.450,10287,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Almada,Thiago Almada,Atlético,114,27,4.220,11138,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Cardoso,Johnny Cardoso,Atlético,47,15,3.130,12647,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Esquivel,Salvi Esquivel,Atlético,0,0,0.000,15422,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Monserrate,Jano Monserrate,Atlético,4,2,2.000,13870,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
González,Nicolás González,Atlético,122,24,5.080,9352,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Taufik,Taufik Seidu,Atlético,0,1,0.000,13871,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Kostis,Ilias Kostis,Atlético,0,0,0.000,11507,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Giménez,José María Giménez,Atlético,89,16,5.560,775,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Mario de Luis,Mario de Luis,Atlético,0,0,0.000,11523,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Boñar,Javier Boñar,Atlético,19,4,4.750,12484,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Puric,Aleksa Puric,Atlético,3,2,1.500,16940,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Dani Martínez,Dani Martínez,Atlético,-1,1,-1.000,11861,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Julio Díaz,Julio Díaz,Atlético,22,4,5.500,17129,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Luque,Iker Luque,Atlético,0,1,0.000,17130,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Rayane,Rayane Belaid,Atlético,5,2,2.500,12608,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Sergio Esteban,Sergio Esteban,Atlético,0,0,0.000,17137,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Lookman,Ademola Lookman,Atlético,57,12,4.750,4434,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Serrano,Javi Serrano,Atlético,0,0,0.000,9314,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Vargas,Obed Vargas,Atlético,39,12,3.250,15572,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Moreno,Álvaro Moreno,Atlético,0,0,0.000,17446,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Dani Rubio,Dani Rubio,Atlético,0,0,0.000,13874,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Morcillo,Javi Morcillo,Atlético,7,5,1.400,17495,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Spina,Gerónimo Spina,Atlético,0,0,0.000,13872,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Cubo,Miguel Cubo,Atlético,0,2,0.000,17529,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Olmo,Dani Olmo,Barcelona,230,33,6.970,2288,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
A. Christensen,Andreas Christensen,Barcelona,28,13,2.150,2417,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Rashford,Marcus Rashford,Barcelona,186,32,5.810,2939,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Raphinha,Raphinha,Barcelona,179,22,8.140,4288,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Ferran,Ferrán Torres,Barcelona,208,33,6.300,5050,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
F. de Jong,Frenkie de Jong,Barcelona,134,25,5.360,6210,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Koundé,Jules Koundé,Barcelona,154,30,5.130,6674,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Araújo,Ronald Araújo,Barcelona,86,24,3.580,7004,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Pedri,Pedri González,Barcelona,217,29,7.480,7257,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Joan Garcia,Joan Garcia,Barcelona,258,30,8.600,7279,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Eric Garcia,Eric Garcia,Barcelona,201,34,5.910,7542,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Gavi,Pablo Gavi,Barcelona,35,11,3.180,9273,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Balde,Alejandro Balde,Barcelona,116,28,4.140,9316,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Casadó,Marc Casadó,Barcelona,67,24,2.790,10217,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Yamal,Lamine Yamal,Barcelona,330,28,11.790,11520,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Cubarsí,Pau Cubarsí,Barcelona,187,31,6.030,11706,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Kochen,Diego Kochen,Barcelona,0,0,0.000,11707,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Fermín,Fermín López,Barcelona,213,30,7.100,11709,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Guille,Guille Fernández,Barcelona,0,0,0.000,13859,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Toni Fernández,Toni Fernández,Barcelona,2,1,2.000,13860,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Torrents,Jofre Torrents,Barcelona,3,3,1.000,16167,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Dro Fernández,Dro Fernández,Barcelona,7,4,1.750,16168,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Lewandowski,Robert Lewandowski,Barcelona,169,31,5.450,2225,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Szczesny,Wojciech Szczesny,Barcelona,41,8,5.130,2534,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Martín,Gerard Martín,Barcelona,161,32,5.030,12641,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Bardghji,Roony Bardghji,Barcelona,72,21,3.430,10658,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Bernal,Marc Bernal,Barcelona,79,22,3.590,13864,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Aller,Eder Aller,Barcelona,0,0,0.000,16723,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Juan Hernández,Juan Hernández,Barcelona,0,0,0.000,16171,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Espart,Xavi Espart,Barcelona,5,4,1.250,16765,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Marqués,Tomás Marqués,Barcelona,2,2,1.000,16923,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Dani Rodríguez,Dani Rodríguez,Barcelona,0,0,0.000,11568,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Cancelo,Joao Cancelo,Barcelona,117,16,7.310,1882,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Cortés,Álvaro Cortés,Barcelona,0,1,0.000,14882,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Bartra,Marc Bartra,Betis,140,25,5.600,322,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Adrián,Adrián San Miguel,Betis,10,1,10.000,572,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Pau López,Pau López,Betis,61,9,6.780,1067,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Rodríguez,Ricardo Rodriguez,Betis,90,23,3.910,1239,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Bakambu,Cédric Bakambu,Betis,54,18,3.000,2118,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Bellerín,Héctor Bellerín,Betis,124,27,4.590,2153,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Fornals,Pablo Fornals,Betis,272,37,7.350,2632,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Valles,Álvaro Valles,Betis,185,28,6.610,3686,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Lo Celso,Giovani Lo Celso,Betis,119,24,4.960,3717,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Junior,Junior Firpo,Betis,38,12,3.170,4620,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Ruibal,Aitor Ruibal,Betis,128,27,4.740,5051,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Chimy,Chimy Ávila,Betis,37,16,2.310,5545,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Cucho,Cucho Hernández,Betis,188,32,5.880,5546,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Riquelme,Rodrigo Riquelme,Betis,66,25,2.640,6450,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Dani Pérez,Dani Pérez,Betis,2,1,2.000,10230,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Ortiz,Ángel Ortiz,Betis,29,13,2.230,10233,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Altimira,Sergi Altimira,Betis,93,24,3.880,11673,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Natan,Natan,Betis,163,33,4.940,11813,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Pablo García,Pablo García,Betis,33,15,2.200,13822,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Mawuli,Mawuli Mensah,Betis,0,0,0.000,16151,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Valentín Gómez,Valentín Gómez,Betis,99,28,3.540,16203,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Corralejo,Iván Corralejo,Betis,1,1,1.000,16287,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Manu González,Manu González,Betis,0,0,0.000,14135,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
D. Llorente,Diego Javier Llorente,Betis,91,18,5.060,707,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Marc Roca,Marc Roca,Betis,126,29,4.340,3215,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Germán,Germán García,Betis,0,0,0.000,10826,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Deossa,Nelson Deossa,Betis,54,20,2.700,15696,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
S. Amrabat,Sofyan Amrabat,Betis,65,17,3.820,4955,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Antony,Antony,Betis,206,32,6.440,8405,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Abde,Abde Ezzalzouli,Betis,218,29,7.520,9750,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Bladi,Darling Bladi,Betis,0,0,0.000,16463,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Isco,Isco Alarcón,Betis,31,8,3.880,336,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Fidalgo,Álvaro Fidalgo,Betis,37,9,4.110,6393,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Marina,Rodrigo Marina,Betis,0,0,0.000,16153,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
De Roa,Carlos De Roa,Betis,0,0,0.000,16150,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Busto,Pablo Busto,Betis,0,0,0.000,12441,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Aspas,Iago Aspas,Celta,141,32,4.410,175,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Iglesias,Borja Iglesias,Celta,173,35,4.940,1945,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Iván Villar,Iván Villar,Celta,0,0,0.000,3255,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
M. Alonso,Marcos Alonso,Celta,191,32,5.970,4397,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Radu,Ionut Radu,Celta,254,38,6.680,5978,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Carreira,Sergio Carreira,Celta,130,34,3.820,7199,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Jutglà,Ferran Jutglà,Celta,142,30,4.730,7842,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Mingueza,Óscar Mingueza,Celta,132,34,3.880,7882,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Moriba,Ilaix Moriba,Celta,137,36,3.810,8082,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Domínguez,Carlos Dominguez,Celta,24,8,3.000,8702,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Sotelo,Hugo Sotelo,Celta,84,20,4.200,8988,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Hugo Álvarez,Hugo Álvarez,Celta,112,28,4.000,9740,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Bryan,Bryan Zaragoza,Celta,91,19,4.790,9779,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Swedberg,Williot Swedberg,Celta,133,29,4.590,10207,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Marc Vidal,Marc Vidal,Celta,0,0,0.000,10234,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Ristic,Mihailo Ristic,Celta,15,5,3.000,10586,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Durán,Pablo Durán,Celta,98,30,3.270,10822,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Javi Rodríguez,Javi Rodríguez,Celta,132,33,4.000,12534,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Rueda,Javi Rueda,Celta,132,26,5.080,13035,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Lago,Yoel Lago,Celta,44,12,3.670,13036,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Román,Miguel Román,Celta,92,19,4.840,13808,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
El-Abdellaoui,Jones El-Abdellaoui,Celta,55,22,2.500,14980,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Manu Fernández,Manu Fernández,Celta,42,14,3.000,16003,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Damián,Damián Rodríguez,Celta,4,2,2.000,10193,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Starfelt,Carl Starfelt,Celta,106,19,5.580,9612,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Cervi,Franco Cervi,Celta,0,0,0.000,3318,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Aidoo,Joseph Aidoo,Celta,26,8,3.250,6846,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Arcos,Ángel Arcos,Celta,0,0,0.000,16873,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
Hugo González,Hugo González,Celta,2,1,2.000,9744,2025-26,2026-08-20T23:17Z,https://www.futbolfantasy.com/analytics/laliga-fantasy/puntos
