observed_at,player,value,start_pct,ff_id
2026-08-14T20:48Z,alex freeman,2478421,30,
2026-08-14T20:48Z,arda guler,51282413,60,
2026-08-14T20:48Z,ayoze perez,16818596,50,
2026-08-14T20:48Z,Bright Ede,,60,
2026-08-14T20:48Z,clemens riedel,4657417,50,
2026-08-14T20:48Z,dani vivian,11138189,30,
2026-08-14T20:48Z,Facundo Buonanotte,,40,
2026-08-14T20:48Z,ferran jutgla,9374049,80,
2026-08-14T20:48Z,giacomo quagliata,3285663,50,
2026-08-14T20:48Z,ilaix moriba,10245914,50,
2026-08-14T20:48Z,marc roca,5334336,60,
2026-08-14T20:48Z,mario martin,3743424,80,
2026-08-14T20:48Z,matias dituro,7297239,90,
2026-08-14T20:48Z,oriol rey,741966,50,
2026-08-14T20:48Z,pablo fornals,58303775,80,
2026-08-14T20:48Z,pedro bigas,5298333,50,
2026-08-14T20:48Z,pelayo fernandez,1722279,50,
2026-08-14T20:48Z,quilindschy hartman,9052099,50,
2026-08-14T20:48Z,santiago mouriño,40597493,70,
2026-08-14T20:48Z,wojciech szczesny,2398211,20,
2026-08-14T20:48Z,zakaria eddahchouri,1906239,30,
2026-08-14T21:57Z,alex freeman,2478421,30,
2026-08-14T21:57Z,arda guler,51282413,60,
2026-08-14T21:57Z,ayoze perez,16818596,50,
2026-08-14T21:57Z,Bright Ede,,60,
2026-08-14T21:57Z,clemens riedel,4657417,50,
2026-08-14T21:57Z,dani vivian,11138189,30,
2026-08-14T21:57Z,Facundo Buonanotte,,40,
2026-08-14T21:57Z,ferran jutgla,9374049,80,
2026-08-14T21:57Z,giacomo quagliata,3285663,50,
2026-08-14T21:57Z,ilaix moriba,10245914,50,
2026-08-14T21:57Z,marc roca,5334336,60,
2026-08-14T21:57Z,mario martin,3743424,80,
2026-08-14T21:57Z,matias dituro,7297239,90,
2026-08-14T21:57Z,oriol rey,741966,50,
2026-08-14T21:57Z,pablo fornals,58303775,80,
2026-08-14T21:57Z,pedro bigas,5298333,50,
2026-08-14T21:57Z,pelayo fernandez,1722279,50,
2026-08-14T21:57Z,quilindschy hartman,9052099,50,
2026-08-14T21:57Z,santiago mouriño,40597493,70,
2026-08-14T21:57Z,wojciech szczesny,2398211,20,
2026-08-14T21:57Z,zakaria eddahchouri,1906239,30,
2026-08-15T07:02Z,alex freeman,2446170,30,
2026-08-15T07:02Z,arda guler,51979704,60,
2026-08-15T07:02Z,ayoze perez,17044355,50,
2026-08-15T07:02Z,Bright Ede,,60,
2026-08-15T07:02Z,clemens riedel,4599626,50,
2026-08-15T07:02Z,dani vivian,10819933,30,
2026-08-15T07:02Z,Facundo Buonanotte,,40,
2026-08-15T07:02Z,ferran jutgla,9457860,80,
2026-08-15T07:02Z,giacomo quagliata,3270037,50,
2026-08-15T07:02Z,ilaix moriba,10169057,50,
2026-08-15T07:02Z,marc roca,5350068,60,
2026-08-15T07:02Z,mario martin,3831432,80,
2026-08-15T07:02Z,matias dituro,7483749,90,
2026-08-15T07:02Z,oriol rey,734196,50,
2026-08-15T07:02Z,pablo fornals,57927383,80,
2026-08-15T07:02Z,pedro bigas,5173960,50,
2026-08-15T07:02Z,pelayo fernandez,1722279,50,
2026-08-15T07:02Z,quilindschy hartman,8887784,50,
2026-08-15T07:02Z,santiago mouriño,40479623,70,
2026-08-15T07:02Z,wojciech szczesny,2352050,20,
2026-08-15T07:02Z,zakaria eddahchouri,1880948,30,
2026-08-15T07:20Z,alex freeman,2446170,30,
2026-08-15T07:20Z,arda guler,51979704,60,
2026-08-15T07:20Z,ayoze perez,17044355,50,
2026-08-15T07:20Z,Bright Ede,,60,
2026-08-15T07:20Z,clemens riedel,4599626,50,
2026-08-15T07:20Z,dani vivian,10819933,30,
2026-08-15T07:20Z,Facundo Buonanotte,,40,
2026-08-15T07:20Z,ferran jutgla,9457860,80,
2026-08-15T07:20Z,giacomo quagliata,3270037,50,
2026-08-15T07:20Z,ilaix moriba,10169057,50,
2026-08-15T07:20Z,marc roca,5350068,60,
2026-08-15T07:20Z,mario martin,3831432,80,
2026-08-15T07:20Z,matias dituro,7483749,90,
2026-08-15T07:20Z,oriol rey,734196,50,
2026-08-15T07:20Z,pablo fornals,57927383,80,
2026-08-15T07:20Z,pedro bigas,5173960,50,
2026-08-15T07:20Z,pelayo fernandez,1722279,50,
2026-08-15T07:20Z,quilindschy hartman,8887784,50,
2026-08-15T07:20Z,santiago mouriño,40479623,70,
2026-08-15T07:20Z,wojciech szczesny,2352050,20,
2026-08-15T07:20Z,zakaria eddahchouri,1880948,30,
2026-08-15T08:26Z,alex freeman,2446170,30,
2026-08-15T08:26Z,arda guler,51979704,60,
2026-08-15T08:26Z,ayoze perez,17044355,50,
2026-08-15T08:26Z,Bright Ede,,60,
2026-08-15T08:26Z,clemens riedel,4599626,50,
2026-08-15T08:26Z,dani vivian,10819933,30,
2026-08-15T08:26Z,Facundo Buonanotte,,40,
2026-08-15T08:26Z,ferran jutgla,9457860,80,
2026-08-15T08:26Z,giacomo quagliata,3270037,50,
2026-08-15T08:26Z,ilaix moriba,10169057,50,
2026-08-15T08:26Z,marc roca,5350068,60,
2026-08-15T08:26Z,mario martin,3831432,80,
2026-08-15T08:26Z,matias dituro,7483749,90,
2026-08-15T08:26Z,oriol rey,734196,50,
2026-08-15T08:26Z,pablo fornals,57927383,80,
2026-08-15T08:26Z,pedro bigas,5173960,50,
2026-08-15T08:26Z,pelayo fernandez,1722279,50,
2026-08-15T08:26Z,quilindschy hartman,8887784,50,
2026-08-15T08:26Z,santiago mouriño,40479623,70,
2026-08-15T08:26Z,wojciech szczesny,2352050,20,
2026-08-15T08:26Z,zakaria eddahchouri,1880948,30,
2026-08-15T08:33Z,alex freeman,2446170,30,
2026-08-15T08:33Z,arda guler,51979704,60,
2026-08-15T08:33Z,ayoze perez,17044355,50,
2026-08-15T08:33Z,Bright Ede,,60,
2026-08-15T08:33Z,clemens riedel,4599626,50,
2026-08-15T08:33Z,dani vivian,10819933,30,
2026-08-15T08:33Z,Facundo Buonanotte,,40,
2026-08-15T08:33Z,ferran jutgla,9457860,80,
2026-08-15T08:33Z,giacomo quagliata,3270037,50,
2026-08-15T08:33Z,ilaix moriba,10169057,50,
2026-08-15T08:33Z,marc roca,5350068,60,
2026-08-15T08:33Z,mario martin,3831432,80,
2026-08-15T08:33Z,matias dituro,7483749,90,
2026-08-15T08:33Z,oriol rey,734196,50,
2026-08-15T08:33Z,pablo fornals,57927383,80,
2026-08-15T08:33Z,pedro bigas,5173960,50,
2026-08-15T08:33Z,pelayo fernandez,1722279,50,
2026-08-15T08:33Z,quilindschy hartman,8887784,50,
2026-08-15T08:33Z,santiago mouriño,40479623,70,
2026-08-15T08:33Z,wojciech szczesny,2352050,20,
2026-08-15T08:33Z,zakaria eddahchouri,1880948,30,
2026-08-15T10:14Z,alex freeman,2446170,30,
2026-08-15T10:14Z,arda guler,51979704,60,
2026-08-15T10:14Z,ayoze perez,17044355,50,
2026-08-15T10:14Z,Bright Ede,,60,
2026-08-15T10:14Z,clemens riedel,4599626,50,
2026-08-15T10:14Z,dani vivian,10819933,30,
2026-08-15T10:14Z,Facundo Buonanotte,,40,
2026-08-15T10:14Z,ferran jutgla,9457860,80,
2026-08-15T10:14Z,giacomo quagliata,3270037,50,
2026-08-15T10:14Z,ilaix moriba,10169057,50,
2026-08-15T10:14Z,marc roca,5350068,60,
2026-08-15T10:14Z,mario martin,3831432,80,
2026-08-15T10:14Z,matias dituro,7483749,90,
2026-08-15T10:14Z,oriol rey,734196,50,
2026-08-15T10:14Z,pablo fornals,57927383,80,
2026-08-15T10:14Z,pedro bigas,5173960,50,
2026-08-15T10:14Z,pelayo fernandez,1722279,50,
2026-08-15T10:14Z,quilindschy hartman,8887784,50,
2026-08-15T10:14Z,santiago mouriño,40479623,70,
2026-08-15T10:14Z,wojciech szczesny,2352050,20,
2026-08-15T10:14Z,zakaria eddahchouri,1880948,30,
2026-08-15T10:50Z,alex freeman,2446170,30,
2026-08-15T10:50Z,arda guler,51979704,60,
2026-08-15T10:50Z,ayoze perez,17044355,50,
2026-08-15T10:50Z,Bright Ede,,60,
2026-08-15T10:50Z,clemens riedel,4599626,50,
2026-08-15T10:50Z,dani vivian,10819933,30,
2026-08-15T10:50Z,Facundo Buonanotte,,40,
2026-08-15T10:50Z,ferran jutgla,9457860,80,
2026-08-15T10:50Z,giacomo quagliata,3270037,50,
2026-08-15T10:50Z,ilaix moriba,10169057,50,
2026-08-15T10:50Z,marc roca,5350068,60,
2026-08-15T10:50Z,mario martin,3831432,80,
2026-08-15T10:50Z,matias dituro,7483749,90,
2026-08-15T10:50Z,oriol rey,734196,50,
2026-08-15T10:50Z,pablo fornals,57927383,80,
2026-08-15T10:50Z,pedro bigas,5173960,50,
2026-08-15T10:50Z,pelayo fernandez,1722279,50,
2026-08-15T10:50Z,quilindschy hartman,8887784,50,
2026-08-15T10:50Z,santiago mouriño,40479623,70,
2026-08-15T10:50Z,wojciech szczesny,2352050,20,
2026-08-15T10:50Z,zakaria eddahchouri,1880948,30,
2026-08-15T22:19Z,aitor paredes,5066124,70,
2026-08-15T22:19Z,antonio rudiger,27738349,50,
2026-08-15T22:19Z,arda guler,51979704,60,
2026-08-15T22:19Z,ayoze perez,17044355,50,
2026-08-15T22:19Z,carlos espi,8742183,30,
2026-08-15T22:19Z,dean huijsen,31925943,70,
2026-08-15T22:19Z,eder militao,12041791,0,
2026-08-15T22:19Z,eric garcia,44747542,50,
2026-08-15T22:19Z,ferran jutgla,9457860,80,
2026-08-15T22:19Z,gonçalo guedes,34127668,50,
2026-08-15T22:19Z,ilaix moriba,10169057,50,
2026-08-15T22:19Z,ilias akhomach,5203309,10,
2026-08-15T22:19Z,jon ander olasagasti,4326499,90,
2026-08-15T22:19Z,jorge cabello,837296,10,
2026-08-15T22:19Z,lucas torro,2483512,50,
2026-08-15T22:19Z,marc roca,5350068,60,
2026-08-15T22:19Z,matias dituro,7483749,90,
2026-08-15T22:19Z,miguel loureiro,3754551,50,
2026-08-15T22:19Z,wojciech szczesny,2352050,20,
2026-08-15T22:19Z,yeremay hernandez,51573206,30,
2026-08-16T09:28Z,aitor paredes,5141603,70,
2026-08-16T09:28Z,antonio rudiger,27972981,50,
2026-08-16T09:28Z,arda guler,52651995,60,
2026-08-16T09:28Z,ayoze perez,17352024,50,
2026-08-16T09:28Z,carlos espi,8869571,30,
2026-08-16T09:28Z,dean huijsen,32460459,70,
2026-08-16T09:28Z,eder militao,11728483,0,
2026-08-16T09:28Z,eric garcia,44534752,50,
2026-08-16T09:28Z,ferran jutgla,9506551,80,
2026-08-16T09:28Z,gonçalo guedes,33135587,50,
2026-08-16T09:28Z,ilaix moriba,10086454,50,
2026-08-16T09:28Z,ilias akhomach,5122165,10,
2026-08-16T09:28Z,jon ander olasagasti,4382766,90,
2026-08-16T09:28Z,jorge cabello,819073,10,
2026-08-16T09:28Z,lucas torro,2466986,50,
2026-08-16T09:28Z,marc roca,5403735,60,
2026-08-16T09:28Z,matias dituro,7572315,90,
2026-08-16T09:28Z,miguel loureiro,3715099,50,
2026-08-16T09:28Z,wojciech szczesny,2308693,20,
2026-08-16T09:28Z,yeremay hernandez,50616368,30,
2026-08-16T15:15Z,eder militao,11728483,0,
2026-08-16T15:33Z,aitor paredes,5141603,70,
2026-08-16T15:33Z,antonio rudiger,27972981,50,
2026-08-16T15:33Z,ayoze perez,17352024,50,
2026-08-16T15:33Z,carlos espi,8869571,30,
2026-08-16T15:33Z,dean huijsen,32460459,70,
2026-08-16T15:33Z,eder militao,11728483,0,
2026-08-16T15:33Z,gonçalo guedes,33135587,50,
2026-08-16T15:33Z,ilias akhomach,5122165,10,
2026-08-16T15:33Z,jon ander olasagasti,4382766,90,
2026-08-16T15:33Z,jorge cabello,819073,10,
2026-08-16T15:33Z,lucas torro,2466986,50,
2026-08-16T15:33Z,marc roca,5403735,60,
2026-08-16T15:33Z,matias dituro,7572315,90,
2026-08-16T15:33Z,wojciech szczesny,2308693,20,
2026-08-16T15:33Z,yeremay hernandez,50616368,30,
2026-08-16T22:14Z,abde ezzalzouli,44395627,30,
2026-08-16T22:14Z,aitor paredes,5141603,70,
2026-08-16T22:14Z,arda guler,52651995,60,
2026-08-16T22:14Z,asier villalibre,7249976,70,
2026-08-16T22:14Z,ayoze perez,17352024,50,
2026-08-16T22:14Z,carlos espi,8869571,30,
2026-08-16T22:14Z,charlie patino,507500,0,
2026-08-16T22:14Z,dani cardenas,586960,5,
2026-08-16T22:14Z,dean huijsen,32460459,70,
2026-08-16T22:14Z,ferran jutgla,9506551,80,
2026-08-16T22:14Z,giacomo quagliata,3244856,50,
2026-08-16T22:14Z,ilaix moriba,10086454,50,
2026-08-16T22:14Z,iñaki williams,27360660,60,
2026-08-16T22:14Z,ivan balliu,968786,70,
2026-08-16T22:14Z,john chetauya,677560,20,
2026-08-16T22:14Z,juan foyth,12236452,50,
2026-08-16T22:14Z,karl etta eyong,25699219,50,
2026-08-16T22:14Z,leandro cabrera,17006166,95,
2026-08-16T22:14Z,leo roman,36829681,80,
2026-08-16T22:14Z,manu hernando,1743424,50,
2026-08-16T22:14Z,marc roca,5403735,60,
2026-08-16T22:14Z,matias dituro,7572315,90,
2026-08-16T22:14Z,nahuel tenaglia,14472093,90,
2026-08-16T22:14Z,oscar valentin,3654976,70,
2026-08-16T22:14Z,saba sazonov,1224989,30,
2026-08-16T22:14Z,santiago mouriño,40219248,70,
2026-08-16T22:14Z,wojciech szczesny,2308693,20,
2026-08-17T23:04Z,abde ezzalzouli,42927674,30,
2026-08-17T23:04Z,aitor mañas,523226,30,
2026-08-17T23:04Z,aitor paredes,5292134,70,
2026-08-17T23:04Z,andriy lunin,2081695,30,
2026-08-17T23:04Z,angeliño,15537090,50,
2026-08-17T23:04Z,antonio blanco,14803449,90,
2026-08-17T23:04Z,arda guler,54547883,60,
2026-08-17T23:04Z,asier villalibre,7235042,70,
2026-08-17T23:04Z,ayoze perez,17704854,50,
2026-08-17T23:04Z,beñat prados,1366137,30,
2026-08-17T23:04Z,beñat turrientes,7073131,60,
2026-08-17T23:04Z,carl starfelt,14087470,60,
2026-08-17T23:04Z,carlos espi,9305617,30,
2026-08-17T23:04Z,carlos puga,5102130,70,
2026-08-17T23:04Z,dani lorenzo,9604577,90,
2026-08-17T23:04Z,dean huijsen,34050589,70,
2026-08-17T23:04Z,denis suarez,2423219,50,
2026-08-17T23:04Z,edin terzic,7179353,,
2026-08-17T23:04Z,edu altozano,584002,,
2026-08-17T23:04Z,ferran jutgla,9561951,80,
2026-08-17T23:04Z,ilaix moriba,9827371,50,
2026-08-17T23:04Z,iñigo ruiz de galarreta,12650951,70,
2026-08-17T23:04Z,isi palazon,20197802,80,
2026-08-17T23:04Z,jon moncayola,6933138,90,
2026-08-17T23:04Z,juan foyth,12898244,70,
2026-08-17T23:04Z,karl etta eyong,25505804,50,
2026-08-17T23:04Z,leandro cabrera,16532608,0,
2026-08-17T23:04Z,lucien agoume,5760043,80,
2026-08-17T23:04Z,marc bartra,27594034,50,
2026-08-17T23:04Z,marc roca,5382179,60,
2026-08-17T23:04Z,marcos alonso,28589508,90,
2026-08-17T23:04Z,matias dituro,7751180,90,
2026-08-17T23:04Z,nahuel tenaglia,15621725,90,
2026-08-17T23:04Z,pablo fornals,57032839,80,
2026-08-17T23:04Z,pedri gonzalez,90239837,50,
2026-08-17T23:04Z,pol lozano,2185790,30,
2026-08-17T23:04Z,quilindschy hartman,8289301,30,
2026-08-17T23:04Z,santiago mouriño,38378600,70,
2026-08-17T23:04Z,wojciech szczesny,2206146,20,
2026-08-17T23:26Z,abde ezzalzouli,42927674,30,
2026-08-17T23:26Z,aitor mañas,523226,30,
2026-08-17T23:26Z,aitor paredes,5292134,70,
2026-08-17T23:26Z,andriy lunin,2081695,30,
2026-08-17T23:26Z,angeliño,15537090,50,
2026-08-17T23:26Z,antonio blanco,14803449,90,
2026-08-17T23:26Z,arda guler,54547883,60,
2026-08-17T23:26Z,asier villalibre,7235042,70,
2026-08-17T23:26Z,ayoze perez,17704854,50,
2026-08-17T23:26Z,beñat prados,1366137,30,
2026-08-17T23:26Z,beñat turrientes,7073131,60,
2026-08-17T23:26Z,carl starfelt,14087470,60,
2026-08-17T23:26Z,carlos espi,9305617,30,
2026-08-17T23:26Z,carlos puga,5102130,70,
2026-08-17T23:26Z,dani lorenzo,9604577,90,
2026-08-17T23:26Z,dean huijsen,34050589,70,
2026-08-17T23:26Z,denis suarez,2423219,50,
2026-08-17T23:26Z,edin terzic,7179353,,
2026-08-17T23:26Z,edu altozano,584002,,
2026-08-17T23:26Z,ferran jutgla,9561951,80,
2026-08-17T23:26Z,ilaix moriba,9827371,50,
2026-08-17T23:26Z,iñigo ruiz de galarreta,12650951,70,
2026-08-17T23:26Z,isi palazon,20197802,80,
2026-08-17T23:26Z,jon moncayola,6933138,90,
2026-08-17T23:26Z,juan foyth,12898244,70,
2026-08-17T23:26Z,karl etta eyong,25505804,50,
2026-08-17T23:26Z,leandro cabrera,16532608,0,
2026-08-17T23:26Z,lucien agoume,5760043,80,
2026-08-17T23:26Z,marc bartra,27594034,50,
2026-08-17T23:26Z,marc roca,5382179,60,
2026-08-17T23:26Z,marcos alonso,28589508,90,
2026-08-17T23:26Z,matias dituro,7751180,90,
2026-08-17T23:26Z,nahuel tenaglia,15621725,90,
2026-08-17T23:26Z,pablo fornals,57032839,80,
2026-08-17T23:26Z,pedri gonzalez,90239837,50,
2026-08-17T23:26Z,pol lozano,2185790,30,
2026-08-17T23:26Z,quilindschy hartman,8289301,30,
2026-08-17T23:26Z,santiago mouriño,38378600,70,
2026-08-17T23:26Z,wojciech szczesny,2206146,20,
2026-08-17T23:28Z,abde ezzalzouli,42927674,30,
2026-08-17T23:28Z,aitor mañas,523226,30,
2026-08-17T23:28Z,aitor paredes,5292134,70,
2026-08-17T23:28Z,andriy lunin,2081695,30,
2026-08-17T23:28Z,angeliño,15537090,50,
2026-08-17T23:28Z,antonio blanco,14803449,90,
2026-08-17T23:28Z,arda guler,54547883,60,
2026-08-17T23:28Z,asier villalibre,7235042,70,
2026-08-17T23:28Z,ayoze perez,17704854,50,
2026-08-17T23:28Z,beñat prados,1366137,30,
2026-08-17T23:28Z,beñat turrientes,7073131,60,
2026-08-17T23:28Z,carl starfelt,14087470,60,
2026-08-17T23:28Z,carlos espi,9305617,30,
2026-08-17T23:28Z,carlos puga,5102130,70,
2026-08-17T23:28Z,dani lorenzo,9604577,90,
2026-08-17T23:28Z,dean huijsen,34050589,70,
2026-08-17T23:28Z,denis suarez,2423219,50,
2026-08-17T23:28Z,edin terzic,7179353,,
2026-08-17T23:28Z,edu altozano,584002,,
2026-08-17T23:28Z,ferran jutgla,9561951,80,
2026-08-17T23:28Z,ilaix moriba,9827371,50,
2026-08-17T23:28Z,iñigo ruiz de galarreta,12650951,70,
2026-08-17T23:28Z,isi palazon,20197802,80,
2026-08-17T23:28Z,jon moncayola,6933138,90,
2026-08-17T23:28Z,juan foyth,12898244,70,
2026-08-17T23:28Z,karl etta eyong,25505804,50,
2026-08-17T23:28Z,leandro cabrera,16532608,0,
2026-08-17T23:28Z,lucien agoume,5760043,80,
2026-08-17T23:28Z,marc bartra,27594034,50,
2026-08-17T23:28Z,marc roca,5382179,60,
2026-08-17T23:28Z,marcos alonso,28589508,90,
2026-08-17T23:28Z,matias dituro,7751180,90,
2026-08-17T23:28Z,nahuel tenaglia,15621725,90,
2026-08-17T23:28Z,pablo fornals,57032839,80,
2026-08-17T23:28Z,pedri gonzalez,90239837,50,
2026-08-17T23:28Z,pol lozano,2185790,30,
2026-08-17T23:28Z,quilindschy hartman,8289301,30,
2026-08-17T23:28Z,santiago mouriño,38378600,70,
2026-08-17T23:28Z,wojciech szczesny,2206146,20,
2026-08-17T23:33Z,abde ezzalzouli,42927674,30,
2026-08-17T23:33Z,aitor mañas,523226,30,
2026-08-17T23:33Z,aitor paredes,5292134,70,
2026-08-17T23:33Z,andriy lunin,2081695,30,
2026-08-17T23:33Z,angeliño,15537090,50,
2026-08-17T23:33Z,antonio blanco,14803449,90,
2026-08-17T23:33Z,arda guler,54547883,60,
2026-08-17T23:33Z,asier villalibre,7235042,70,
2026-08-17T23:33Z,ayoze perez,17704854,50,
2026-08-17T23:33Z,beñat prados,1366137,30,
2026-08-17T23:33Z,beñat turrientes,7073131,60,
2026-08-17T23:33Z,carl starfelt,14087470,60,
2026-08-17T23:33Z,carlos espi,9305617,30,
2026-08-17T23:33Z,carlos puga,5102130,70,
2026-08-17T23:33Z,dani lorenzo,9604577,90,
2026-08-17T23:33Z,dean huijsen,34050589,70,
2026-08-17T23:33Z,denis suarez,2423219,50,
2026-08-17T23:33Z,edin terzic,7179353,,
2026-08-17T23:33Z,edu altozano,584002,,
2026-08-17T23:33Z,ferran jutgla,9561951,80,
2026-08-17T23:33Z,ilaix moriba,9827371,50,
2026-08-17T23:33Z,iñigo ruiz de galarreta,12650951,70,
2026-08-17T23:33Z,isi palazon,20197802,80,
2026-08-17T23:33Z,jon moncayola,6933138,90,
2026-08-17T23:33Z,juan foyth,12898244,70,
2026-08-17T23:33Z,karl etta eyong,25505804,50,
2026-08-17T23:33Z,leandro cabrera,16532608,0,
2026-08-17T23:33Z,lucien agoume,5760043,80,
2026-08-17T23:33Z,marc bartra,27594034,50,
2026-08-17T23:33Z,marc roca,5382179,60,
2026-08-17T23:33Z,marcos alonso,28589508,90,
2026-08-17T23:33Z,matias dituro,7751180,90,
2026-08-17T23:33Z,nahuel tenaglia,15621725,90,
2026-08-17T23:33Z,pablo fornals,57032839,80,
2026-08-17T23:33Z,pedri gonzalez,90239837,50,
2026-08-17T23:33Z,pol lozano,2185790,30,
2026-08-17T23:33Z,quilindschy hartman,8289301,30,
2026-08-17T23:33Z,santiago mouriño,38378600,70,
2026-08-17T23:33Z,wojciech szczesny,2206146,20,
2026-08-17T23:36Z,abde ezzalzouli,42927674,30,
2026-08-17T23:36Z,aitor mañas,523226,30,
2026-08-17T23:36Z,aitor paredes,5292134,70,
2026-08-17T23:36Z,andriy lunin,2081695,30,
2026-08-17T23:36Z,angeliño,15537090,50,
2026-08-17T23:36Z,antonio blanco,14803449,90,
2026-08-17T23:36Z,arda guler,54547883,60,
2026-08-17T23:36Z,asier villalibre,7235042,70,
2026-08-17T23:36Z,ayoze perez,17704854,50,
2026-08-17T23:36Z,beñat prados,1366137,30,
2026-08-17T23:36Z,beñat turrientes,7073131,60,
2026-08-17T23:36Z,carl starfelt,14087470,60,
2026-08-17T23:36Z,carlos espi,9305617,30,
2026-08-17T23:36Z,carlos puga,5102130,70,
2026-08-17T23:36Z,dani lorenzo,9604577,90,
2026-08-17T23:36Z,dean huijsen,34050589,70,
2026-08-17T23:36Z,denis suarez,2423219,50,
2026-08-17T23:36Z,edin terzic,7179353,,
2026-08-17T23:36Z,edu altozano,584002,,
2026-08-17T23:36Z,ferran jutgla,9561951,80,
2026-08-17T23:36Z,ilaix moriba,9827371,50,
2026-08-17T23:36Z,iñigo ruiz de galarreta,12650951,70,
2026-08-17T23:36Z,isi palazon,20197802,80,
2026-08-17T23:36Z,jon moncayola,6933138,90,
2026-08-17T23:36Z,juan foyth,12898244,70,
2026-08-17T23:36Z,karl etta eyong,25505804,50,
2026-08-17T23:36Z,leandro cabrera,16532608,0,
2026-08-17T23:36Z,lucien agoume,5760043,80,
2026-08-17T23:36Z,marc bartra,27594034,50,
2026-08-17T23:36Z,marc roca,5382179,60,
2026-08-17T23:36Z,marcos alonso,28589508,90,
2026-08-17T23:36Z,matias dituro,7751180,90,
2026-08-17T23:36Z,nahuel tenaglia,15621725,90,
2026-08-17T23:36Z,pablo fornals,57032839,80,
2026-08-17T23:36Z,pedri gonzalez,90239837,50,
2026-08-17T23:36Z,pol lozano,2185790,30,
2026-08-17T23:36Z,quilindschy hartman,8289301,30,
2026-08-17T23:36Z,santiago mouriño,38378600,70,
2026-08-17T23:36Z,wojciech szczesny,2206146,20,
2026-08-17T23:36Z,abde ezzalzouli,42927674,30,
2026-08-17T23:36Z,aitor mañas,523226,30,
2026-08-17T23:36Z,aitor paredes,5292134,70,
2026-08-17T23:36Z,andriy lunin,2081695,30,
2026-08-17T23:36Z,angeliño,15537090,50,
2026-08-17T23:36Z,antonio blanco,14803449,90,
2026-08-17T23:36Z,arda guler,54547883,60,
2026-08-17T23:36Z,asier villalibre,7235042,70,
2026-08-17T23:36Z,ayoze perez,17704854,50,
2026-08-17T23:36Z,beñat prados,1366137,30,
2026-08-17T23:36Z,beñat turrientes,7073131,60,
2026-08-17T23:36Z,carl starfelt,14087470,60,
2026-08-17T23:36Z,carlos espi,9305617,30,
2026-08-17T23:36Z,carlos puga,5102130,70,
2026-08-17T23:36Z,dani lorenzo,9604577,90,
2026-08-17T23:36Z,dean huijsen,34050589,70,
2026-08-17T23:36Z,denis suarez,2423219,50,
2026-08-17T23:36Z,edin terzic,7179353,,
2026-08-17T23:36Z,edu altozano,584002,,
2026-08-17T23:36Z,ferran jutgla,9561951,80,
2026-08-17T23:36Z,ilaix moriba,9827371,50,
2026-08-17T23:36Z,iñigo ruiz de galarreta,12650951,70,
2026-08-17T23:36Z,isi palazon,20197802,80,
2026-08-17T23:36Z,jon moncayola,6933138,90,
2026-08-17T23:36Z,juan foyth,12898244,70,
2026-08-17T23:36Z,karl etta eyong,25505804,50,
2026-08-17T23:36Z,leandro cabrera,16532608,0,
2026-08-17T23:36Z,lucien agoume,5760043,80,
2026-08-17T23:36Z,marc bartra,27594034,50,
2026-08-17T23:36Z,marc roca,5382179,60,
2026-08-17T23:36Z,marcos alonso,28589508,90,
2026-08-17T23:36Z,matias dituro,7751180,90,
2026-08-17T23:36Z,nahuel tenaglia,15621725,90,
2026-08-17T23:36Z,pablo fornals,57032839,80,
2026-08-17T23:36Z,pedri gonzalez,90239837,50,
2026-08-17T23:36Z,pol lozano,2185790,30,
2026-08-17T23:36Z,quilindschy hartman,8289301,30,
2026-08-17T23:36Z,santiago mouriño,38378600,70,
2026-08-17T23:36Z,wojciech szczesny,2206146,20,
2026-08-17T23:39Z,abde ezzalzouli,42927674,30,
2026-08-17T23:39Z,aitor mañas,523226,30,
2026-08-17T23:39Z,aitor paredes,5292134,70,
2026-08-17T23:39Z,andriy lunin,2081695,30,
2026-08-17T23:39Z,angeliño,15537090,50,
2026-08-17T23:39Z,antonio blanco,14803449,90,
2026-08-17T23:39Z,arda guler,54547883,60,
2026-08-17T23:39Z,asier villalibre,7235042,70,
2026-08-17T23:39Z,ayoze perez,17704854,50,
2026-08-17T23:39Z,beñat prados,1366137,30,
2026-08-17T23:39Z,beñat turrientes,7073131,60,
2026-08-17T23:39Z,carl starfelt,14087470,60,
2026-08-17T23:39Z,carlos espi,9305617,30,
2026-08-17T23:39Z,carlos puga,5102130,70,
2026-08-17T23:39Z,dani lorenzo,9604577,90,
2026-08-17T23:39Z,dean huijsen,34050589,70,
2026-08-17T23:39Z,denis suarez,2423219,50,
2026-08-17T23:39Z,edin terzic,7179353,,
2026-08-17T23:39Z,edu altozano,584002,,
2026-08-17T23:39Z,ferran jutgla,9561951,80,
2026-08-17T23:39Z,ilaix moriba,9827371,50,
2026-08-17T23:39Z,iñigo ruiz de galarreta,12650951,70,
2026-08-17T23:39Z,isi palazon,20197802,80,
2026-08-17T23:39Z,jon moncayola,6933138,90,
2026-08-17T23:39Z,juan foyth,12898244,70,
2026-08-17T23:39Z,karl etta eyong,25505804,50,
2026-08-17T23:39Z,leandro cabrera,16532608,0,
2026-08-17T23:39Z,lucien agoume,5760043,80,
2026-08-17T23:39Z,marc bartra,27594034,50,
2026-08-17T23:39Z,marc roca,5382179,60,
2026-08-17T23:39Z,marcos alonso,28589508,90,
